"A","B","C","D","E","F","G","H","I"
0,10,2,2,8,20,8,19,40
2,7,7,2,16,15,34,26,21
0,13,5,17,3,7,4,29,9
0,2,5,18,3,1,28,11,18
15,4,2,2,10,9,9,17,12
0,3,12,0,4,9,15,18,47
6,9,0,4,6,10,31,21,24
1,8,9,5,11,24,26,9,28
1,1,9,3,6,12,14,29,15
0,2,8,11,10,13,10,15,9
11,2,4,3,9,11,18,1,26
0,0,1,5,11,22,22,18,22
0,0,7,13,17,9,25,21,25
0,8,18,10,1,10,28,21,14
0,1,3,4,16,10,30,22,13
2,0,6,11,21,14,21,13,11
1,3,3,10,17,13,6,11,9
0,0,10,12,11,9,24,21,41
0,9,1,14,5,24,12,6,38
0,1,2,12,15,22,7,11,30
0,1,8,0,4,12,35,20,15
2,1,8,11,2,11,23,15,19
0,0,9,18,23,5,9,14,7
2,0,2,5,10,13,18,18,18
0,8,7,13,24,14,15,29,9
0,0,1,12,2,13,9,27,26
0,6,4,24,9,5,19,33,10
3,3,18,13,14,11,17,23,25
0,12,7,6,16,14,20,27,8
10,0,2,23,12,16,15,19,22
0,0,9,9,13,6,12,16,13
8,3,15,2,4,8,33,33,26
2,17,3,8,9,18,9,23,27
4,0,6,6,20,23,26,18,16
3,2,7,2,15,13,15,30,35
7,3,3,0,8,31,30,5,20
0,2,7,3,8,26,9,22,20
11,3,4,10,10,15,14,26,27
0,1,19,11,12,8,18,31,27
2,7,1,6,11,13,33,22,34
0,0,0,12,19,13,11,17,2
0,4,7,9,1,22,4,21,26
0,3,3,18,9,5,15,10,13
3,5,4,11,12,26,12,9,30
2,0,0,21,23,10,16,13,22
0,9,0,5,9,11,11,16,26
3,2,3,0,21,8,12,34,25
0,6,4,13,7,11,30,15,14
8,2,8,6,17,24,9,9,28
0,0,22,10,4,9,11,12,15
0,3,5,14,3,9,16,14,5
0,0,4,15,4,16,13,12,18
0,10,4,9,23,24,17,24,11
0,6,9,6,11,28,9,18,8
0,3,12,9,13,18,24,24,7
0,0,3,8,12,11,15,9,26
1,2,5,16,6,15,19,41,11
13,3,7,7,12,30,22,23,42
10,22,4,17,15,11,43,8,7
3,2,0,7,9,5,11,9,19
2,6,2,6,22,29,10,25,9
0,8,8,8,11,12,40,11,27
5,17,0,18,20,7,23,8,27
0,6,10,3,3,13,7,20,13
0,0,6,3,17,13,11,35,21
0,7,2,8,3,14,20,11,24
1,0,2,23,16,20,16,26,30
0,12,11,5,4,31,8,22,25
4,10,6,11,9,15,27,13,18
0,1,4,15,11,20,4,13,10
0,3,1,10,34,10,30,11,20
6,2,14,20,23,17,34,15,34
3,6,10,19,10,26,25,9,16
2,5,4,18,10,18,3,24,23
2,10,6,3,18,6,18,9,12
0,0,7,23,0,14,18,17,24
6,6,8,13,9,15,16,22,13
0,4,8,4,8,32,7,3,12
0,9,7,15,5,3,30,19,11
0,0,8,11,10,3,14,28,18
0,4,8,7,29,10,19,23,14
0,3,8,5,22,14,27,19,20
0,5,7,12,31,13,12,13,20
0,8,6,18,32,8,11,10,25
8,1,2,1,12,16,19,18,25
0,0,9,9,6,21,25,7,16
8,5,18,12,6,0,15,8,12
1,0,10,4,11,13,8,12,31
8,1,7,1,3,7,10,10,24
0,20,10,0,18,13,8,16,24
0,7,9,1,10,13,23,2,12
0,0,18,4,6,5,21,20,37
0,0,1,5,10,11,20,15,6
1,0,21,10,12,23,18,11,21
0,3,0,4,7,23,11,25,34
0,9,2,1,34,10,32,17,20
0,5,5,10,5,28,31,12,14
7,0,2,6,8,4,12,16,13
0,0,5,6,3,18,34,23,23
0,5,14,6,20,3,5,27,38
6,2,1,2,5,4,11,25,23
0,0,2,16,12,5,21,38,26
5,7,2,8,8,17,20,25,19
0,3,0,16,6,25,8,14,6
0,0,14,10,17,18,7,22,18
0,2,6,4,11,12,4,8,23
0,0,15,6,15,20,22,14,16
13,0,13,9,6,11,32,7,17
2,2,6,2,12,13,22,25,14
0,1,6,15,16,13,14,9,15
3,5,7,10,26,12,24,20,19
1,9,2,0,6,25,1,4,19
0,4,14,4,12,12,18,33,6
0,9,0,1,19,19,17,22,14
1,0,0,8,11,17,22,6,18
4,3,9,10,8,20,7,14,21
0,0,15,10,15,2,22,7,22
20,0,8,9,9,24,11,28,26
0,3,4,15,2,15,11,39,25
0,9,5,4,9,0,20,12,15
0,2,3,0,17,11,22,31,23
0,7,5,9,14,0,12,8,26
0,0,6,11,3,21,22,19,19
6,4,2,7,11,12,13,22,24
0,1,1,9,21,14,26,16,4
0,7,4,5,13,5,32,7,24
4,0,0,4,22,10,11,16,14
3,0,7,8,15,11,5,20,31
3,8,5,9,4,20,19,36,35
2,3,6,15,3,32,22,36,36
0,0,9,10,3,21,13,21,58
1,0,1,6,14,9,16,13,22
8,0,15,13,3,4,20,0,9
0,0,10,6,5,6,9,28,34
7,5,2,13,11,16,7,27,14
7,5,1,9,12,13,9,32,19
3,1,2,6,11,33,18,19,10
2,3,10,0,5,15,14,28,5
0,0,2,8,21,14,8,15,11
13,3,4,5,20,10,17,13,16
6,6,6,11,11,28,7,12,14
7,1,1,0,3,5,14,23,32
0,0,8,1,8,19,15,33,27
0,3,11,0,23,26,8,24,25
2,2,8,12,28,10,4,16,13
0,0,3,6,12,15,8,11,7
0,13,12,6,22,30,19,25,5
0,1,6,13,10,15,21,14,25
0,18,1,12,3,14,27,23,7
2,15,7,7,0,25,22,32,20
1,6,0,8,9,26,14,5,15
0,0,18,6,14,15,10,44,8
0,6,3,3,17,12,11,11,28
2,0,2,2,11,17,10,3,9
3,6,0,6,25,21,17,12,15
7,0,6,13,0,11,25,19,11
6,2,3,3,5,8,27,16,17
0,7,8,10,7,7,23,21,20
4,9,1,6,9,16,9,6,27
2,4,7,9,6,0,24,14,19
0,5,10,1,12,19,16,13,37
3,0,4,8,11,15,34,13,9
0,8,1,15,6,10,22,16,22
0,0,5,3,17,9,13,0,9
0,3,12,8,9,30,12,15,24
0,6,6,5,5,9,26,14,40
0,0,0,7,10,30,10,21,19
6,12,16,0,10,6,28,22,22
0,4,16,0,21,9,6,19,20
0,0,4,10,9,20,9,8,19
0,0,9,2,9,18,19,17,50
0,15,3,4,16,9,16,15,35
1,8,6,6,28,15,11,43,33
0,4,0,5,5,13,20,22,27
0,0,6,7,21,1,11,20,13
0,0,7,2,12,5,18,15,6
1,6,2,0,28,18,7,19,22
0,9,1,1,12,21,14,15,25
7,6,8,14,14,15,12,34,19
1,7,0,4,11,14,4,19,17
3,0,3,1,20,20,21,2,17
1,2,2,22,15,12,34,26,11
2,0,11,14,5,5,19,3,31
0,3,13,7,8,8,24,14,46
6,2,14,28,15,6,12,33,12
0,1,4,7,13,13,24,23,32
1,1,12,5,4,14,27,17,23
1,4,6,0,16,20,4,17,13
2,3,4,3,10,21,18,32,19
3,3,4,20,8,6,12,14,13
2,4,4,19,7,15,4,9,11
0,1,9,2,4,2,12,14,13
0,1,3,7,19,23,18,13,18
0,0,0,13,9,2,14,11,15
0,2,2,0,9,23,5,31,13
10,11,0,0,14,13,3,7,35
0,0,8,8,13,6,30,3,18
0,7,4,5,16,17,30,22,4
0,11,13,12,4,1,15,10,7
3,3,0,3,6,5,4,18,24
9,4,21,7,15,9,9,11,13
0,0,9,8,8,13,21,25,8
3,7,0,18,19,24,22,20,25
0,4,16,10,25,9,14,19,19
0,1,3,6,12,11,23,3,21
0,9,0,8,4,18,10,18,22
0,0,10,6,9,21,8,16,12
4,6,8,6,6,12,15,37,19
0,1,2,9,10,13,22,21,21
0,0,14,0,23,8,19,16,35
2,1,3,11,17,16,22,26,41
1,0,5,21,13,7,18,28,11
0,4,0,13,5,20,8,9,9
0,4,3,11,20,18,4,10,11
5,2,14,11,9,18,4,25,11
1,0,7,7,11,15,5,23,20
0,6,2,3,10,30,7,14,28
0,3,7,7,7,11,3,23,20
0,2,0,4,14,10,23,29,28
0,7,9,13,6,15,13,29,9
0,8,5,21,17,16,38,26,23
0,2,9,18,7,7,21,14,8
0,5,2,3,10,19,7,5,17
0,14,5,6,13,19,7,7,24
0,3,8,17,11,8,26,16,16
4,0,8,4,7,12,11,37,9
3,4,9,9,24,4,25,26,22
0,2,10,1,25,3,12,8,19
0,8,6,9,13,12,29,12,47
0,0,6,8,10,11,23,16,3
0,7,4,5,2,25,16,16,21
0,8,9,7,9,6,1,7,32
0,15,2,13,17,11,20,22,25
0,12,11,9,14,28,17,5,24
1,3,10,8,17,13,41,21,24
3,5,0,7,8,12,24,18,8
0,1,2,6,35,10,6,7,13
1,3,14,0,4,2,15,7,23
0,4,6,13,1,16,14,27,18
0,0,3,0,5,4,11,12,16
0,3,1,15,14,17,11,6,17
0,6,6,10,6,15,16,6,11
3,2,7,9,18,19,24,22,22
5,4,2,3,7,5,22,39,35
0,1,7,6,3,10,27,4,24
0,1,3,18,3,24,9,15,30
0,10,22,7,13,23,10,32,2
0,6,6,2,13,9,16,9,17
0,0,3,3,10,15,15,24,20
0,5,5,11,14,11,13,6,12
4,10,2,16,2,17,13,13,36
10,3,3,6,23,19,20,12,37
4,5,13,11,6,19,13,20,35
0,3,3,10,13,0,7,11,16
0,6,11,9,5,31,10,23,34
1,1,0,19,5,5,31,28,33
6,1,2,3,13,10,19,2,33
0,0,9,14,7,10,20,20,12
0,7,4,0,4,13,19,34,14
0,10,2,4,15,17,18,3,11
1,0,6,13,8,5,18,17,11
0,1,0,18,12,11,12,11,35
4,0,21,8,19,7,25,25,10
15,0,2,25,10,9,3,26,25
0,2,3,13,8,15,10,11,8
0,16,1,4,6,26,9,10,13
3,13,6,5,13,13,12,26,21
0,0,1,26,14,24,9,12,7
0,3,4,14,11,3,15,21,9
0,18,0,10,10,13,19,19,37
4,16,0,8,9,19,19,28,5
0,1,16,10,11,11,1,31,14
0,5,0,4,10,12,22,16,30
0,3,0,0,4,2,23,8,14
11,3,17,9,16,10,10,17,15
0,0,2,6,8,8,9,10,15
2,5,17,21,14,6,18,18,27
2,0,1,14,29,11,6,21,17
6,2,4,6,7,4,26,10,11
0,2,5,3,11,10,12,22,18
2,0,17,8,10,10,13,21,46
0,2,3,12,2,7,9,11,20
1,2,2,9,10,13,6,16,13
0,6,1,14,22,14,26,28,19
3,6,0,23,7,11,22,23,22
0,3,19,8,8,14,15,5,21
0,7,0,10,4,18,12,29,10
0,5,2,28,10,5,6,11,29
11,6,15,10,9,9,19,28,25
0,9,7,9,9,19,25,9,23
0,0,4,11,17,20,8,11,7
5,2,3,4,6,10,24,18,42
0,3,16,9,5,26,22,18,2
0,0,5,8,30,13,12,8,35
0,4,3,9,16,10,7,31,23
0,18,0,9,14,15,23,34,19
0,0,3,6,14,15,26,24,27
0,4,5,14,12,26,5,3,25
0,7,9,2,8,8,18,8,14
0,0,2,8,6,5,26,17,9
2,2,4,5,13,24,27,13,29
1,2,6,12,23,0,14,6,34
5,6,4,13,9,8,9,32,17
9,5,3,7,6,5,24,13,22
0,0,11,5,11,22,10,27,18
0,4,0,11,7,7,23,15,11
8,0,10,25,1,8,14,22,6
5,1,0,12,2,7,6,14,30
0,0,3,16,12,10,14,38,21
8,16,2,2,7,29,14,24,25
1,2,11,13,4,13,21,14,4
0,0,6,14,32,15,20,12,25
3,2,6,1,15,14,18,21,25
0,3,1,19,4,21,9,8,22
0,20,3,12,13,12,22,23,14
1,0,6,6,19,32,19,9,4
0,3,8,8,25,6,18,12,19
2,5,2,21,1,9,11,11,18
5,0,1,15,10,11,5,33,31
0,12,15,1,24,9,5,35,17
6,4,11,14,5,8,21,14,31
0,0,8,27,2,18,6,20,19
0,5,4,9,9,28,19,8,30
0,0,0,9,10,15,15,17,12
3,0,0,15,18,18,19,34,15
11,3,7,13,16,7,18,8,25
1,0,6,10,13,14,19,12,11
0,3,2,5,13,19,18,9,10
9,4,5,3,21,18,22,20,18
0,0,0,4,4,14,19,23,11
1,3,2,10,9,10,17,17,19
0,2,9,2,0,3,9,22,27
1,0,16,8,15,12,17,17,12
10,2,4,9,3,12,19,6,10
1,0,3,5,18,16,14,16,19
0,9,2,10,7,8,9,19,26
2,0,11,8,13,14,20,20,20
0,6,1,9,6,6,15,35,12
10,6,15,6,5,24,38,17,27
5,0,7,13,12,13,24,23,19
0,7,1,4,13,14,3,23,12
2,1,10,15,12,4,33,27,15
6,3,0,7,5,26,13,15,31
0,1,6,5,8,34,10,7,9
0,0,3,11,14,19,11,15,25
0,0,10,11,4,29,7,32,21
0,14,10,8,12,9,25,6,16
1,2,20,5,5,11,11,22,12
0,4,12,0,11,7,11,28,18
4,10,3,19,6,7,15,4,23
0,2,2,28,8,16,3,12,29
0,7,3,0,2,17,5,7,22
0,5,7,10,26,25,27,30,40
0,7,10,2,7,7,20,10,19
0,6,2,5,8,23,24,20,25
5,1,11,9,21,2,26,17,18
0,3,5,12,12,15,18,15,15
0,2,0,3,3,9,19,22,23
6,5,2,4,19,14,10,9,22
5,1,5,9,12,16,22,10,15
0,1,4,14,19,11,11,13,44
3,1,7,2,15,11,12,35,18
0,7,5,4,6,22,20,5,32
0,0,16,26,29,17,7,15,18
0,2,0,5,14,17,20,11,9
0,6,14,9,5,15,20,20,18
0,1,14,3,6,13,23,10,29
0,0,2,12,12,6,18,16,26
0,0,5,13,4,27,21,7,26
0,4,6,10,8,11,9,37,10
0,0,1,11,2,6,9,4,15
5,6,10,4,13,5,14,44,13
1,0,4,5,17,5,26,10,12
1,4,4,6,17,24,36,6,18
0,0,8,10,8,31,28,10,48
0,2,5,12,2,14,9,7,27
0,16,3,21,15,7,11,25,7
0,0,3,10,15,3,22,24,27
0,5,8,10,9,19,13,11,37
0,3,9,21,10,12,5,13,36
0,13,9,11,11,31,0,14,23
5,3,5,17,8,7,19,32,23
3,0,7,3,15,11,16,31,31
0,13,5,12,6,9,23,7,16
0,0,15,2,9,18,21,8,13
0,0,8,5,8,16,9,10,24
6,3,2,13,6,17,27,10,29
0,2,3,8,22,12,19,22,13
0,4,3,1,9,22,20,15,10
0,0,9,2,18,19,26,15,30
2,0,29,0,12,18,26,31,17
0,0,6,10,12,10,14,29,21
0,6,2,7,22,16,13,27,29
5,4,10,5,14,9,18,33,15
0,6,6,6,8,25,13,11,3
0,8,4,8,13,15,13,7,25
0,4,1,9,13,14,8,12,8
0,4,2,17,6,36,17,18,14
0,8,0,2,15,11,4,18,14
6,5,0,7,20,8,5,14,15
0,2,6,4,14,20,2,23,32
0,3,4,11,14,15,9,19,35
0,0,4,6,4,8,10,9,18
0,7,3,15,17,15,9,36,1
0,2,0,8,5,16,9,24,8
0,5,13,14,16,9,34,20,13
1,0,3,10,21,19,16,18,11
0,5,22,19,0,12,11,12,22
0,0,5,5,6,12,20,25,31
0,0,4,9,11,14,9,10,20
0,7,11,9,11,17,10,20,19
0,0,9,16,18,10,15,21,27
0,6,6,27,17,20,15,21,27
2,0,10,4,18,17,28,18,33
0,6,4,10,9,21,9,16,9
0,0,2,4,10,5,6,19,18
0,6,7,9,22,20,22,18,12
8,2,4,4,15,22,34,16,31
0,11,6,11,31,1,10,25,4
0,0,6,5,17,7,11,10,19
7,0,2,4,14,18,18,5,14
0,2,5,9,5,21,16,43,14
0,2,5,12,3,5,11,28,38
0,5,11,14,17,13,10,21,19
0,7,9,9,17,4,10,14,19
0,9,4,7,17,10,17,16,12
0,5,5,18,1,8,10,28,7
0,0,13,6,7,28,10,3,19
0,0,1,3,13,30,12,20,30
0,8,1,8,12,32,20,18,29
2,12,5,8,11,20,51,21,29
0,0,11,8,10,8,20,27,15
0,10,4,9,8,5,11,17,13
4,8,7,1,22,7,10,17,21
5,0,1,20,14,1,27,13,35
0,2,3,11,22,12,8,7,25
4,3,9,6,17,0,19,15,16
1,7,0,12,12,8,43,12,12
0,4,9,10,14,8,10,15,22
0,1,0,7,15,10,12,0,14
0,0,6,14,24,6,16,37,25
0,5,1,16,26,11,29,9,18
0,5,24,8,9,18,13,4,19
0,7,9,9,15,0,13,17,27
0,8,2,4,23,8,10,15,21
0,3,7,15,2,0,14,12,24
0,0,5,7,20,3,21,49,21
0,2,12,11,13,24,13,13,20
1,0,4,1,14,9,12,11,20
0,7,22,8,16,29,9,6,22
0,8,4,11,12,9,10,23,17
0,3,0,4,20,3,8,19,16
0,4,5,18,20,4,15,8,23
2,2,10,7,5,12,20,18,22
5,1,15,10,10,6,8,9,11
0,1,10,22,11,10,1,16,27
0,6,11,4,10,11,4,14,39
0,12,8,11,12,19,11,27,16
1,6,7,16,3,11,20,29,32
1,13,17,15,15,12,6,28,14
0,8,5,26,11,22,14,19,29
3,0,22,11,5,13,6,12,16
0,7,1,3,12,16,8,18,20
6,2,5,3,17,11,11,7,14
2,3,20,9,16,22,9,14,30
5,3,6,23,10,8,30,9,33
3,10,9,7,2,6,19,21,6
0,5,3,16,20,6,20,6,12
0,8,9,2,9,12,32,26,37
3,4,3,7,3,24,21,10,33
1,2,2,2,8,3,3,11,17
0,0,10,20,0,1,10,24,27
0,3,2,10,8,16,11,34,14
0,5,6,6,6,2,11,17,38
0,16,8,5,3,21,20,7,9
10,3,12,0,16,13,11,28,25
0,8,0,22,5,7,7,16,9
6,16,12,11,8,6,5,28,17
3,4,3,11,12,17,19,12,19
0,7,17,9,11,18,8,12,42
0,8,6,0,21,10,25,10,37
0,10,2,10,17,14,21,14,8
0,3,6,15,7,16,12,16,20
0,0,6,15,6,11,14,27,6
0,8,0,7,3,4,24,34,24
2,6,2,3,23,14,28,20,30
0,0,15,16,9,15,31,6,20
0,4,1,12,7,18,26,25,23
0,0,5,15,19,9,9,26,25
1,5,6,2,3,2,20,24,6
0,5,14,7,13,11,16,26,15
0,13,3,9,13,21,19,11,17
0,13,7,5,8,6,10,21,16
0,2,4,9,1,19,29,34,17
2,6,11,13,11,7,33,26,18
0,17,2,6,0,19,25,20,23
8,6,20,9,15,11,4,9,7
0,0,2,6,7,10,16,19,24
0,0,17,11,6,10,15,16,16
3,6,9,1,21,4,11,33,10
0,1,7,0,8,16,19,12,16
11,3,15,14,13,3,19,30,11
0,3,3,2,14,9,16,6,18
1,3,14,4,8,13,8,31,12
0,4,21,4,1,9,26,7,15
0,3,2,6,4,9,11,11,22
0,0,11,14,8,32,20,10,23
0,0,15,18,7,5,5,17,24
0,3,6,0,25,13,17,0,17
0,1,11,18,10,12,16,11,19
0,7,13,4,10,16,7,20,16
0,0,15,7,4,23,12,30,27
0,2,13,2,15,10,22,28,24
1,2,8,4,13,11,3,14,21
13,0,17,18,8,16,16,6,16
0,5,8,12,21,6,29,4,33
0,0,7,7,17,13,31,13,12
4,0,16,17,16,7,20,32,26
1,0,12,5,0,22,15,4,14
8,5,5,21,12,5,12,21,9
3,0,11,8,12,18,12,22,4
7,8,10,6,5,11,13,25,19
0,0,13,3,15,22,19,18,17
0,4,0,3,23,14,7,13,6
2,5,4,22,9,4,19,7,9
5,14,0,13,6,9,21,9,21
0,2,18,2,32,7,17,24,21
0,5,1,10,4,10,19,20,16
0,5,2,12,36,14,24,15,20
0,13,14,10,8,13,11,14,24
0,0,1,2,12,12,13,25,11
0,3,15,1,4,10,13,4,14
0,1,14,8,6,1,7,42,12
2,3,10,10,12,7,12,20,22
0,12,5,10,6,10,6,29,32
3,7,11,24,13,10,22,23,16
1,9,15,15,2,24,7,7,34
1,3,15,9,15,5,21,13,32
0,1,0,12,17,13,25,10,19
0,0,4,3,9,19,14,34,19
0,1,4,4,12,35,17,9,21
6,0,5,10,18,9,10,9,7
0,2,6,1,17,9,10,15,30
0,6,0,7,11,25,18,14,25
0,7,8,8,1,12,12,5,6
5,4,11,7,15,17,20,13,20
0,8,3,18,21,9,14,1,15
0,0,5,27,13,7,4,11,14
2,5,0,8,17,14,14,18,16
0,5,7,3,14,7,10,25,27
7,2,7,5,6,15,11,27,22
4,3,7,7,6,8,22,18,24
0,21,5,12,2,15,8,11,26
8,11,6,24,2,15,30,36,21
7,6,11,2,7,14,13,11,10
8,1,8,12,13,13,14,27,16
3,0,4,10,4,9,16,7,32
2,0,4,19,18,9,6,5,11
3,2,0,13,13,17,11,12,23
0,7,0,1,9,6,15,9,47
0,4,14,8,10,21,26,6,20
0,0,30,3,16,15,5,12,39
6,7,7,6,10,25,18,14,21
6,8,0,18,7,23,8,10,19
0,2,4,12,2,9,7,15,21
0,0,12,15,0,6,17,11,23
0,1,6,7,13,19,14,31,7
0,9,5,14,1,7,26,8,15
0,0,7,28,2,9,11,12,20
0,2,8,10,8,13,16,11,15
0,4,0,28,2,9,27,12,23
0,5,6,2,11,31,7,8,15
0,2,2,12,12,21,19,18,10
4,12,6,21,2,6,16,24,14
0,2,2,18,4,5,31,50,11
1,13,7,12,8,11,7,14,16
1,9,12,4,4,0,6,8,32
5,0,15,10,2,23,19,28,44
5,3,11,10,9,21,21,27,5
0,0,4,23,9,14,19,11,6
3,0,2,19,3,19,25,23,5
0,2,0,20,8,15,17,10,13
0,5,5,10,7,11,0,26,9
2,0,5,17,11,11,7,10,30
5,0,6,6,13,30,25,16,20
1,5,12,1,10,19,7,10,31
0,10,14,7,3,10,19,8,24
11,0,9,1,11,10,13,19,3
4,3,2,8,16,4,21,13,9
0,10,0,7,9,10,11,18,32
