"A","B","C","D","E","F","G","H","I"
33,4,62,30,16,65,70,12,51
4,7,15,8,46,105,60,92,49
20,5,22,77,15,87,31,105,122
0,5,36,34,46,30,137,63,18
0,19,104,70,25,32,20,17,44
8,24,2,67,65,30,32,23,66
2,46,2,21,21,35,16,31,103
0,3,20,22,58,48,45,30,60
32,31,30,113,29,67,51,120,24
27,3,1,33,13,25,47,33,71
0,28,4,38,129,55,22,56,46
0,13,30,46,43,28,54,5,73
9,20,20,66,62,33,36,78,68
0,0,51,13,24,34,21,103,93
19,39,2,24,53,38,30,64,43
19,29,10,32,62,12,37,39,78
14,21,6,2,62,154,37,26,97
4,13,53,8,48,48,81,83,51
6,40,11,38,14,50,38,22,91
0,4,4,26,6,33,39,53,89
1,39,10,7,71,64,44,29,68
15,15,51,64,69,46,61,30,48
1,23,65,15,37,54,30,5,34
13,4,11,11,48,4,42,21,35
23,42,9,43,80,72,112,44,104
2,5,4,4,41,6,59,124,49
0,20,56,9,34,59,8,83,14
17,17,38,35,39,72,51,31,49
8,26,15,3,9,36,30,29,54
9,26,16,6,49,50,59,69,45
37,19,38,7,16,36,44,101,98
8,36,56,34,37,14,52,45,72
16,37,6,20,84,61,18,72,39
2,2,46,10,13,59,6,89,45
0,21,26,54,58,36,38,35,6
12,16,16,22,68,34,50,18,39
0,52,16,64,40,65,31,28,77
16,45,4,14,30,63,55,15,94
0,4,4,69,9,38,56,13,121
25,25,1,22,59,28,60,58,53
3,13,9,41,48,51,12,108,34
21,23,1,21,15,38,46,106,54
8,14,6,65,51,10,54,45,64
16,16,102,19,70,1,63,24,35
4,29,7,65,51,32,118,116,85
31,25,25,15,55,47,75,72,14
5,35,26,5,40,67,44,4,77
0,48,38,89,32,54,62,66,44
14,20,36,36,28,88,31,42,132
0,0,49,31,41,55,59,48,106
17,27,45,15,30,37,56,36,62
27,15,4,44,5,74,23,75,132
0,6,2,50,8,72,53,71,37
5,22,16,62,21,14,39,42,43
6,2,40,15,2,27,20,59,56
3,44,66,42,78,57,18,89,12
11,19,44,20,14,95,56,48,44
35,25,21,33,35,30,35,47,111
0,6,58,8,69,58,67,26,87
1,3,35,55,57,52,57,57,52
21,6,8,34,52,38,73,87,54
15,68,57,17,25,56,69,20,24
14,1,22,31,28,30,33,69,56
6,32,21,15,13,17,36,51,131
12,32,6,3,8,32,72,69,38
33,13,40,46,9,18,62,60,52
0,0,49,37,78,20,43,27,45
0,21,12,40,13,43,40,50,44
5,15,40,27,36,42,94,99,38
11,32,9,41,40,23,31,122,59
8,21,5,50,20,69,103,28,28
10,43,26,44,74,31,43,68,73
20,37,2,30,19,82,43,48,81
6,20,9,19,8,19,58,23,41
0,6,12,46,20,73,150,41,85
5,24,6,34,12,34,100,93,60
0,45,7,25,40,37,32,79,38
2,11,14,26,57,59,92,92,59
12,1,32,17,30,13,7,79,20
0,34,20,13,82,44,66,37,66
0,0,30,50,45,54,46,32,36
8,1,52,91,61,13,36,87,37
0,22,33,32,27,64,54,53,62
7,20,3,24,58,6,43,19,53
14,9,2,33,39,39,8,48,42
16,25,9,17,47,21,51,70,75
3,6,41,16,53,63,78,73,21
28,8,25,31,62,55,79,81,40
11,52,8,53,24,21,41,1,100
17,42,42,14,50,74,33,13,42
23,29,12,30,11,12,45,72,83
1,24,103,11,33,129,129,45,45
19,33,19,27,8,15,36,39,120
3,20,20,21,4,47,38,20,46
19,19,11,49,48,33,80,86,70
10,35,15,89,35,35,57,49,118
3,18,18,68,36,9,37,72,90
5,24,21,35,66,35,113,13,89
4,4,9,35,50,78,50,98,125
0,2,39,31,41,9,39,19,113
0,4,14,55,70,69,81,9,144
36,36,86,17,41,28,95,88,52
0,10,30,66,4,25,23,50,34
6,17,105,60,33,31,69,66,30
27,28,1,26,34,57,80,34,40
14,32,54,40,50,11,53,26,51
19,25,11,44,34,45,75,30,67
1,2,54,19,3,70,25,21,128
1,11,15,52,119,33,32,100,75
5,13,25,48,35,73,45,99,40
7,18,8,24,75,35,47,23,38
32,22,30,45,8,18,47,136,32
1,13,38,35,47,78,44,13,96
0,34,41,33,29,34,70,70,21
4,4,20,25,28,43,9,82,52
15,15,9,40,34,45,38,74,148
2,40,45,68,45,34,39,28,58
15,44,13,18,77,21,79,23,52
0,26,48,25,47,51,44,68,179
3,24,33,68,49,53,34,49,41
0,16,6,37,31,58,1,36,47
5,5,92,28,19,19,53,61,115
2,18,13,25,3,36,15,25,18
14,14,12,11,62,49,3,75,41
19,42,33,12,2,67,21,28,27
15,8,21,3,69,35,39,62,12
13,13,3,68,26,17,48,45,58
0,29,29,46,65,13,63,75,29
5,17,43,25,46,39,119,59,86
6,6,7,40,30,29,28,22,38
0,0,17,21,41,37,28,7,36
25,19,10,23,51,50,64,117,22
0,0,23,37,10,18,95,38,59
20,3,10,5,44,58,36,39,44
48,4,3,10,11,27,114,30,57
14,41,11,14,67,46,27,44,44
0,3,6,13,77,81,47,39,26
15,18,16,55,62,16,93,20,25
22,8,13,38,6,28,101,125,87
3,2,4,28,57,44,60,29,47
4,12,29,68,42,46,137,83,75
19,30,6,5,51,36,21,49,96
8,33,33,51,8,37,105,46,59
4,7,10,10,41,25,38,73,27
4,4,32,14,15,23,55,55,49
4,5,24,29,31,60,62,108,45
3,3,38,51,30,21,86,17,75
17,15,41,30,53,53,47,99,42
1,1,22,16,55,6,46,61,137
5,39,41,24,69,21,12,21,108
24,24,23,40,65,25,66,58,45
48,48,4,2,26,44,84,49,125
21,21,14,41,53,30,49,102,26
10,10,44,6,47,85,31,27,115
3,27,52,40,81,26,73,27,17
0,10,34,59,50,18,83,42,33
6,2,16,23,28,62,24,64,66
4,9,7,15,39,15,53,66,90
6,4,41,18,69,15,22,20,69
11,14,5,35,29,40,34,39,64
1,12,44,44,18,22,28,96,99
4,13,12,17,9,82,52,59,37
0,17,42,42,39,29,81,21,41
8,52,19,42,16,29,49,55,28
0,12,7,29,54,75,32,51,58
0,1,10,15,38,74,63,102,63
0,14,14,25,6,64,105,59,54
0,35,47,46,45,7,33,33,125
10,30,20,45,27,6,11,57,58
10,10,4,31,28,72,38,96,93
16,16,45,32,31,80,118,29,38
10,16,23,15,25,58,36,62,42
1,14,4,38,73,34,44,44,97
4,24,29,27,8,29,54,11,18
58,32,86,12,106,68,78,55,47
20,25,19,24,23,87,66,71,6
11,14,42,96,55,46,53,64,41
0,22,62,15,16,45,38,21,83
13,8,30,13,52,23,11,51,36
9,2,33,31,32,41,12,43,79
0,21,21,32,63,14,18,35,107
5,25,27,18,18,45,44,32,2
20,37,52,54,52,79,112,84,23
20,20,40,64,36,119,23,79,119
0,19,21,91,7,20,33,63,57
57,8,57,49,39,47,57,82,101
8,2,3,13,19,35,47,20,105
37,29,22,42,58,41,4,33,41
4,4,12,35,15,36,42,77,64
9,38,67,25,55,57,96,20,50
5,61,44,28,56,36,86,91,24
0,45,14,71,23,36,49,46,31
10,34,34,55,78,79,47,88,109
5,9,5,32,25,55,34,31,79
21,21,48,9,32,28,26,27,11
34,24,11,50,20,58,10,54,69
22,4,61,10,6,44,65,74,118
13,23,10,34,36,14,43,25,87
46,33,30,25,70,43,19,72,67
0,26,26,20,31,33,122,75,15
13,6,31,102,36,100,38,73,80
0,10,10,50,36,38,31,48,52
0,50,112,112,10,47,40,21,92
2,7,97,97,17,104,11,97,75
4,12,9,81,28,36,75,39,66
0,26,36,27,64,10,10,40,97
1,4,4,6,39,42,45,40,14
15,4,14,19,57,65,75,28,28
2,2,51,24,57,17,108,68,24
2,7,21,32,7,4,28,69,29
10,24,27,21,75,63,53,24,60
2,2,69,25,30,64,41,38,51
4,14,56,65,24,55,103,79,70
5,2,53,32,38,22,50,36,34
0,2,26,20,80,60,16,70,34
0,33,31,1,72,52,17,33,62
6,53,53,55,86,3,84,31,22
3,3,5,5,11,41,18,73,43
14,11,36,7,24,66,61,16,44
7,27,26,7,15,44,33,51,60
10,5,30,7,39,50,50,49,105
18,1,28,59,44,73,32,62,84
16,7,30,52,34,88,25,82,55
8,5,40,40,24,25,103,89,62
0,10,10,23,132,19,61,55,70
4,7,30,40,56,1,30,41,33
0,0,25,53,22,54,19,94,59
20,9,1,76,29,12,37,63,109
33,5,27,56,18,39,50,31,94
5,54,23,39,9,67,42,18,38
27,8,10,11,45,5,35,48,41
4,9,32,6,11,64,63,31,27
14,3,19,19,13,80,19,43,96
2,6,35,45,91,54,75,62,7
0,6,12,8,18,20,17,47,19
0,9,16,58,45,53,57,25,57
1,4,28,38,12,12,41,71,104
46,12,12,33,66,53,68,47,50
13,7,8,4,30,33,50,35,64
0,17,6,14,86,1,26,51,70
6,6,30,19,34,68,68,48,55
13,18,23,13,70,6,79,71,37
4,2,30,18,13,83,93,87,27
19,9,7,26,70,84,73,52,13
10,8,16,61,30,62,71,45,45
6,38,20,20,62,37,61,48,25
37,33,1,21,58,31,54,50,46
0,0,16,24,50,61,51,60,76
26,16,36,54,39,54,59,101,22
19,2,2,30,43,67,100,35,76
7,6,71,24,63,3,8,75,57
4,11,8,34,46,28,38,20,64
4,28,14,19,51,28,22,35,44
0,24,35,24,4,17,50,32,115
6,18,13,23,44,29,44,18,32
28,40,10,36,52,41,37,62,84
0,14,25,41,65,89,65,152,53
6,14,17,40,88,100,11,115,71
0,21,19,16,19,46,12,79,48
0,26,39,57,18,88,85,52,53
3,24,9,16,36,56,42,36,48
11,1,57,78,55,78,60,28,60
20,24,30,50,62,74,57,22,116
18,15,15,36,32,52,51,43,93
16,2,27,39,28,61,28,84,59
3,3,3,35,29,84,46,68,94
11,15,15,33,22,53,100,86,75
0,2,44,26,76,47,68,71,49
0,11,15,68,56,39,83,125,20
0,14,22,1,77,59,110,48,80
15,13,74,67,67,20,68,46,78
0,23,23,8,52,17,23,25,54
0,15,46,23,79,29,40,63,118
3,5,6,44,5,36,100,9,74
0,0,33,5,10,25,38,53,29
0,11,49,12,33,74,46,35,106
1,7,26,15,17,45,40,75,28
0,25,4,19,30,27,85,178,99
0,3,24,16,30,22,40,49,75
11,23,7,21,53,95,56,31,80
20,10,43,31,51,48,127,118,117
0,19,15,23,64,28,43,54,134
31,23,14,12,78,17,80,91,14
29,1,1,23,28,70,56,78,48
3,17,7,85,53,90,24,51,42
4,2,20,50,22,6,58,36,84
16,5,49,16,70,72,64,27,33
15,13,19,19,68,63,105,46,36
29,3,36,74,39,64,133,78,26
0,0,27,3,43,45,33,25,61
19,44,62,30,32,93,39,59,100
0,26,27,31,87,82,43,42,29
53,2,19,19,27,31,57,46,70
0,54,40,1,53,120,74,96,68
0,16,22,20,44,39,135,24,47
11,5,30,48,14,1,40,43,56
4,34,8,22,51,22,38,24,10
26,12,24,25,78,34,73,57,65
8,19,12,44,61,12,46,35,37
17,17,23,45,2,38,39,29,139
0,14,4,44,52,13,43,35,58
0,44,15,54,92,21,74,45,62
0,36,40,4,35,56,92,36,60
0,33,5,26,91,3,16,92,92
0,44,40,6,4,40,28,46,43
3,17,9,85,31,19,13,36,123
0,5,7,9,22,42,5,36,73
20,24,15,32,47,7,128,99,78
0,14,31,13,35,34,68,50,23
4,33,33,12,65,94,44,56,37
2,32,52,40,18,125,77,89,52
0,17,31,29,47,11,31,92,35
0,0,38,19,38,59,96,52,50
2,15,12,63,24,29,91,35,71
24,31,25,30,14,47,31,55,113
6,1,10,22,33,42,6,72,78
17,8,3,47,44,47,55,48,108
0,13,21,73,26,30,53,92,40
0,42,27,49,7,63,4,37,31
27,8,12,39,26,15,19,36,7
3,6,47,47,12,118,28,40,51
17,41,3,24,34,45,57,13,72
6,49,57,47,34,20,61,79,40
27,19,25,27,34,36,104,84,12
12,9,5,65,11,58,48,45,93
9,10,10,39,43,29,46,16,105
0,2,67,15,51,51,65,42,55
34,2,53,14,48,61,112,19,61
8,34,34,43,76,6,41,57,127
8,19,12,14,85,49,65,20,49
14,19,13,58,33,89,13,52,19
23,5,49,49,32,28,88,62,84
4,6,37,21,36,23,65,5,63
1,46,41,28,32,37,70,59,34
16,11,26,60,127,69,16,52,58
1,28,33,120,24,16,71,69,64
7,31,7,49,14,24,18,51,127
18,2,47,48,48,51,53,92,145
9,10,52,11,27,22,55,39,19
0,0,19,19,46,23,83,12,101
0,15,31,5,36,19,36,57,79
18,18,21,33,32,97,49,120,153
0,14,14,9,40,25,46,81,73
0,6,29,15,65,41,91,13,41
43,19,36,6,69,16,40,66,19
19,22,8,29,20,34,45,83,89
32,27,29,22,79,84,36,53,142
7,7,34,31,4,56,49,76,105
8,8,1,15,61,18,21,7,33
32,10,5,47,67,55,63,26,83
17,16,7,34,38,43,73,19,68
10,38,11,47,5,31,29,31,43
26,43,43,2,36,6,50,41,20
16,32,2,64,36,88,70,40,58
40,19,21,23,12,54,53,22,21
6,30,67,12,79,48,14,40,52
15,9,31,14,28,46,85,57,81
0,12,6,18,32,23,32,37,56
0,4,42,57,40,35,5,17,80
2,17,2,18,35,6,14,18,51
3,17,20,26,54,32,42,96,125
14,50,63,31,29,37,8,41,46
30,16,10,11,11,64,68,32,97
15,26,11,46,2,64,49,39,98
9,22,9,21,2,119,77,32,49
5,7,20,29,37,84,40,44,86
23,2,1,54,30,48,27,34,69
0,49,23,15,18,19,18,86,10
49,49,1,14,38,58,69,16,81
0,9,9,118,37,33,74,64,44
0,27,55,72,47,49,74,70,31
16,3,21,47,7,19,66,47,88
13,3,33,98,40,19,65,87,9
0,10,41,61,9,66,43,45,27
11,8,2,29,43,36,96,69,138
0,12,3,37,19,135,29,51,15
36,36,5,10,6,8,133,80,28
0,14,18,44,4,50,27,36,34
3,3,4,27,41,57,26,15,80
20,22,21,49,19,16,65,29,77
0,10,10,34,22,64,21,61,83
4,4,49,63,16,16,44,61,76
0,6,29,57,42,25,17,22,78
5,2,50,19,15,28,119,94,29
24,15,77,40,25,40,64,116,14
21,4,6,29,47,29,23,34,90
0,3,2,37,48,135,19,62,48
8,32,24,47,45,16,26,36,58
1,1,5,33,9,74,28,52,92
0,25,34,12,45,50,66,55,69
8,6,43,55,23,7,87,102,53
0,3,34,18,34,44,48,2,70
1,40,1,10,40,68,79,14,31
8,17,31,46,10,71,93,123,71
0,10,16,12,23,111,37,69,27
12,12,7,24,39,38,15,17,71
11,48,39,6,114,69,30,78,126
7,21,31,89,40,25,34,32,31
23,34,17,24,34,75,51,88,78
26,26,32,48,40,95,36,78,38
0,0,16,39,28,38,38,47,115
11,11,11,35,49,41,9,83,53
2,24,1,55,58,76,55,26,27
32,8,8,102,30,64,47,40,40
3,3,14,17,52,61,35,14,49
7,7,46,49,12,51,25,10,22
0,19,18,37,44,37,10,47,85
11,15,9,29,46,76,79,47,25
36,76,16,18,27,33,76,51,52
30,30,15,43,76,50,30,25,46
0,2,2,27,96,12,52,64,25
22,15,59,14,17,8,48,58,89
20,9,8,42,20,69,81,27,43
0,0,48,17,17,32,109,40,41
56,56,21,37,31,55,55,23,202
12,9,6,28,30,3,23,43,36
0,3,36,41,32,15,11,62,43
11,3,7,67,32,94,56,28,33
16,9,11,14,53,65,36,74,89
0,0,19,35,84,19,37,50,53
0,2,43,24,20,48,92,24,33
34,21,40,54,40,72,9,61,69
5,25,61,4,50,30,28,111,56
1,2,26,27,4,25,113,56,41
22,1,10,15,18,24,104,36,61
5,4,32,8,75,29,55,75,47
13,28,45,30,22,74,26,51,92
0,8,5,6,58,46,42,30,24
6,6,74,39,37,96,17,105,50
8,20,40,10,23,59,98,43,52
