"A","B","C","D","E","F","G","H","I"
1,15,5,0,14,7,12,19,30
4,11,5,8,12,13,8,5,45
3,12,14,3,8,15,13,40,9
5,11,23,23,9,13,20,5,11
0,8,10,11,6,4,27,11,22
0,6,6,13,0,11,30,23,17
3,6,9,4,11,17,13,19,23
1,8,2,4,7,3,11,10,19
4,9,14,5,6,8,13,11,22
20,2,8,20,18,42,24,23,11
3,10,3,22,24,5,7,17,12
1,3,4,6,28,4,20,27,37
14,8,13,15,11,13,22,10,19
1,3,1,2,16,16,17,12,8
0,4,3,14,14,7,21,31,7
2,21,9,8,16,15,16,11,35
0,4,9,14,19,19,24,18,6
0,7,14,21,21,20,9,19,20
0,2,2,11,13,16,33,10,8
3,2,2,3,13,14,12,12,23
4,7,19,36,8,10,23,19,20
0,4,13,14,17,12,34,13,30
2,3,3,13,27,8,19,27,22
6,6,4,23,25,10,27,30,16
0,5,9,19,3,18,3,27,7
0,13,6,4,6,4,24,12,31
0,0,10,11,12,10,31,8,26
5,12,9,4,13,0,19,25,21
9,5,4,8,14,13,8,12,16
11,4,15,5,4,9,9,34,15
0,3,17,8,24,15,12,43,13
11,5,16,1,13,5,16,27,20
0,2,2,2,23,6,26,16,10
0,2,10,12,7,5,20,17,30
4,21,5,22,8,6,8,14,17
9,10,5,8,12,39,23,22,18
3,3,7,9,34,29,15,19,17
5,15,17,20,3,7,16,14,23
2,9,0,9,12,15,2,28,19
0,5,12,8,10,13,11,9,19
1,9,3,1,11,7,17,15,19
13,7,9,2,29,7,19,15,23
3,11,5,15,5,5,16,10,36
17,2,5,19,12,6,11,18,13
0,18,0,12,21,11,26,10,19
11,18,7,16,13,4,14,24,18
0,1,11,12,17,6,8,14,21
6,8,18,9,15,18,8,23,30
1,11,26,11,26,15,20,32,14
1,13,6,0,21,10,6,9,22
6,0,2,8,4,10,17,19,29
5,6,6,17,19,9,9,21,23
5,11,6,0,9,28,14,6,8
2,6,2,12,17,16,23,27,23
0,6,9,5,29,7,3,33,23
0,6,11,22,13,9,20,6,31
8,24,4,18,3,22,15,21,30
4,1,16,8,7,14,23,10,30
3,8,2,6,10,10,12,12,14
0,3,9,19,22,10,13,28,1
3,5,28,10,7,11,23,9,24
10,0,10,7,12,15,14,15,13
3,6,2,27,15,14,13,4,19
9,3,7,3,31,1,30,11,26
0,13,0,12,19,6,13,19,21
4,11,3,3,2,10,27,26,16
0,5,4,11,21,13,28,34,10
3,5,1,16,5,14,15,10,11
2,1,3,11,19,3,11,23,7
5,1,2,1,24,19,27,24,6
0,4,10,7,7,4,14,14,26
0,4,4,13,12,8,12,13,35
0,5,5,10,5,8,9,18,27
5,1,15,17,27,3,23,15,10
7,13,11,9,0,14,5,27,10
20,10,4,9,10,19,11,19,8
8,4,3,6,10,33,19,20,15
0,8,34,8,7,8,14,5,17
0,3,18,14,15,17,22,9,13
0,2,8,17,10,13,15,15,10
0,5,3,1,7,12,11,17,18
6,12,15,10,20,29,13,17,25
2,13,24,1,6,14,20,11,18
3,3,9,13,28,11,37,13,28
1,1,11,9,17,4,2,23,23
0,10,5,6,22,12,7,20,9
1,11,11,10,16,18,25,16,23
0,7,12,0,8,14,8,25,15
0,7,8,16,13,18,17,33,14
5,8,12,15,8,7,12,15,26
0,10,14,9,31,9,27,12,8
1,4,5,10,0,18,10,32,19
6,17,5,10,5,29,26,36,15
0,10,4,5,3,4,14,12,20
0,3,20,10,0,14,9,11,31
2,3,3,6,8,6,16,26,10
5,2,4,8,19,27,21,20,31
1,10,5,11,8,28,3,9,13
4,4,20,6,20,7,11,15,13
0,3,9,12,6,22,18,32,22
3,5,7,8,18,9,18,19,21
0,8,9,5,15,11,8,15,9
0,7,5,3,10,40,15,18,12
3,5,8,12,1,4,7,14,18
1,10,6,1,4,14,18,24,14
1,4,2,6,9,12,19,42,16
0,3,10,6,8,17,7,17,31
9,7,0,23,3,13,18,28,30
0,5,10,4,3,9,13,11,20
4,11,3,9,23,18,28,16,16
7,9,4,15,7,7,29,5,23
6,1,9,10,6,25,19,29,5
0,10,7,1,13,8,9,20,33
0,1,12,3,4,28,5,13,25
4,7,0,11,22,21,16,22,12
4,10,6,13,15,10,14,27,24
0,4,12,1,3,15,4,18,21
4,7,12,6,10,2,3,34,24
0,9,8,0,11,28,10,16,3
8,4,5,4,11,13,16,5,17
1,0,0,16,6,9,18,22,19
7,8,13,3,14,19,20,15,9
0,14,8,4,12,18,23,32,17
7,19,4,16,19,14,11,18,10
5,13,12,8,4,18,8,10,10
0,22,4,12,11,4,13,23,38
0,13,3,17,9,21,17,15,7
0,8,0,8,28,14,19,2,13
3,4,16,8,17,18,16,10,15
10,12,17,19,9,14,21,11,19
1,4,8,12,14,7,18,9,25
0,14,3,14,21,12,23,10,34
3,6,6,9,14,16,7,16,33
0,7,9,2,8,9,21,21,26
0,13,10,7,33,13,17,23,14
0,3,8,7,13,14,0,20,13
0,3,7,9,13,13,2,20,6
0,18,1,9,6,17,7,15,21
2,3,12,11,29,15,19,21,5
9,2,7,11,14,10,30,16,40
0,1,15,9,7,13,15,18,31
5,11,0,11,20,15,18,13,14
4,1,6,6,17,9,3,21,19
4,1,8,3,25,12,18,35,42
0,15,10,0,24,9,4,34,18
2,7,7,11,1,16,15,28,5
4,6,3,6,18,13,11,16,18
0,7,5,12,18,7,13,19,29
1,4,4,7,11,14,27,16,32
0,15,3,14,9,7,20,11,24
3,2,2,12,14,15,18,17,42
3,27,4,7,8,10,10,15,8
0,2,10,17,14,13,21,13,7
8,21,10,10,13,2,15,26,29
6,6,4,0,9,26,17,27,24
0,5,3,13,7,9,6,21,6
5,10,5,2,6,15,14,28,28
0,4,7,11,21,18,21,21,22
3,0,7,2,10,25,5,22,31
2,7,23,4,1,6,12,12,7
3,8,0,4,12,6,17,24,18
2,16,1,10,5,12,21,18,10
16,3,4,8,10,6,28,8,7
8,4,18,6,19,21,19,10,14
1,15,1,23,15,12,20,28,11
5,19,1,3,10,14,14,11,24
1,17,9,8,9,23,34,7,14
0,11,0,19,6,18,5,14,18
0,3,3,13,22,18,15,9,5
5,11,9,12,6,10,13,18,19
4,7,3,11,16,2,37,4,19
2,10,5,23,3,21,18,27,31
0,7,9,7,10,20,24,26,18
4,9,2,7,7,7,15,37,16
2,13,3,24,8,28,18,9,16
11,4,7,27,13,16,36,31,15
0,10,8,7,8,21,14,35,9
0,19,2,10,8,23,15,24,17
4,13,6,18,20,38,15,22,2
3,5,9,11,23,12,17,16,19
0,8,3,11,8,21,18,26,41
2,5,6,8,16,11,12,20,19
2,10,14,17,2,19,18,22,28
6,2,3,1,11,13,14,15,8
2,6,9,3,12,4,30,35,12
0,19,8,5,14,12,8,18,18
12,16,8,3,5,5,22,40,40
3,6,4,10,15,15,17,9,20
6,6,0,14,15,7,14,17,38
2,0,8,7,13,15,11,11,8
8,14,7,16,11,2,17,34,15
0,1,21,0,14,0,8,37,47
9,13,3,11,10,9,12,11,36
8,8,4,22,6,20,22,5,24
0,2,12,7,0,16,12,2,15
0,4,6,24,14,5,4,24,7
8,4,8,10,17,5,14,12,34
1,9,12,15,11,27,23,13,16
2,12,23,14,7,18,25,3,8
1,1,17,16,10,15,29,21,17
8,7,5,9,7,11,7,28,26
6,17,13,21,22,14,20,13,26
0,6,9,13,15,12,34,19,16
2,11,3,8,22,14,7,20,10
3,4,12,1,32,17,15,22,12
2,22,16,1,24,11,16,26,14
7,9,11,3,13,13,30,7,24
1,6,14,18,7,12,13,20,12
0,22,4,9,7,16,6,18,7
3,9,18,13,10,21,15,33,26
4,18,5,10,0,7,21,6,13
5,2,8,0,4,4,17,21,26
5,5,3,8,8,20,25,13,18
5,7,14,20,14,4,11,7,25
11,18,6,44,11,40,12,4,22
2,5,16,3,22,5,30,16,15
0,15,4,10,7,15,16,15,32
8,14,4,4,16,28,1,42,17
1,0,10,3,31,31,3,5,23
3,9,9,18,13,18,28,12,24
10,9,9,7,7,23,33,11,20
2,12,2,9,18,0,12,16,21
11,8,10,2,5,24,16,6,15
3,13,7,9,9,11,11,23,23
11,0,3,8,15,19,6,30,15
5,7,11,3,7,4,30,20,35
7,3,9,0,11,7,21,9,23
0,19,9,9,5,12,19,29,36
1,8,0,15,7,28,22,16,36
3,4,7,3,25,6,22,11,25
6,14,8,4,25,16,28,30,20
0,10,0,13,28,8,15,28,11
0,6,11,11,8,7,1,20,14
5,10,2,7,31,25,11,13,21
0,4,8,1,10,8,39,32,30
8,6,1,16,29,10,10,7,38
0,5,2,6,5,23,24,43,9
9,17,15,12,26,10,18,38,20
3,8,16,19,14,13,5,7,21
3,7,7,16,11,18,15,21,23
0,12,12,7,11,18,15,6,24
0,7,18,8,8,16,7,15,6
1,7,9,3,3,11,5,14,40
3,3,6,14,16,10,12,21,28
5,10,9,13,11,16,11,30,16
12,12,7,7,8,7,11,26,12
10,3,1,5,13,17,0,21,4
6,12,8,9,13,9,20,0,16
4,5,3,31,15,25,22,27,40
2,7,10,9,13,27,12,13,43
1,2,1,28,6,29,11,7,17
0,6,4,11,15,11,35,22,17
0,9,27,14,14,16,14,20,19
0,12,3,2,22,19,22,11,22
6,8,16,5,25,22,23,7,8
4,2,4,14,9,16,14,21,8
0,10,1,9,19,21,20,17,18
3,3,17,17,12,13,8,17,14
13,7,4,7,9,35,31,13,18
2,3,3,15,7,9,20,19,12
0,6,7,8,7,14,21,15,20
0,7,7,10,15,19,12,29,23
2,9,15,16,19,18,12,7,26
6,0,26,1,16,12,13,9,28
0,11,12,2,8,13,19,27,27
0,9,12,12,2,11,11,31,18
1,9,5,3,5,7,6,16,28
4,7,1,16,19,15,27,29,21
0,1,16,11,10,15,15,9,17
13,3,5,4,24,5,15,19,11
4,22,8,22,9,12,31,10,25
4,17,2,3,11,8,10,11,1
1,3,7,10,22,8,15,23,12
0,5,14,0,17,20,18,24,13
0,11,5,5,23,5,12,6,4
1,0,0,21,31,24,10,24,22
11,12,12,3,14,24,14,30,20
0,8,6,6,12,10,15,18,46
4,3,14,2,13,17,30,16,33
0,3,9,9,17,18,5,17,33
1,14,10,9,10,12,13,18,26
0,2,14,15,6,11,12,35,28
0,5,1,18,30,12,22,16,31
0,5,6,11,19,5,8,18,13
2,5,11,14,17,7,21,24,21
0,5,1,2,2,20,24,35,20
0,5,19,6,33,19,6,14,39
8,1,11,2,27,26,12,21,10
2,10,7,13,16,6,30,13,5
2,11,13,13,14,19,12,9,24
0,1,11,3,9,10,5,21,13
2,5,5,19,1,7,16,13,28
7,11,8,22,33,31,24,35,19
0,4,0,10,8,32,26,17,5
6,0,4,8,18,28,21,16,21
9,10,2,1,11,3,18,29,14
4,5,11,18,13,22,11,8,14
3,20,8,6,13,15,30,25,13
5,0,1,9,20,4,9,1,38
0,4,7,10,17,8,16,17,18
6,10,16,6,34,18,8,13,33
1,1,14,19,16,14,22,13,22
6,3,9,2,3,20,7,26,29
3,6,2,7,10,10,19,33,17
1,1,10,23,19,9,23,4,13
1,11,13,8,24,11,12,40,4
19,3,2,21,13,38,34,21,10
4,26,1,0,6,21,7,15,15
2,6,14,13,18,14,2,28,20
0,8,0,16,8,9,13,19,12
3,14,3,17,7,22,15,19,18
2,3,2,8,17,16,11,16,15
4,6,10,3,26,14,16,17,20
3,8,18,24,24,13,7,12,21
0,2,13,18,10,9,15,12,5
0,2,3,3,15,15,11,9,34
0,9,8,24,15,3,21,14,24
4,14,5,6,12,5,13,11,26
0,8,2,7,11,19,30,15,19
6,18,15,14,40,5,10,13,31
1,5,11,7,6,23,21,12,3
0,2,5,16,9,11,21,17,24
4,13,7,3,16,34,19,15,25
1,3,0,27,9,12,17,22,6
0,4,2,10,33,12,15,17,43
0,11,5,21,13,21,21,3,14
0,11,3,27,8,12,3,17,21
1,3,10,5,7,23,29,17,18
0,5,9,0,8,9,28,18,40
5,17,21,20,21,0,14,15,55
0,8,5,2,20,14,17,37,10
7,1,7,8,12,3,5,24,14
0,0,2,10,10,17,10,6,39
0,18,0,15,14,4,17,20,17
0,7,9,17,17,11,12,18,23
0,22,0,0,16,5,2,14,13
0,2,5,4,11,9,6,22,13
0,0,1,14,17,5,6,11,15
3,2,5,20,14,7,26,20,20
2,3,15,6,8,15,14,28,14
0,3,6,8,8,1,11,22,23
5,5,10,9,8,17,24,21,15
0,0,7,11,8,18,25,12,18
6,5,13,11,9,27,37,22,24
0,12,12,2,23,8,10,10,25
0,0,6,10,3,29,8,19,9
13,6,0,13,12,27,21,26,16
0,18,22,15,11,25,8,33,21
0,12,24,13,10,12,7,28,15
2,5,6,7,6,12,7,18,11
4,5,13,14,12,10,13,12,13
7,6,16,5,1,35,26,14,9
5,13,11,1,9,12,30,14,3
0,18,3,2,7,15,10,7,50
1,0,22,14,19,15,10,20,9
1,5,5,9,3,10,9,8,12
0,6,11,9,16,9,10,18,9
5,12,6,5,19,16,9,26,15
0,10,4,21,19,17,11,9,23
3,7,6,34,5,23,3,40,20
2,6,19,18,8,14,14,24,18
0,2,1,9,13,21,31,19,32
2,7,9,24,6,28,14,19,10
0,3,1,6,5,10,27,20,21
11,9,2,13,0,15,13,8,7
0,8,18,13,7,14,22,14,21
0,3,3,10,17,21,12,14,26
8,5,9,14,3,1,4,39,1
0,2,4,1,16,26,8,28,22
10,12,10,19,7,27,25,18,12
7,4,14,22,6,1,14,27,7
3,2,6,4,9,17,29,10,25
2,5,6,7,4,14,11,13,18
0,9,11,15,9,24,5,24,30
0,10,5,17,21,25,17,23,5
5,21,14,2,1,7,28,15,29
0,5,11,15,13,35,24,16,21
0,0,0,4,2,22,19,11,14
6,5,6,21,25,15,12,23,13
1,4,2,5,2,12,28,31,33
9,10,13,12,16,19,22,16,22
4,0,2,8,9,19,21,20,12
0,6,2,10,15,14,16,10,8
0,6,6,11,10,8,13,15,18
9,7,11,4,19,10,8,15,15
3,20,10,11,10,34,22,19,15
0,8,7,14,4,18,42,7,12
2,4,6,3,28,0,13,42,20
0,7,4,13,8,16,3,14,12
6,12,12,3,15,10,18,9,31
21,17,2,4,9,3,22,30,29
4,7,8,7,20,9,24,25,16
0,11,16,3,7,28,14,14,14
0,2,12,12,12,3,7,22,13
3,4,3,6,10,8,19,9,22
5,6,3,8,4,5,20,19,29
0,2,3,12,12,19,15,12,19
2,1,11,11,21,15,6,28,15
17,19,12,15,28,18,8,14,4
1,13,5,12,2,0,24,30,18
6,4,14,6,17,10,7,5,43
8,10,7,26,2,11,20,19,16
5,7,0,21,4,15,4,29,3
13,24,6,17,8,28,11,12,12
6,6,5,8,8,2,10,9,23
0,2,3,7,7,15,17,20,18
4,10,14,12,4,14,14,16,5
2,1,14,3,28,15,18,35,31
4,4,19,16,6,22,40,15,16
0,10,0,2,3,11,14,35,30
4,17,8,8,10,21,22,25,12
2,5,1,7,6,19,30,22,11
2,11,21,21,12,17,24,15,8
0,6,23,16,16,7,19,24,31
4,3,1,0,40,19,26,14,33
0,0,2,0,11,16,30,26,22
0,13,22,10,5,14,9,10,21
8,2,4,3,13,1,6,18,23
0,1,8,23,4,20,5,14,11
4,9,4,18,25,22,12,18,39
4,2,0,13,9,6,21,20,16
0,18,6,9,5,15,3,9,16
5,2,20,4,17,18,18,46,27
0,7,7,5,14,18,21,11,14
1,2,14,10,3,4,20,6,22
0,4,10,15,12,19,14,47,42
4,8,2,0,6,6,13,15,17
0,12,7,14,34,15,25,15,17
2,4,9,0,6,11,6,10,17
1,5,4,4,12,19,18,37,20
0,5,11,11,4,12,16,8,19
4,6,1,4,7,9,10,29,4
6,2,16,8,10,15,11,17,4
1,6,14,16,16,9,12,25,44
0,23,10,2,12,7,35,7,8
1,6,4,6,12,16,5,15,12
10,10,15,5,2,7,11,6,15
5,0,1,14,12,11,15,11,32
3,1,3,13,9,18,19,9,32
0,4,13,2,4,9,17,16,13
9,0,9,3,4,9,8,21,14
4,2,0,12,29,14,14,22,10
0,5,11,15,1,3,20,16,21
0,5,9,3,9,25,18,7,13
0,53,2,10,10,15,18,30,37
5,8,5,2,12,13,19,28,9
2,10,7,13,20,5,19,19,25
8,2,5,4,11,22,33,20,30
0,10,11,7,12,13,16,19,4
0,3,6,13,10,9,21,15,32
1,10,21,19,14,23,29,48,6
2,8,11,3,14,11,26,10,30
0,0,14,9,7,21,21,28,33
3,0,12,15,10,13,22,41,19
2,0,15,12,16,8,9,22,37
1,6,1,8,17,10,7,17,12
0,6,5,20,9,31,24,20,11
7,8,2,8,4,11,9,13,14
0,4,8,15,21,13,16,6,18
2,13,15,9,1,9,13,17,10
0,7,6,5,21,16,17,16,30
1,8,2,5,7,14,11,34,18
6,6,3,4,19,8,30,8,20
0,2,5,4,11,2,31,9,8
10,10,15,39,5,6,12,21,31
8,2,3,23,14,28,15,23,12
4,26,13,14,11,16,6,30,19
2,3,8,3,8,11,5,18,17
0,9,0,9,27,26,19,10,17
0,14,8,7,6,12,18,7,20
1,10,12,23,15,5,13,26,34
3,1,11,11,13,5,15,16,31
3,8,7,7,1,22,6,17,11
0,4,19,6,7,20,14,14,45
1,10,12,27,18,26,13,15,32
1,13,7,2,22,11,20,14,28
10,2,10,17,9,5,14,12,17
0,3,3,6,13,12,10,16,15
8,6,3,11,6,25,46,13,16
6,0,13,8,7,23,8,31,11
6,7,6,5,4,4,14,5,13
1,11,12,6,5,25,16,21,12
1,12,27,8,16,20,21,23,46
0,1,8,17,12,17,5,9,17
5,9,1,19,17,10,23,12,9
1,8,3,11,10,36,13,18,22
5,8,4,11,9,22,15,21,23
14,1,7,6,21,11,16,32,12
0,11,4,11,3,13,14,14,25
0,3,6,15,9,23,12,5,43
5,11,18,13,20,8,13,39,22
7,1,2,30,21,21,22,30,16
3,1,1,23,18,11,3,6,20
0,6,7,21,3,13,16,11,16
1,12,1,8,10,10,5,15,11
0,12,11,9,24,15,11,45,17
0,7,11,17,35,18,6,9,14
6,8,7,12,11,5,6,14,21
1,5,4,1,4,17,29,18,24
0,6,10,2,17,17,15,26,24
9,11,1,0,10,7,15,13,21
2,5,4,5,10,10,22,17,20
1,1,10,5,4,4,11,14,22
5,15,6,27,10,16,19,24,6
1,13,8,35,4,14,33,19,12
1,3,11,19,5,13,15,18,11
10,6,9,11,16,4,8,13,43
4,6,16,1,23,12,15,10,23
0,11,6,7,15,27,17,31,20
8,7,6,10,22,24,15,20,14
6,3,0,2,11,12,27,14,22
0,7,6,8,18,2,15,27,18
1,16,18,11,9,2,14,9,22
5,7,5,11,17,19,8,22,17
5,1,0,4,6,33,26,15,16
3,8,13,13,12,9,13,25,25
3,12,9,22,27,17,32,21,25
0,9,2,7,7,9,20,23,18
0,13,14,4,8,14,12,13,35
5,7,8,14,14,9,18,21,5
0,5,3,24,15,29,7,15,12
1,15,7,10,18,10,10,33,15
8,12,4,18,13,3,8,10,25
23,2,13,7,13,14,5,42,11
7,1,3,9,21,13,17,6,17
2,2,15,5,11,19,14,6,14
2,6,0,7,13,14,4,19,12
4,12,8,15,18,10,17,7,21
6,6,4,25,6,11,9,31,10
6,7,12,6,30,14,24,13,12
0,7,3,19,13,37,8,3,7
1,3,5,0,16,12,17,18,19
2,0,15,18,5,20,9,13,25
5,20,0,9,5,11,20,41,21
0,5,0,36,21,4,12,6,11
0,6,9,8,14,9,21,21,24
5,14,1,6,35,3,14,12,24
3,11,6,32,13,14,5,33,19
1,9,11,19,23,8,3,17,16
13,7,11,10,5,3,4,4,12
4,11,14,29,14,1,21,23,25
2,16,6,17,11,9,7,17,20
0,7,11,20,1,8,18,10,11
0,19,7,11,7,8,14,17,39
7,0,13,2,18,6,12,16,12
0,14,13,10,12,4,15,15,17
0,10,8,0,25,13,4,9,13
0,4,16,9,20,22,27,9,19
15,4,0,15,14,5,9,20,16
1,8,10,15,19,16,18,0,20
6,11,9,8,9,11,9,0,11
3,6,0,6,6,22,20,19,20
2,13,27,7,3,37,27,24,25
0,8,7,3,23,25,17,18,9
0,12,7,3,18,16,7,16,18
4,7,3,10,25,14,25,8,49
0,14,12,13,5,19,15,24,13
6,11,11,42,14,8,14,20,21
5,9,3,14,9,16,13,26,16
3,6,5,19,6,11,13,28,23
11,7,0,0,11,12,35,5,18
8,4,4,4,13,3,15,16,32
12,3,10,2,22,22,28,19,23
6,4,2,13,14,8,18,29,8
11,0,15,12,14,8,12,11,7
9,7,18,9,2,9,7,9,25
0,7,0,17,15,17,15,11,16
8,10,9,7,7,11,23,16,10
0,12,3,6,12,24,11,6,21
1,19,3,19,17,14,6,10,20
0,0,13,10,5,20,28,11,25
2,7,1,0,11,2,33,20,11
2,3,0,1,15,11,13,15,8
4,12,6,6,8,5,20,10,28
0,3,6,25,10,16,18,15,25
1,7,10,5,3,5,5,36,14
12,11,0,2,15,29,16,27,30
0,13,4,11,16,8,11,2,13
1,13,4,6,9,18,22,34,28
0,11,0,27,14,19,24,26,15
6,5,13,2,26,17,18,25,18
9,14,2,15,8,9,4,20,18
5,0,6,11,5,19,11,12,15
4,10,1,2,8,24,14,8,33
3,13,2,15,32,20,16,16,14
0,18,18,13,15,29,3,21,43
0,9,10,14,15,13,7,24,21
5,12,1,18,10,4,10,3,24
2,2,7,5,8,28,7,9,31
1,8,11,2,21,4,15,31,19
4,5,12,9,12,21,20,24,10
2,9,0,31,11,7,8,19,14
8,26,6,18,16,14,22,11,2
2,13,0,5,18,24,6,19,7
0,6,9,8,0,19,14,25,15
8,0,6,17,12,12,36,24,35
9,9,9,19,5,16,37,19,7
0,15,10,10,13,14,10,25,24
4,3,2,16,9,5,14,12,16
6,7,7,8,12,10,19,18,24
0,13,4,6,13,22,21,18,7
0,0,25,16,14,7,36,11,29
3,4,28,27,9,30,7,15,43
6,13,5,2,12,33,28,9,13
8,12,1,1,16,18,20,16,15
0,0,4,11,24,29,16,20,34
3,12,21,18,23,18,10,26,25
0,7,0,14,15,13,5,19,8
0,6,2,15,5,15,16,23,40
0,2,8,6,19,24,15,11,15
1,5,9,1,14,27,48,10,13
4,11,1,9,15,20,25,33,17
9,8,1,13,15,21,28,26,25
