"A","B","C","D","E","F","G","H","I"
0,12,12,25,24,76,78,75,67
20,15,28,56,40,48,61,61,89
0,33,6,27,41,29,55,53,84
26,10,47,16,53,30,53,41,62
2,12,13,16,21,60,52,80,43
0,23,29,24,37,36,96,51,43
4,39,36,53,44,49,60,67,71
18,37,25,40,54,54,59,70,19
9,22,20,43,42,33,25,61,27
10,0,26,17,33,72,58,35,70
2,27,9,40,40,35,45,15,84
8,15,35,17,35,56,80,54,44
1,5,21,17,46,18,28,24,50
4,31,15,36,17,78,83,52,33
19,0,22,17,70,39,70,40,46
6,2,14,33,39,48,44,47,61
2,15,5,40,40,61,43,43,33
9,9,9,54,52,38,45,65,39
4,20,7,8,40,27,28,106,53
11,11,26,39,31,35,37,50,33
3,11,40,23,54,52,36,53,73
2,22,18,17,21,51,48,31,31
10,4,29,30,43,54,43,35,85
4,6,14,24,42,35,66,63,64
4,31,35,18,42,57,119,67,83
19,16,34,52,31,45,32,39,77
1,2,40,18,6,59,27,52,55
20,15,23,32,11,29,46,39,40
2,22,24,14,24,17,51,68,70
25,13,11,33,28,18,38,44,46
2,28,29,11,59,18,34,32,82
24,13,12,36,43,88,81,48,82
0,34,29,24,21,35,50,48,124
11,19,18,21,49,16,44,70,57
8,15,30,58,55,78,44,23,97
8,32,15,59,42,40,77,72,61
6,10,43,38,28,48,41,61,41
1,2,44,62,62,23,52,44,45
30,34,12,19,50,72,40,68,57
12,9,37,22,53,37,8,11,100
0,1,42,29,18,49,23,30,93
0,20,9,20,37,70,64,43,58
30,26,17,26,21,49,46,58,51
7,17,24,19,55,55,92,42,44
9,24,23,28,12,22,49,37,72
5,16,28,9,26,57,31,41,68
0,23,17,18,25,35,36,70,81
7,20,28,68,53,37,41,41,32
0,20,37,19,37,19,54,108,66
16,24,38,48,62,49,24,30,40
4,32,29,29,25,44,77,27,33
6,45,14,58,27,18,65,29,48
6,39,26,22,27,22,56,62,52
7,12,24,26,42,33,55,73,97
14,18,42,12,26,57,39,49,48
0,56,36,29,54,50,43,62,70
3,37,45,32,36,39,30,32,88
9,6,17,22,18,36,37,72,116
7,27,26,40,6,59,38,73,50
6,26,29,7,62,19,21,36,35
0,16,11,30,57,38,38,33,73
2,12,24,46,40,47,42,27,76
13,21,34,23,30,29,42,71,57
2,39,22,31,31,85,70,27,84
5,8,15,15,17,41,46,61,66
5,25,47,25,34,34,46,122,56
20,29,32,19,18,36,24,50,48
11,18,34,13,46,36,65,60,70
12,36,5,0,29,56,42,33,74
12,47,60,46,26,47,34,64,72
1,21,23,26,61,24,38,46,76
3,51,20,16,52,58,39,50,15
6,9,14,32,25,57,68,32,30
0,5,9,40,47,54,55,78,35
0,32,20,29,5,61,24,40,66
10,3,10,19,29,29,48,27,22
0,7,14,40,46,41,49,57,42
12,25,37,24,33,49,83,63,47
2,42,9,46,32,56,38,100,64
5,21,19,6,42,16,59,53,76
14,44,11,43,66,28,48,71,60
0,4,14,26,29,40,35,59,63
23,26,12,38,23,59,34,47,93
3,11,8,42,83,21,30,34,42
16,33,14,27,46,17,24,30,60
0,14,17,27,17,50,90,39,56
21,30,11,19,13,34,29,46,25
11,35,36,39,16,27,97,34,71
16,30,40,41,18,44,58,80,31
1,17,26,54,57,31,15,46,59
16,6,19,31,21,45,54,27,60
2,26,44,22,20,29,45,25,54
3,37,6,11,65,43,42,57,70
15,35,16,24,21,79,75,69,108
12,2,6,12,26,43,30,43,58
5,27,33,25,58,17,37,58,72
2,16,21,51,20,46,23,56,50
17,18,23,49,36,65,59,90,32
12,33,4,11,50,54,43,49,48
0,7,32,18,26,14,66,51,76
6,4,39,16,28,50,27,37,48
28,17,14,30,48,33,56,63,78
10,7,2,55,30,62,33,72,78
4,20,4,43,30,74,62,32,38
16,62,10,20,30,26,77,36,52
13,47,8,69,29,30,70,61,82
9,36,40,35,25,55,42,55,62
8,34,32,21,41,28,77,52,51
17,36,32,39,79,55,67,54,71
0,26,11,10,26,29,58,54,35
4,60,60,43,38,39,90,57,86
18,31,11,44,45,35,40,67,104
0,34,27,31,20,27,68,66,26
13,26,9,19,71,49,78,66,49
9,22,36,48,46,54,71,29,37
25,47,22,17,39,52,83,46,29
13,21,16,37,32,28,37,39,62
21,11,27,28,9,50,39,71,82
0,14,3,42,15,55,60,19,43
43,23,28,28,24,29,40,31,58
12,10,44,36,41,65,83,30,69
0,14,9,44,50,47,63,58,31
5,17,17,37,41,22,31,43,71
8,17,31,13,12,60,70,60,43
12,22,19,61,62,78,18,26,87
11,12,14,53,67,67,43,26,61
8,6,17,19,11,27,44,35,49
9,2,22,60,13,98,69,25,51
0,13,11,25,21,38,67,76,16
5,9,17,32,63,34,58,73,63
25,24,29,4,37,65,66,53,87
0,13,22,21,26,77,61,22,69
6,27,28,44,66,104,12,34,61
0,29,47,21,51,38,107,57,59
3,14,30,44,15,65,48,31,72
21,14,23,43,36,26,40,54,53
11,33,19,31,49,63,52,32,66
13,0,12,28,15,51,80,86,70
6,43,18,23,21,52,32,58,65
10,17,28,48,37,28,50,42,84
11,21,13,25,37,64,38,63,90
0,34,0,16,26,51,32,46,78
22,0,70,23,65,25,63,50,44
56,43,26,38,30,45,32,49,81
0,11,9,21,56,18,72,60,42
9,21,7,42,20,45,11,88,63
5,12,15,29,30,37,39,44,58
1,17,22,43,46,41,46,22,78
6,13,47,37,24,23,52,48,74
15,13,36,18,34,57,41,78,66
8,4,29,31,36,35,31,83,64
0,23,37,39,30,37,25,72,28
12,18,36,24,19,36,60,52,32
30,4,2,47,25,62,46,61,96
10,11,14,29,24,37,32,45,98
29,6,26,26,20,33,33,59,90
5,26,12,55,35,38,23,43,85
4,12,7,55,37,32,23,33,60
18,12,33,29,27,58,41,70,84
6,25,16,13,49,23,91,62,57
5,23,23,45,35,32,56,42,70
3,38,18,19,39,77,49,23,42
5,22,34,22,33,56,38,111,37
3,11,21,60,40,2,41,92,59
16,25,10,43,21,78,51,44,28
7,20,17,32,31,64,53,54,71
12,24,10,11,42,48,50,38,71
11,12,21,23,15,62,66,59,51
5,22,25,21,43,65,31,74,35
25,14,21,25,11,44,46,26,40
18,23,60,31,15,45,46,55,101
11,49,22,22,64,23,63,49,59
9,36,19,23,37,15,56,21,29
0,49,19,6,47,73,29,88,83
1,13,33,14,24,78,38,63,75
10,26,32,0,32,31,21,83,46
0,14,8,5,28,51,43,29,50
8,30,30,4,15,39,24,28,61
8,19,12,22,56,38,65,63,60
15,24,30,25,46,38,37,74,72
0,33,22,18,18,52,56,43,31
11,25,29,41,43,39,35,47,91
1,11,16,1,32,30,78,51,65
8,9,20,41,14,29,53,97,72
4,35,4,22,54,56,17,108,74
11,42,11,29,52,56,49,23,61
3,22,51,22,46,42,50,47,57
17,10,19,44,39,36,35,43,49
2,15,7,30,44,69,97,27,105
6,27,9,27,51,26,77,67,109
10,3,8,18,20,51,48,76,71
29,12,24,32,33,16,24,59,69
26,48,17,25,90,56,29,45,60
9,23,46,19,70,60,53,48,77
0,6,7,16,64,53,31,79,68
25,8,12,18,72,22,25,65,37
2,11,24,13,25,9,44,24,66
5,15,23,18,58,52,46,67,47
15,11,23,54,38,57,43,53,50
13,25,37,43,21,20,53,41,26
6,24,39,53,73,46,34,27,55
2,18,39,28,44,68,45,26,54
20,33,35,24,29,70,54,56,78
12,36,12,21,5,30,50,60,40
0,22,26,49,37,29,40,59,58
0,16,44,39,34,35,75,77,39
4,35,31,17,46,34,35,58,74
7,29,48,22,28,61,39,17,39
0,38,18,7,23,36,75,55,40
11,48,11,22,44,46,66,69,86
12,14,13,32,47,27,95,72,29
11,25,4,22,47,26,89,35,59
8,10,35,0,26,37,25,41,68
2,6,8,35,36,35,18,50,49
4,26,15,27,22,7,23,80,63
14,5,43,53,28,64,37,44,58
25,20,35,5,16,15,33,88,39
1,33,20,36,36,37,44,105,76
5,21,21,28,16,61,64,65,23
3,11,4,44,14,51,23,33,58
11,49,12,26,42,41,54,67,63
0,3,20,26,40,27,75,42,56
0,8,8,19,70,32,61,55,80
12,19,17,13,32,36,32,67,107
17,18,2,25,36,35,52,35,78
10,18,26,42,30,100,48,19,86
24,26,20,64,16,57,58,63,46
1,7,33,30,37,22,59,69,81
4,17,25,46,42,48,36,40,58
12,21,17,63,46,36,26,36,57
26,37,31,43,51,68,74,48,50
0,33,20,61,44,27,76,42,61
9,16,2,16,24,45,60,63,69
3,16,33,9,13,32,55,43,54
12,19,25,28,39,75,90,42,64
6,28,5,50,18,62,37,40,87
0,32,18,34,30,40,21,65,50
1,34,38,59,22,42,40,56,88
0,40,14,20,53,29,31,62,48
0,7,34,62,62,30,56,58,29
2,20,14,40,27,43,53,57,89
3,14,43,14,57,105,84,75,85
18,25,14,8,62,37,26,59,105
2,7,22,32,46,86,57,45,40
0,31,25,34,67,18,51,34,35
10,4,51,31,68,34,98,84,28
14,60,33,30,12,38,49,98,38
15,17,7,16,23,54,85,51,50
16,19,55,24,15,36,57,41,78
3,9,14,11,23,39,94,63,51
15,2,25,41,31,55,66,27,87
34,34,22,37,63,38,45,38,45
10,0,21,40,20,29,50,18,57
0,14,67,20,21,50,103,81,71
19,24,27,18,32,60,23,41,34
4,10,13,17,51,20,55,38,66
18,17,4,20,51,68,82,34,89
12,12,24,47,51,38,59,55,73
2,68,59,8,22,29,15,63,76
23,17,13,8,30,61,49,51,35
5,19,13,22,27,23,49,36,75
15,29,19,56,17,27,47,90,33
0,44,20,56,6,51,104,71,62
0,17,19,26,43,20,52,83,27
0,16,18,39,60,40,53,83,34
7,24,19,32,33,38,24,60,37
13,21,18,11,43,33,46,36,41
16,2,32,26,42,13,42,71,41
13,22,13,23,49,44,40,51,60
2,4,13,38,32,26,40,77,64
5,54,16,34,55,36,74,62,63
20,29,30,25,31,30,35,58,102
3,12,5,25,83,62,20,36,45
12,19,23,28,37,65,17,37,103
8,13,21,75,25,26,34,64,39
9,24,31,2,39,41,48,33,32
17,19,19,32,21,17,80,27,58
5,44,6,14,23,76,53,39,82
0,5,21,48,15,18,50,46,92
11,0,17,38,18,54,64,32,50
9,1,23,33,47,33,64,92,35
10,6,10,24,55,43,24,39,82
9,11,11,44,42,19,59,48,47
2,27,36,35,34,74,42,50,75
0,28,12,18,29,38,81,51,54
27,49,6,37,32,67,35,49,68
12,14,18,16,55,60,35,63,83
5,4,20,17,31,21,57,71,62
9,40,19,27,36,31,43,68,53
8,33,34,76,31,58,30,57,26
17,19,43,41,29,39,17,51,45
0,27,40,45,22,17,39,57,58
18,19,21,43,14,61,63,63,95
10,24,22,11,75,28,53,40,30
7,41,14,23,73,32,34,73,33
10,19,22,25,13,71,67,59,48
22,15,33,32,52,73,71,67,58
6,24,30,17,46,32,100,41,86
6,16,39,39,38,36,32,42,74
20,21,36,34,45,74,39,20,56
0,14,41,14,22,86,39,74,103
36,14,3,15,34,27,82,48,79
3,26,23,19,55,9,79,46,51
29,5,22,16,12,19,52,45,51
1,35,45,18,56,49,48,25,99
14,14,20,13,33,36,74,56,70
1,38,0,36,23,10,93,42,82
3,51,17,9,28,22,39,35,65
8,19,15,46,31,84,60,74,54
1,4,8,35,65,56,43,28,34
2,52,11,36,43,62,33,35,82
13,11,30,37,62,50,43,52,43
22,54,24,13,57,43,28,44,46
0,28,0,35,20,64,69,61,59
12,9,31,19,29,45,73,51,27
0,31,24,21,64,38,57,80,57
14,5,5,31,25,77,43,56,48
5,21,30,29,54,54,94,50,56
26,34,33,33,31,36,24,23,28
7,42,5,21,53,49,71,35,40
44,23,59,18,60,18,47,78,70
13,26,36,4,43,38,34,42,36
17,32,34,32,19,25,47,35,44
1,12,17,50,15,64,43,56,68
14,34,6,42,34,53,60,79,85
11,33,6,14,33,69,35,45,61
9,20,33,12,23,34,36,48,37
0,2,21,39,18,52,77,55,70
13,21,42,9,15,12,52,45,67
17,17,10,46,12,50,51,38,61
20,40,22,22,56,50,52,63,52
23,22,17,22,63,38,66,63,38
6,7,20,5,33,41,39,46,33
16,2,34,36,45,71,26,47,66
4,26,15,32,54,28,43,44,53
5,16,19,43,31,43,3,60,48
4,13,27,11,55,21,67,57,56
0,36,50,35,30,36,56,86,22
15,27,15,25,39,43,31,35,32
4,37,10,65,27,23,48,38,39
6,10,38,50,31,68,40,53,75
9,37,7,34,68,41,12,91,110
0,44,11,26,17,29,52,51,76
20,7,7,6,30,43,72,41,86
19,13,47,33,51,59,46,47,88
5,16,17,48,53,27,34,50,46
1,3,18,37,14,44,56,34,72
24,13,28,31,43,62,76,66,52
4,19,29,19,33,28,65,63,34
0,27,40,45,10,70,47,18,65
0,11,31,28,38,51,56,89,91
1,36,17,15,21,39,28,50,61
22,27,17,36,29,28,49,38,40
12,22,16,21,27,18,29,48,103
14,10,18,20,38,33,68,36,83
12,17,28,9,48,34,46,30,68
4,41,23,23,35,23,64,48,100
8,24,20,39,24,41,40,70,66
8,0,16,43,49,18,36,88,76
0,13,18,32,18,39,37,54,95
8,17,22,23,29,30,43,59,94
13,5,15,26,22,30,60,88,60
24,9,4,22,36,60,47,73,46
4,18,20,51,37,58,37,37,55
6,23,5,28,65,52,35,77,46
28,17,39,22,27,52,46,52,56
8,29,27,33,36,26,125,53,106
7,18,32,9,44,20,63,47,60
1,18,20,33,41,27,50,71,44
14,36,31,31,42,42,32,23,36
15,15,10,23,35,42,39,29,84
1,8,16,49,12,43,61,52,67
13,26,33,38,66,16,64,57,34
0,11,43,14,38,39,36,27,84
19,24,18,19,12,37,38,37,46
10,0,27,24,22,36,40,76,41
5,11,20,17,32,31,30,53,42
3,20,31,60,52,55,40,40,80
6,29,19,41,55,52,37,51,79
9,27,43,41,60,30,42,49,71
12,23,30,26,35,64,48,68,48
20,29,25,56,19,25,38,48,57
12,48,28,58,69,63,51,55,72
14,11,60,4,23,44,42,59,55
5,25,43,23,60,36,44,58,46
1,36,16,21,30,67,75,70,60
7,13,21,25,59,27,38,54,29
19,20,46,20,14,42,68,38,64
13,36,21,36,62,51,34,65,62
0,4,36,29,51,49,51,85,62
3,15,25,19,74,16,43,47,60
7,40,25,7,8,51,50,51,99
2,4,40,33,47,34,29,31,50
0,28,21,18,15,50,28,42,14
21,47,27,31,41,64,44,56,88
0,19,11,20,42,51,72,109,56
8,30,15,64,47,27,31,41,97
0,34,31,9,20,29,81,64,34
13,33,34,38,21,48,55,73,87
0,31,17,21,22,28,25,69,91
2,25,41,39,23,55,23,65,42
4,31,42,26,26,72,48,20,45
7,36,19,38,30,43,61,42,67
5,19,21,40,36,47,47,99,88
14,34,24,30,16,73,51,113,68
16,17,28,52,37,31,52,37,42
25,20,17,74,41,68,38,57,44
6,40,13,32,90,27,44,99,30
19,37,22,26,36,36,62,49,40
8,26,26,34,23,13,54,58,49
0,29,27,30,31,39,55,15,43
18,28,6,40,26,50,63,31,44
10,18,8,15,34,38,45,32,50
6,17,7,36,35,31,29,51,65
20,22,13,25,37,29,13,81,73
19,30,2,26,15,66,97,85,68
1,0,40,25,38,57,41,29,41
6,10,54,14,31,30,47,30,33
23,4,45,34,43,41,63,29,19
41,13,25,34,33,54,62,59,54
35,10,22,37,13,69,23,83,38
8,0,34,19,31,5,42,65,66
10,31,21,37,38,46,73,87,53
3,4,40,59,48,53,57,31,39
24,32,23,37,50,34,33,65,39
11,5,36,14,62,34,70,41,87
3,21,39,47,26,48,31,52,72
20,23,55,34,43,32,33,42,78
12,49,51,62,24,43,43,95,74
4,27,26,27,23,40,36,27,42
0,24,3,43,30,69,75,35,55
27,11,9,32,10,28,51,36,59
0,12,21,38,31,73,60,53,50
6,6,8,16,40,49,73,81,55
25,0,10,36,32,54,70,29,83
0,19,19,32,31,48,42,85,61
0,21,45,29,30,90,47,61,70
5,10,31,18,53,48,74,70,71
1,11,79,30,15,38,32,36,41
5,11,14,60,24,24,69,54,63
13,19,37,35,14,48,28,61,42
19,20,16,39,29,14,61,49,34
0,38,6,28,36,39,82,77,75
18,20,38,39,32,33,32,47,92
7,20,36,36,34,65,48,63,53
0,16,18,28,28,48,52,71,40
9,22,48,13,82,35,33,55,46
30,68,23,37,29,29,53,55,9
17,21,9,44,38,35,12,63,94
2,38,19,32,18,69,60,43,57
5,49,23,32,58,34,64,72,72
23,29,26,9,47,28,26,24,75
7,12,14,12,29,65,88,40,45
8,20,6,69,66,42,81,77,51
8,29,7,13,11,63,59,40,43
0,9,27,35,36,34,44,113,90
7,38,41,56,37,70,48,20,63
6,32,29,22,45,54,66,50,76
1,24,34,25,30,40,83,44,53
6,0,17,16,51,48,63,64,68
16,27,20,32,70,59,43,72,62
6,13,19,45,53,15,52,48,28
0,10,34,26,23,47,57,79,47
0,10,24,40,28,76,62,78,59
22,10,32,34,34,39,33,63,85
29,14,16,24,44,48,21,64,66
3,14,25,5,26,48,21,36,61
8,31,28,30,15,25,53,55,74
3,2,11,19,56,35,88,58,49
21,29,15,46,8,56,53,61,62
0,17,21,33,43,44,31,55,34
14,16,26,23,31,48,59,50,1
21,22,38,33,24,42,24,54,66
11,35,13,24,41,37,49,17,65
5,31,10,48,47,41,45,45,63
3,23,63,26,45,24,59,56,89
9,43,28,30,48,32,43,62,27
14,13,1,41,26,43,15,54,87
28,18,26,37,24,61,49,75,86
5,34,18,53,48,23,34,59,49
12,17,57,20,12,63,33,72,48
19,11,23,38,32,51,26,64,61
26,36,62,17,73,25,33,27,39
9,32,40,22,22,59,37,25,81
4,38,29,28,74,80,31,67,106
16,17,13,28,49,31,42,59,24
8,17,23,21,13,34,36,52,60
2,44,39,35,13,38,119,58,61
2,23,22,12,34,10,80,46,74
12,32,5,33,20,49,68,54,86
15,29,15,39,36,25,25,56,32
8,19,48,13,17,24,13,60,80
10,21,15,8,26,37,40,25,39
24,17,7,23,39,47,28,43,55
8,36,12,30,19,23,36,47,63
0,13,20,23,42,27,55,55,88
2,22,44,18,47,34,67,78,53
1,25,10,36,10,55,26,69,35
6,20,26,44,50,48,26,18,63
11,16,30,27,14,50,48,53,47
8,26,15,33,62,39,85,47,48
5,33,18,3,81,36,22,92,45
6,22,11,15,34,73,43,29,68
13,19,18,29,35,63,91,44,60
23,7,13,29,45,27,64,37,76
0,32,52,38,54,41,36,76,62
0,25,14,27,53,35,63,66,47
6,18,16,32,69,47,64,41,43
11,12,33,43,51,40,71,77,32
23,29,59,24,39,54,59,33,66
3,6,16,50,27,44,69,40,34
16,40,14,51,25,60,45,60,33
0,49,38,20,26,11,46,71,64
0,16,21,6,39,18,51,36,78
12,18,19,37,35,39,50,35,49
9,35,25,18,21,90,44,58,43
5,0,13,7,62,56,71,70,70
19,33,14,22,24,45,54,68,57
6,35,13,40,56,15,21,42,112
12,38,36,40,31,23,50,80,43
0,4,7,30,15,63,69,41,100
11,44,1,22,17,38,34,42,45
0,48,46,38,71,34,38,38,95
7,28,43,55,12,92,117,37,74
0,21,24,22,42,75,77,28,55
13,7,4,12,53,67,70,42,43
5,20,45,51,28,16,59,90,36
0,30,16,41,51,19,45,87,77
23,9,8,37,30,24,66,35,88
19,41,28,28,64,46,19,16,40
16,19,38,43,29,30,81,40,51
0,14,14,26,35,11,91,80,63
12,18,20,51,21,47,42,53,71
5,4,24,30,48,21,50,25,40
0,9,18,16,75,61,74,33,88
16,14,21,60,14,38,62,45,34
0,14,31,24,21,37,61,65,48
2,39,10,12,46,48,67,42,42
3,21,21,31,32,63,31,48,92
15,15,30,34,52,59,46,57,78
7,20,31,13,25,50,64,32,103
7,23,11,34,32,56,41,44,76
3,0,31,13,20,50,45,61,68
13,7,11,35,30,45,60,90,69
4,14,11,31,55,30,51,45,156
0,16,35,28,32,39,107,48,48
1,25,13,9,61,30,38,35,36
0,23,0,72,42,49,35,63,64
15,15,35,44,16,33,63,67,54
19,7,16,8,18,59,49,7,70
0,16,17,7,18,50,76,62,45
9,32,29,32,72,19,33,53,63
7,12,42,36,27,24,65,28,97
2,29,50,38,13,45,30,54,56
28,12,14,11,23,54,58,59,85
0,7,29,24,48,60,39,57,61
7,21,8,27,53,41,54,18,90
21,20,44,36,33,37,55,35,62
13,7,21,51,41,21,101,61,93
7,6,52,28,33,37,58,84,83
0,17,25,14,35,72,53,60,64
10,33,26,26,41,34,51,67,37
11,19,21,24,28,66,43,25,61
21,24,7,56,65,30,19,34,43
18,19,24,48,15,37,45,35,39
7,25,8,10,32,42,54,56,40
8,44,29,30,55,65,55,95,47
8,2,41,23,71,25,9,50,40
2,0,19,51,46,17,39,90,41
3,12,55,10,32,36,76,56,50
5,9,27,28,39,20,34,48,53
6,24,12,21,8,35,47,48,56
14,14,10,23,21,32,68,27,42
6,32,24,49,30,20,34,21,53
12,39,29,16,35,20,49,49,56
3,10,31,20,56,56,46,63,46
21,49,27,20,19,56,35,39,39
7,46,26,13,45,28,37,80,59
0,9,21,26,48,54,74,61,35
8,30,25,24,55,45,39,31,102
7,20,36,22,13,25,65,36,75
6,15,19,55,29,47,65,40,56
11,6,14,32,42,20,32,46,41
7,20,18,12,30,36,49,51,65
6,32,10,31,48,33,38,73,61
20,50,19,31,12,34,86,45,56
0,20,11,43,53,98,39,44,41
6,13,30,51,30,48,68,47,68
6,15,12,25,23,84,22,52,55
18,25,19,38,21,64,47,44,47
14,1,28,18,57,71,45,56,82
16,16,39,18,61,48,59,78,36
8,41,17,40,29,51,23,56,66
12,17,70,46,6,47,50,64,38
3,0,3,31,34,60,24,29,78
19,11,15,36,40,23,57,29,54
16,6,3,26,23,52,43,35,83
0,23,27,32,38,23,42,59,72
18,19,36,20,48,58,63,83,72
0,29,21,8,59,43,40,82,17
10,22,44,7,46,60,56,32,33
4,25,59,27,64,46,28,65,46
10,8,30,35,33,50,40,51,86
17,16,22,19,46,48,55,66,42
8,29,26,55,27,12,44,71,31
6,13,17,28,38,16,45,38,52
3,15,26,34,67,48,62,65,14
14,17,18,19,52,44,37,26,48
16,9,9,46,24,59,30,83,57
5,7,7,19,22,50,71,60,62
35,23,23,47,33,59,44,50,69
3,41,43,39,35,37,71,68,51
0,13,15,20,18,38,57,48,53
24,19,10,24,36,38,57,39,69
7,22,41,16,19,30,44,58,107
9,21,8,23,50,60,30,98,64
1,14,9,20,24,27,34,48,42
10,22,14,39,35,64,78,98,94
18,32,46,11,36,44,61,56,27
9,22,14,24,50,27,64,47,48
3,6,53,25,92,85,42,42,26
15,42,3,39,13,31,28,44,70
0,19,20,26,30,56,75,55,80
18,26,5,29,47,28,41,28,61
10,26,11,66,37,53,33,55,96
21,34,57,46,74,54,63,52,62
10,11,18,41,24,17,25,35,29
0,10,14,31,24,28,68,56,68
12,21,15,23,43,50,67,70,52
31,26,11,28,35,53,59,49,68
0,1,29,17,39,46,80,42,31
1,24,13,39,44,64,28,53,55
16,16,45,9,42,70,23,59,63
6,0,22,20,67,51,86,59,52
19,35,7,27,26,49,30,47,61
19,39,32,34,33,31,40,78,50
29,26,37,44,42,19,24,51,77
6,5,25,45,79,70,72,42,73
19,0,24,7,58,65,31,30,65
0,21,33,9,55,26,27,68,35
49,0,28,40,46,89,35,104,16
0,31,36,19,54,40,17,33,52
16,25,0,35,35,29,67,114,35
0,17,31,37,16,35,25,41,48
2,11,26,25,38,18,36,44,52
0,26,18,32,57,31,47,81,85
20,18,24,40,18,56,58,38,80
1,16,21,13,61,64,39,80,77
16,15,24,62,31,19,56,43,85
6,15,4,54,42,52,31,59,100
0,9,12,30,28,39,42,52,23
23,49,6,2,41,17,34,59,63
5,22,23,28,45,21,40,40,37
11,27,17,23,28,42,49,56,58
2,13,11,38,54,50,41,80,80
5,40,28,36,20,34,48,58,39
12,9,20,8,35,47,29,42,29
11,34,26,60,34,28,82,53,77
17,17,29,24,53,27,88,67,46
19,12,15,64,53,54,52,56,42
2,28,9,24,68,53,47,87,21
18,19,33,50,47,90,66,89,78
0,22,7,34,31,50,49,75,68
0,26,49,33,35,36,50,58,51
16,29,4,34,42,34,32,38,83
13,9,50,45,29,40,52,71,35
5,23,12,26,18,46,37,54,55
5,13,17,27,48,21,31,72,60
15,25,28,50,28,23,31,67,78
0,12,14,37,22,42,40,48,90
3,24,43,23,20,8,8,42,53
27,27,29,56,37,25,27,44,41
12,11,27,17,25,28,50,82,70
0,26,35,41,43,25,31,57,68
5,39,31,32,28,25,27,43,34
11,16,40,33,16,44,77,31,45
4,22,25,82,29,56,52,63,42
