"A","B","C","D","E","F","G","H","I"
2,2,2,12,38,40,8,13,33
1,1,12,18,31,5,4,36,3
0,7,3,66,8,13,21,36,41
11,11,18,17,45,12,9,18,39
6,16,3,3,11,44,22,9,43
0,9,6,6,17,18,30,96,79
0,18,11,20,23,50,30,13,11
0,23,13,26,25,16,16,16,43
14,3,11,12,22,19,30,42,9
9,13,24,28,43,14,18,59,45
14,1,23,14,16,32,35,19,32
0,6,23,13,37,5,31,25,28
5,23,9,12,18,28,47,12,24
0,3,14,21,30,37,54,34,1
0,0,3,13,17,14,29,24,62
0,0,10,3,49,21,28,37,2
0,17,4,42,6,31,10,32,35
21,1,24,25,25,33,9,50,34
0,3,5,14,31,70,18,33,14
2,15,6,14,18,6,37,47,15
0,0,26,8,11,19,25,58,28
0,32,18,7,13,37,53,27,27
0,13,39,21,16,28,38,22,66
6,11,10,23,11,27,29,45,28
2,4,1,48,28,25,40,38,21
3,22,4,20,21,3,25,42,26
7,7,21,2,2,41,36,22,41
0,3,5,11,31,22,52,29,5
1,2,26,12,1,25,34,24,49
0,4,24,22,32,20,13,27,24
3,9,9,11,8,33,36,27,51
3,11,8,22,12,20,3,20,45
14,22,5,45,7,22,18,21,2
9,9,18,32,22,38,30,43,27
5,4,35,40,30,35,32,19,18
0,3,25,39,10,28,37,35,55
2,9,4,27,42,29,43,46,16
12,1,20,10,32,32,61,18,48
12,2,18,15,2,9,52,44,44
4,1,23,24,24,19,17,59,35
0,14,30,29,9,32,50,25,34
9,4,13,4,23,32,38,42,86
0,4,11,7,47,34,28,17,16
0,0,31,11,22,63,63,35,31
5,6,22,14,28,50,23,22,51
0,0,27,18,28,8,8,27,39
1,2,3,49,10,20,61,33,12
3,21,8,9,24,29,16,23,41
17,5,12,16,5,43,34,34,38
24,3,30,1,36,36,34,27,55
10,4,7,10,21,13,35,40,92
34,4,24,36,8,71,8,7,24
0,29,9,11,30,34,74,81,28
12,6,28,32,13,29,23,9,28
0,0,32,7,3,7,33,12,14
7,17,32,30,11,1,6,41,47
18,10,5,5,6,2,33,8,77
11,14,13,22,45,57,36,6,7
3,14,11,8,15,33,12,20,44
0,4,3,47,12,39,69,29,42
0,6,10,12,42,8,8,80,43
0,16,11,43,1,39,16,19,35
2,7,7,19,6,12,53,21,24
9,9,7,6,5,17,39,44,12
17,3,2,16,4,21,27,31,34
0,6,19,3,11,2,2,14,13
20,1,38,21,15,19,45,4,41
0,1,39,48,44,6,3,40,23
0,0,3,38,38,12,40,31,15
0,12,22,63,19,22,19,16,69
0,6,7,11,3,1,39,45,78
0,10,19,50,4,25,7,48,26
10,21,6,2,6,45,6,40,58
0,2,7,27,11,19,42,19,35
0,8,12,17,13,52,24,9,22
0,10,6,17,14,33,16,33,40
6,19,1,11,27,38,29,68,40
0,0,23,6,22,11,1,19,19
6,33,17,17,13,14,34,41,26
0,33,9,4,24,14,25,7,9
23,23,21,13,14,29,23,9,10
1,8,25,25,5,12,32,19,40
10,10,2,18,42,3,22,28,46
0,14,6,21,12,36,42,7,44
13,13,4,5,24,77,22,46,50
20,1,24,72,8,55,17,16,54
0,23,15,1,13,21,4,35,24
0,26,21,31,5,37,45,33,33
0,32,3,10,35,53,30,52,20
0,8,8,19,33,29,20,25,64
17,4,27,2,17,19,20,25,51
0,9,2,44,11,3,5,21,52
0,5,10,13,25,8,31,31,96
2,4,4,3,1,14,67,84,33
6,2,22,22,22,10,11,14,62
4,19,14,14,38,31,45,29,24
16,7,6,2,12,19,41,59,44
2,2,21,43,22,20,29,22,7
0,10,10,15,55,27,55,17,21
5,25,27,24,20,19,21,71,42
0,2,9,4,43,20,58,45,59
2,9,17,35,43,23,42,59,15
11,8,8,35,3,37,23,18,10
5,29,29,20,34,15,15,16,16
0,19,2,7,30,41,23,63,17
0,8,45,31,7,9,19,39,23
9,8,10,26,54,36,22,36,54
10,19,14,42,15,3,20,52,57
0,2,29,4,13,118,9,15,116
14,37,8,13,40,31,39,15,25
11,11,23,9,26,36,33,40,11
0,0,37,12,1,67,11,22,60
2,9,9,32,3,35,31,22,55
2,1,12,53,14,31,57,9,36
0,8,1,54,18,8,67,34,13
5,41,26,21,24,28,20,24,26
6,12,9,15,14,42,28,26,14
24,2,6,62,49,14,44,14,99
0,17,52,5,51,41,43,17,46
20,18,3,10,14,5,30,1,34
0,0,41,16,32,71,16,33,24
11,27,25,17,3,42,27,44,58
7,12,21,19,30,28,39,9,28
11,16,28,10,4,17,37,75,41
4,3,10,8,35,10,15,9,15
8,15,7,23,27,24,65,27,29
12,7,7,2,19,22,35,63,55
25,31,6,17,24,8,27,59,34
4,5,16,10,9,2,19,5,60
0,15,14,2,36,13,51,7,32
6,23,23,2,30,27,44,59,28
0,17,32,40,13,41,6,31,43
0,27,2,2,46,30,15,18,31
0,2,7,10,29,16,20,42,38
0,15,16,24,16,15,7,53,27
0,17,2,25,2,56,21,5,37
0,7,14,33,34,14,59,34,50
0,9,23,63,9,4,38,19,20
10,5,3,9,18,18,12,15,26
0,0,9,9,21,14,41,53,33
7,6,5,25,35,26,5,50,20
16,19,24,13,1,29,4,49,38
0,6,9,19,18,16,25,61,31
0,11,2,15,9,53,31,42,44
0,1,10,20,25,26,72,49,48
4,11,5,27,27,39,22,26,35
1,4,22,23,7,7,35,31,19
0,1,1,28,38,43,24,32,45
0,12,22,20,8,40,34,27,30
13,3,6,35,14,20,14,29,15
9,25,27,15,16,6,57,49,18
12,11,9,17,25,27,21,8,9
0,3,9,3,80,29,20,53,39
1,1,3,15,34,41,59,52,27
0,4,13,4,10,18,32,36,51
0,4,3,20,12,9,32,24,62
0,0,24,24,12,14,6,14,32
1,1,32,28,42,8,32,6,48
5,5,14,8,7,7,4,39,14
0,0,7,37,8,7,66,9,22
5,5,26,14,10,26,18,11,13
15,18,23,28,26,32,18,33,1
15,13,14,7,40,6,51,13,38
7,5,6,28,27,31,75,8,56
0,0,15,27,25,42,49,23,37
3,20,16,33,37,14,2,30,8
10,6,6,10,7,2,7,38,58
7,7,29,14,13,19,21,27,29
0,15,26,36,14,42,20,8,25
4,9,17,9,29,39,19,20,39
4,8,6,6,7,31,22,16,75
0,1,1,18,2,27,19,28,28
0,2,3,3,35,11,3,63,26
0,7,7,9,6,4,44,51,34
0,6,14,4,21,11,30,82,31
5,1,7,18,42,8,27,49,30
30,8,13,38,54,30,27,31,37
10,11,22,20,20,15,65,24,40
22,18,18,19,27,21,19,61,29
13,7,28,6,4,8,29,75,14
0,5,31,28,5,33,3,29,62
0,23,14,4,6,21,14,54,42
5,5,5,50,11,9,8,31,31
3,3,3,3,45,1,15,4,43
0,4,41,24,48,76,23,63,36
11,7,14,13,19,21,20,61,26
0,1,1,23,6,14,1,48,42
0,21,25,43,29,2,14,62,20
18,40,6,19,28,18,18,56,41
0,27,18,5,12,49,32,11,24
10,14,14,21,8,4,3,59,6
0,2,28,20,20,20,15,66,26
1,2,7,10,19,1,40,65,24
15,1,8,26,9,8,29,2,2
5,5,6,16,16,25,31,25,62
0,10,7,11,41,33,28,10,75
16,4,2,53,66,19,35,56,56
1,23,7,20,26,11,70,12,46
5,5,2,20,4,20,23,52,18
6,17,7,26,31,22,37,13,52
15,4,2,23,38,18,16,16,44
0,6,9,9,7,2,45,27,39
0,12,10,14,10,21,22,9,15
8,4,40,20,20,27,36,13,56
0,3,3,19,11,45,72,32,33
23,3,3,10,30,17,1,25,46
0,0,14,34,18,30,36,16,15
0,0,0,14,11,13,34,47,74
0,0,20,16,33,13,13,28,15
0,0,9,3,9,25,22,12,25
4,12,40,6,12,30,6,36,26
2,13,7,2,22,19,27,27,32
0,0,14,1,9,72,72,11,10
3,3,20,9,22,23,46,45,62
0,4,3,13,20,41,17,100,41
2,7,7,32,4,44,32,43,57
10,15,14,16,19,21,41,32,19
4,4,4,22,17,11,50,23,20
0,35,30,14,26,24,25,7,41
0,2,23,19,7,24,47,47,18
0,19,19,25,8,26,27,35,32
0,4,12,7,62,11,4,21,20
5,9,22,30,23,14,18,24,55
0,14,14,6,12,20,12,21,31
5,14,35,26,40,24,61,27,26
10,1,4,10,12,39,12,43,43
4,8,8,12,7,56,36,31,17
0,2,5,30,53,52,53,61,34
2,12,6,28,10,10,62,15,42
0,9,7,28,4,26,37,27,24
7,13,11,8,16,52,7,35,47
10,10,3,3,23,33,17,24,10
0,4,6,6,14,81,69,4,34
5,3,27,37,26,15,45,39,24
7,9,11,23,24,36,100,50,41
7,3,28,5,31,2,15,26,39
3,13,59,15,7,42,30,20,19
0,1,37,16,13,51,16,43,44
11,9,9,12,41,68,34,6,61
0,7,34,2,31,8,72,80,20
6,4,9,47,22,4,21,43,38
12,7,25,14,26,34,64,3,16
0,13,16,12,12,65,42,6,14
9,1,20,2,44,33,37,16,25
0,10,19,24,5,40,4,63,20
3,23,2,23,28,24,17,20,26
17,16,16,35,27,40,26,48,75
0,7,3,33,43,26,27,67,30
0,0,5,24,8,47,25,26,41
1,4,11,19,19,42,17,35,11
0,0,34,19,16,36,25,31,20
0,0,45,16,33,20,27,40,51
0,36,9,26,30,16,28,30,36
0,6,4,36,25,46,24,23,47
0,4,5,15,37,18,4,52,21
3,20,1,30,22,47,17,3,37
6,12,7,15,26,24,17,40,24
26,18,24,15,18,32,31,46,26
2,12,5,6,25,7,18,67,38
1,4,16,11,20,19,48,20,61
3,14,31,7,32,14,9,24,6
0,11,8,25,5,32,42,41,4
5,6,24,13,26,43,43,39,24
0,7,27,10,9,11,41,19,18
5,9,3,14,28,17,38,30,18
0,0,11,38,19,18,11,10,175
25,30,56,45,27,16,28,20,32
0,13,26,31,45,19,20,38,67
2,5,13,33,43,6,45,51,36
7,10,10,13,2,23,29,18,37
0,5,1,35,31,20,34,15,51
0,15,11,12,13,76,19,21,33
0,4,18,38,27,31,21,62,29
4,1,10,13,17,28,19,18,64
8,34,27,27,18,16,40,25,32
5,9,7,6,20,15,14,43,51
0,1,1,1,22,38,35,27,2
2,5,13,62,28,56,15,20,36
0,17,9,20,13,15,29,12,70
0,0,10,9,29,22,44,56,26
1,13,46,10,50,17,44,23,39
5,14,11,22,11,18,54,6,23
0,2,26,23,28,30,4,34,64
4,4,5,5,9,62,47,33,57
2,6,4,5,31,47,46,5,4
0,2,53,2,25,59,61,43,13
2,25,15,35,14,42,29,23,30
14,14,13,9,19,54,16,3,24
0,5,27,10,2,53,2,53,36
5,5,9,2,16,36,19,58,19
13,29,14,8,11,51,16,55,42
14,8,8,5,14,17,13,15,17
0,34,28,30,30,15,7,53,24
8,8,5,32,42,31,53,25,48
6,6,9,10,28,24,33,106,53
7,7,1,2,17,29,14,76,11
0,9,26,35,15,16,35,19,39
4,6,12,8,32,20,35,45,22
0,27,7,11,5,32,4,44,37
7,10,2,26,16,73,15,46,59
0,8,8,22,3,57,20,27,51
26,22,20,28,1,13,13,28,47
4,3,3,14,42,28,19,59,28
0,0,13,10,13,23,38,24,30
8,10,10,43,10,15,8,5,29
0,4,3,12,2,21,33,35,41
4,9,18,3,37,4,51,26,15
0,2,16,17,25,14,23,49,24
2,2,3,4,20,5,67,12,13
2,33,33,11,7,13,26,55,41
0,12,2,32,34,7,13,20,53
1,15,4,39,3,24,18,24,3
3,1,1,8,23,35,44,29,9
7,14,3,8,20,34,56,26,7
3,10,10,21,38,7,24,20,58
2,7,8,4,21,67,33,19,21
23,23,13,2,2,12,38,24,19
12,4,13,12,3,1,39,12,29
8,2,19,11,9,38,56,21,59
0,2,5,32,6,41,11,34,38
3,11,25,9,28,6,31,57,29
0,9,12,9,31,23,55,43,22
0,0,8,30,35,53,53,54,9
18,6,12,2,16,14,43,22,5
11,15,15,7,17,7,33,62,45
1,2,34,4,53,9,21,54,43
0,10,34,37,14,6,23,64,63
18,18,10,8,28,13,44,18,48
4,14,14,15,38,49,7,27,81
0,8,19,7,12,49,25,37,54
0,1,1,7,25,3,45,63,36
0,12,12,23,26,12,23,14,25
0,0,0,19,29,15,29,30,18
5,1,6,12,38,6,46,3,56
1,1,12,19,12,39,54,2,27
0,6,12,18,2,27,66,16,17
1,17,31,32,20,41,30,17,35
0,6,13,6,8,28,4,58,8
0,0,42,28,2,32,14,8,27
5,7,1,28,11,23,44,61,18
9,27,11,6,25,18,16,2,42
3,18,18,31,27,15,53,63,1
3,40,40,24,22,21,13,39,67
0,19,36,15,22,8,8,9,13
1,13,30,2,17,12,37,6,31
0,10,11,13,25,2,13,10,25
12,31,29,26,19,17,43,48,28
4,19,7,3,28,18,19,27,13
14,11,3,9,26,48,34,3,10
6,8,19,37,13,11,20,32,20
0,19,11,11,34,14,33,42,65
1,4,18,27,15,29,7,33,16
2,2,24,16,16,36,32,9,31
2,2,2,12,2,20,20,34,33
10,10,20,5,28,8,27,46,40
1,1,16,28,14,32,51,27,55
7,13,13,10,32,14,1,43,18
0,6,11,33,26,17,9,26,16
12,5,29,55,39,23,12,17,25
10,6,11,25,22,46,58,13,10
0,13,4,23,48,20,46,2,25
6,6,12,9,38,16,39,36,18
7,44,11,5,16,23,27,17,43
0,4,11,18,24,14,25,7,35
6,2,43,34,9,20,27,6,57
17,3,18,31,35,24,26,1,45
22,33,4,42,22,7,1,10,64
0,33,21,19,20,20,9,56,72
0,25,16,6,3,47,7,3,6
8,9,14,4,9,39,9,22,42
0,8,20,9,34,9,24,23,63
2,14,2,22,19,20,9,28,35
8,23,2,6,27,39,36,34,28
5,3,18,40,5,21,32,18,55
2,1,21,22,24,27,18,51,3
5,10,31,7,15,27,9,41,13
4,16,15,32,18,12,26,6,60
0,0,17,2,14,7,33,20,22
11,11,4,10,11,25,17,18,44
0,0,38,14,2,13,30,25,17
38,8,6,9,12,67,25,35,47
2,8,24,1,15,5,62,17,8
5,2,60,32,11,13,44,21,11
11,6,10,11,15,33,23,32,26
6,8,9,18,29,36,24,49,43
12,3,3,27,9,27,34,13,43
4,25,8,9,25,35,13,21,5
17,17,24,24,53,38,24,64,29
1,2,2,17,8,16,17,52,44
0,13,17,28,36,10,6,9,15
21,4,21,21,3,38,37,13,41
0,0,15,26,45,34,55,15,3
0,7,55,33,3,18,17,23,50
5,5,6,29,27,12,26,10,38
0,5,21,26,28,5,57,58,30
0,4,3,13,19,32,25,20,42
5,15,43,8,5,25,60,21,19
0,22,1,10,35,33,15,41,37
0,2,3,11,8,9,25,32,12
0,14,14,31,16,13,10,56,21
2,2,14,8,33,38,36,20,19
0,5,6,10,35,18,58,14,38
0,28,28,53,17,27,29,47,48
7,11,10,8,23,26,39,25,32
3,12,3,48,20,19,44,23,60
14,6,19,4,27,18,35,52,48
17,4,17,17,41,70,51,40,18
0,1,6,11,26,17,20,42,22
0,15,18,32,10,28,1,42,18
0,11,9,1,54,7,2,111,45
13,13,3,30,23,29,40,15,49
0,3,16,24,22,10,30,43,25
4,4,4,32,11,14,6,34,51
4,26,7,49,1,35,26,85,39
0,17,3,17,9,20,48,29,2
5,8,10,4,15,67,57,36,41
30,16,11,19,33,77,35,30,23
4,4,16,16,32,17,34,49,25
0,15,51,25,20,39,63,42,27
2,19,19,4,4,58,12,61,31
7,12,7,29,42,12,45,18,54
0,1,1,47,49,28,15,18,36
2,2,13,22,10,4,20,56,24
0,0,9,16,16,44,12,20,50
0,13,15,40,5,21,21,44,39
23,23,10,37,7,52,44,15,31
15,15,1,10,24,22,1,66,51
12,5,7,33,19,7,14,26,15
9,2,9,15,15,25,55,45,15
16,38,21,9,37,23,45,39,40
0,8,8,9,25,25,37,17,19
0,14,14,20,14,64,37,26,28
0,18,21,28,29,16,36,29,80
0,11,35,14,1,56,22,38,25
10,4,16,46,46,15,16,43,31
6,9,12,18,27,15,32,20,20
10,1,1,1,12,48,4,6,19
1,4,7,42,24,29,21,27,21
0,17,17,19,28,13,28,7,19
4,4,4,26,38,36,45,58,45
0,12,32,10,32,33,21,12,15
4,10,8,14,13,23,33,33,30
4,4,6,13,31,55,27,22,47
0,0,12,4,26,41,35,15,70
0,0,11,35,17,15,16,64,17
0,2,2,2,10,61,11,34,22
0,38,28,29,31,26,71,8,21
25,28,24,4,5,10,39,52,37
3,9,20,31,17,20,52,7,40
0,5,3,42,30,51,31,15,25
10,7,7,13,7,14,27,6,44
3,13,8,8,28,45,35,26,29
0,2,30,56,27,54,29,24,30
0,8,5,6,18,79,16,45,61
2,5,7,37,63,11,19,17,44
12,7,1,36,36,29,5,22,13
3,11,16,4,36,15,7,62,7
8,7,1,22,16,10,30,73,61
8,20,6,25,19,55,27,24,57
0,23,32,32,21,24,25,22,16
2,2,32,13,13,51,51,35,50
0,17,15,15,18,34,45,55,55
12,8,46,22,39,17,43,32,34
0,5,13,12,15,53,15,33,24
6,12,4,12,19,60,11,39,7
2,2,12,9,29,41,27,18,31
0,21,10,2,22,68,60,61,15
13,9,34,15,14,9,20,40,52
3,2,2,4,20,27,32,22,37
9,22,5,4,14,6,44,26,14
0,8,9,8,4,30,42,52,13
17,4,9,9,17,26,45,75,38
10,16,43,1,42,37,16,14,22
0,8,1,17,25,13,21,25,28
0,6,20,20,15,23,8,29,13
7,1,1,6,18,33,52,25,31
2,2,23,10,5,11,48,11,41
3,2,9,9,20,8,40,50,30
0,33,26,12,15,7,31,46,25
2,2,22,16,8,3,60,18,84
6,19,3,47,21,15,19,2,11
2,2,17,32,2,26,12,60,22
0,27,9,24,24,33,62,23,25
14,6,6,11,24,8,5,59,39
5,8,2,2,13,2,57,14,25
4,5,5,30,14,39,37,72,27
5,12,4,12,27,38,3,44,20
16,10,11,29,9,39,36,9,43
2,16,16,23,39,31,26,47,39
6,4,14,26,10,35,24,100,10
0,1,34,21,15,17,21,41,46
8,8,26,9,15,40,2,42,32
5,24,14,21,38,20,79,31,44
6,6,25,17,36,38,18,55,61
2,29,27,12,24,17,37,68,25
4,18,16,2,69,25,9,8,14
0,0,30,19,4,36,61,33,50
0,9,15,26,20,17,2,24,4
1,6,7,8,33,17,38,18,28
0,9,4,4,25,22,7,54,50
7,13,23,11,23,18,9,16,20
2,16,9,9,18,11,38,28,47
3,6,37,1,2,29,11,46,23
0,8,35,18,51,28,35,1,29
0,15,19,16,33,23,14,16,53
14,24,15,4,6,17,32,60,11
12,10,30,30,15,28,74,41,44
9,2,10,25,21,31,55,4,18
0,0,8,28,28,20,17,15,40
0,18,5,13,26,15,37,43,38
26,3,7,15,6,9,47,30,6
0,9,9,14,16,8,8,25,19
2,2,42,30,22,26,12,12,23
0,13,13,4,21,11,71,29,26
2,2,12,4,9,43,22,19,43
3,16,16,26,20,14,43,12,56
5,25,23,15,32,5,49,14,56
0,11,19,10,4,28,47,8,12
26,17,26,18,7,21,16,20,7
0,0,20,11,11,23,35,8,18
2,14,6,26,15,13,20,41,28
5,5,7,6,15,36,5,54,45
0,9,22,52,17,21,46,2,53
4,6,10,21,7,37,60,46,13
0,13,15,39,30,19,19,25,20
0,31,23,21,21,10,32,20,37
0,27,10,18,37,8,23,28,48
4,13,16,40,26,2,80,34,23
0,12,11,20,37,10,34,11,46
13,4,12,17,14,40,30,33,2
9,29,33,12,48,47,4,16,16
38,38,8,6,42,13,5,11,20
0,26,50,23,5,22,1,19,8
4,4,4,10,1,21,22,64,23
2,8,21,9,3,18,42,42,73
18,13,19,2,67,38,24,41,41
0,32,31,8,9,54,31,39,47
0,7,15,34,23,4,32,34,33
14,8,33,3,15,30,16,73,34
6,4,11,17,22,19,21,24,23
5,15,10,16,6,13,48,48,26
4,9,42,25,13,13,30,22,33
4,8,1,1,2,2,18,32,57
0,3,24,23,23,32,39,30,18
15,10,11,4,62,13,28,6,26
24,2,8,28,33,29,15,19,52
0,12,11,30,26,35,4,34,51
2,10,27,17,58,17,29,13,99
5,23,4,16,22,36,32,61,25
2,10,10,16,4,30,31,16,77
9,2,4,2,24,26,66,60,34
0,6,30,2,2,30,30,28,32
1,13,10,48,15,24,23,25,20
18,16,10,9,31,52,42,65,59
0,16,3,15,35,26,30,53,19
0,9,18,8,27,103,41,17,13
8,43,2,21,13,20,30,8,11
0,5,5,10,33,40,28,71,44
1,1,14,14,22,23,17,44,41
11,9,11,39,35,25,36,49,46
6,6,1,21,21,25,26,17,37
0,20,6,2,16,32,40,22,22
18,26,13,45,19,24,10,33,24
0,0,15,27,19,8,16,11,32
0,16,28,32,12,2,20,43,25
13,2,10,2,4,27,27,22,51
2,5,23,23,11,73,7,19,48
0,0,9,16,46,31,41,78,43
15,15,7,23,31,40,12,90,51
5,12,15,13,28,44,18,57,55
0,6,22,15,33,22,45,21,57
0,8,17,33,36,59,17,47,73
0,33,17,33,42,45,31,19,28
0,10,23,26,36,10,12,35,38
0,3,21,24,16,35,12,17,19
45,10,5,1,28,34,19,76,27
4,2,1,36,9,58,25,29,73
9,39,22,12,16,46,37,65,65
0,2,3,8,3,26,59,43,44
2,3,5,5,40,19,3,28,37
0,5,5,12,14,36,19,28,37
0,25,4,31,6,26,41,19,50
5,3,22,44,21,21,16,17,37
0,8,11,52,11,44,79,41,15
0,9,16,3,4,25,34,46,20
3,1,1,48,38,51,19,35,39
4,11,4,25,5,14,43,48,32
19,31,15,27,8,25,27,36,32
0,29,22,7,15,43,2,20,26
2,2,5,54,1,4,60,14,43
2,48,48,24,18,43,40,38,11
2,7,31,9,4,49,40,26,54
7,19,25,2,16,38,4,37,54
2,2,54,23,22,33,35,12,43
25,6,54,17,16,10,3,38,35
22,22,36,30,72,19,18,59,27
12,24,4,30,14,30,33,17,20
27,5,12,24,20,2,11,36,12
19,13,34,13,16,23,13,33,20
3,11,32,32,43,23,31,14,46
11,11,8,18,17,25,28,51,24
0,8,29,29,20,39,21,33,41
