"A","B","C","D","E","F","G","H","I"
14,16,16,16,15,14,11,21,29
0,14,10,2,11,18,18,13,30
12,35,5,5,6,29,14,6,15
0,2,3,4,5,11,33,21,4
0,12,5,8,9,17,27,12,16
2,6,11,16,21,8,18,8,34
0,2,6,17,13,11,43,19,29
9,3,1,5,7,4,13,24,19
3,3,1,14,7,22,8,4,30
3,11,2,8,20,35,9,12,38
12,1,18,9,5,17,9,28,9
0,0,10,10,12,20,59,9,30
0,9,9,30,12,10,23,16,21
10,7,7,4,4,10,17,31,5
4,4,12,26,35,4,31,29,27
1,12,7,30,6,22,20,33,21
5,15,9,5,12,20,53,12,12
1,6,6,6,1,9,34,14,18
7,16,16,18,18,11,24,22,3
11,11,2,29,8,47,5,26,8
22,4,7,12,1,16,16,16,12
0,0,46,7,3,21,9,12,10
0,9,16,4,20,2,27,18,33
3,12,7,28,15,11,13,37,25
9,9,2,5,40,10,18,8,6
20,5,5,8,28,45,43,29,8
0,0,32,18,15,32,5,33,5
2,2,6,4,12,5,2,34,2
0,0,15,28,3,11,13,3,13
1,1,1,19,19,10,16,9,2
3,7,24,5,14,17,10,4,12
0,0,9,6,10,15,3,10,5
0,0,9,11,29,25,4,10,21
4,4,12,12,9,9,10,32,10
0,17,10,10,1,12,21,21,21
1,2,45,23,23,3,21,18,8
0,3,19,27,16,41,24,31,13
0,17,2,5,27,30,32,27,15
5,5,23,23,11,16,23,26,45
0,0,17,11,6,13,23,24,40
0,3,3,11,26,20,6,5,3
1,1,19,3,4,11,35,7,22
0,5,5,29,30,9,9,21,45
0,2,41,42,29,22,15,24,45
0,0,6,5,35,8,22,23,24
7,4,5,1,23,4,34,42,39
2,3,6,36,54,25,39,36,22
1,18,3,1,19,18,43,18,2
1,6,3,3,12,12,10,19,31
15,9,5,3,3,33,5,8,35
0,4,9,5,35,11,26,15,42
3,1,11,8,9,12,16,15,15
22,18,6,22,34,6,20,2,17
27,27,5,21,8,22,14,12,32
0,4,2,32,21,8,33,31,44
0,6,9,2,5,6,6,20,10
2,11,13,2,2,15,55,20,19
0,22,15,8,8,16,36,19,36
6,6,6,27,13,20,62,27,18
5,5,7,8,3,18,8,24,36
5,39,2,3,16,12,40,18,31
6,2,40,3,14,34,15,6,11
9,3,3,17,19,20,11,15,31
0,1,3,13,13,46,43,7,25
2,7,5,27,25,25,40,14,13
0,3,23,3,9,16,9,17,23
1,1,13,28,15,33,3,34,20
0,2,5,21,24,16,9,36,26
7,8,4,9,5,18,23,22,19
0,2,2,36,9,15,19,17,1
10,2,2,2,11,4,40,13,32
13,8,8,20,6,20,11,27,28
0,11,13,5,3,24,40,32,40
2,1,11,5,14,16,8,15,46
3,3,5,9,9,18,22,62,47
0,0,0,9,4,10,62,27,38
6,12,15,15,22,19,25,34,18
0,0,8,2,8,17,3,4,44
5,1,1,4,4,22,27,22,16
0,0,11,15,27,5,9,14,27
0,1,1,10,25,8,27,25,64
6,17,24,17,8,15,36,4,28
0,2,2,13,20,9,9,22,43
0,5,13,13,6,6,1,16,23
2,24,4,4,19,7,4,4,9
4,9,8,5,24,24,12,16,22
0,15,10,15,13,38,10,2,30
0,2,2,18,42,3,19,34,8
0,4,10,2,3,27,19,29,30
9,9,1,7,25,8,12,14,5
8,1,15,10,16,3,19,33,39
6,2,3,3,21,6,61,34,8
0,12,10,7,10,8,12,23,10
2,8,29,17,46,50,13,15,53
0,7,20,5,14,8,34,22,26
5,9,50,4,1,30,7,24,28
0,5,14,7,7,8,19,30,27
0,6,6,2,13,29,6,6,39
7,1,1,9,31,12,1,6,15
0,11,5,2,2,1,40,15,13
3,7,2,6,11,27,29,26,28
3,8,25,3,3,10,23,13,6
6,2,25,7,21,11,6,14,40
5,1,3,13,17,13,39,15,34
2,13,13,12,12,16,10,35,33
1,1,1,23,19,31,19,15,9
13,3,13,25,25,20,12,9,30
0,14,5,4,18,24,31,6,36
3,4,22,15,32,14,40,1,11
0,3,2,4,19,19,18,13,4
4,12,6,18,21,13,32,10,23
3,5,16,13,32,20,20,27,41
4,2,35,4,24,15,53,7,28
0,16,7,3,4,17,25,45,7
3,1,7,3,29,29,25,31,12
1,5,16,6,20,54,12,4,24
0,18,3,8,5,21,16,43,18
7,7,17,31,11,22,19,14,46
9,4,4,10,22,18,7,37,23
1,2,17,14,26,35,15,15,11
0,8,8,15,12,35,13,27,25
8,8,2,7,10,9,1,13,10
0,0,2,8,7,25,20,23,37
11,11,3,27,14,8,18,15,15
0,1,1,9,3,24,31,29,5
2,2,11,1,1,17,22,8,28
11,17,7,12,9,31,14,1,39
6,6,2,10,10,30,5,45,4
0,6,7,25,8,41,3,13,8
0,1,14,9,20,2,10,20,32
0,10,18,2,4,33,17,7,11
16,2,12,16,10,1,10,12,20
3,21,32,2,20,19,34,25,13
0,2,27,2,19,18,23,23,44
0,8,13,32,7,13,61,18,26
22,22,5,5,23,25,8,18,26
5,5,5,1,6,16,16,9,35
0,0,7,5,8,11,13,13,25
0,17,36,5,12,2,21,39,6
0,10,19,6,21,25,7,14,20
2,20,20,1,4,8,24,3,19
6,17,11,16,5,20,22,19,59
3,7,8,2,14,13,15,18,56
0,2,25,4,4,13,24,16,17
8,1,2,7,17,9,19,40,32
4,28,1,14,16,18,35,13,21
0,0,14,9,3,31,14,9,19
6,8,9,13,5,5,9,12,39
7,7,7,20,3,19,34,3,31
0,0,2,8,9,14,20,2,45
2,2,2,6,10,30,21,6,14
0,0,7,45,3,25,4,28,14
0,13,2,3,21,9,16,27,16
0,0,10,16,17,10,36,30,17
12,12,13,3,3,5,22,22,32
10,10,9,27,4,8,26,32,14
4,3,3,32,13,16,12,6,15
0,0,2,11,12,4,24,36,31
0,3,3,2,6,25,44,7,58
0,2,20,6,9,9,46,12,30
7,7,4,4,18,18,13,28,6
4,1,1,30,7,24,32,18,18
0,4,4,14,12,19,23,12,18
6,10,24,13,22,26,23,7,18
18,3,3,1,15,35,8,12,3
0,0,2,3,8,18,12,58,29
0,11,23,45,45,12,25,29,28
0,18,6,26,9,9,21,9,3
3,12,12,12,14,28,9,56,18
2,2,4,14,9,6,36,6,23
0,3,8,16,16,18,14,52,20
8,8,14,3,3,17,25,17,20
0,11,12,9,37,12,26,5,15
2,11,4,14,11,20,52,15,26
0,0,8,8,3,6,4,28,35
0,8,1,13,12,10,24,15,14
0,6,2,19,10,15,14,14,4
0,16,1,3,27,2,5,35,16
2,6,17,2,5,5,13,8,35
0,3,16,28,16,18,53,13,18
0,8,6,6,20,5,9,10,13
7,18,1,23,11,10,7,9,30
15,11,11,4,17,8,3,7,23
0,2,2,2,9,12,16,22,15
0,5,8,1,1,11,7,32,11
0,6,24,5,29,15,48,16,33
2,2,14,7,9,15,4,20,21
0,6,6,6,11,12,27,11,18
0,13,23,18,1,42,25,22,35
10,10,8,11,29,31,29,13,43
0,2,3,3,36,16,41,13,4
0,6,6,3,19,3,22,27,23
0,1,9,15,11,9,23,31,12
0,7,26,16,27,2,11,19,6
0,9,9,2,10,24,15,18,18
9,9,16,21,14,43,20,17,13
7,3,12,4,3,41,8,13,13
8,5,20,15,10,8,23,31,10
9,9,4,8,8,8,21,22,18
0,3,33,15,20,45,15,10,4
13,4,10,3,24,7,57,38,15
0,5,12,11,9,23,2,29,6
0,3,18,13,28,7,16,23,33
10,2,8,2,8,7,7,30,1
8,12,18,12,9,17,15,15,30
2,2,11,27,14,4,6,19,13
21,3,37,6,28,20,15,12,17
0,4,19,24,24,45,20,29,37
0,4,18,14,1,62,14,26,13
5,3,5,5,8,11,6,33,13
4,6,10,30,1,5,5,21,14
1,14,9,13,19,19,11,16,12
1,2,8,35,19,5,9,15,38
9,9,5,18,11,11,19,7,37
0,28,23,4,32,30,18,11,20
0,16,7,22,25,6,16,11,30
2,2,3,24,13,37,23,7,27
1,5,29,28,9,13,13,13,21
0,0,1,33,7,7,3,31,16
8,8,4,14,10,16,13,18,22
0,2,7,28,16,17,14,12,24
0,7,5,1,12,36,17,49,2
0,14,9,8,63,8,27,27,9
0,8,3,27,13,10,17,30,24
2,14,13,13,3,29,28,13,10
2,2,2,6,4,4,7,26,28
0,16,8,2,34,7,25,35,12
7,6,10,10,14,13,15,8,6
14,13,17,4,4,40,10,10,33
0,2,1,11,11,11,5,13,32
2,16,26,6,9,9,14,11,6
15,14,14,6,29,11,17,32,7
1,1,9,9,36,21,5,9,20
0,13,2,12,10,3,28,11,34
5,7,2,13,12,1,37,3,7
0,10,35,35,38,26,9,10,9
0,1,3,6,12,23,10,17,24
0,0,0,33,32,6,32,9,7
0,11,13,16,1,27,6,11,6
0,3,1,2,2,22,15,62,34
1,1,9,7,16,10,19,40,23
0,8,8,23,24,16,26,4,7
4,8,22,4,7,53,16,8,34
0,0,14,5,15,11,7,5,8
3,1,16,9,8,45,2,20,28
0,7,13,21,30,38,4,31,18
0,0,5,5,19,40,28,28,28
0,0,24,11,10,9,4,27,23
14,40,16,26,31,41,12,10,20
0,5,11,5,17,12,39,6,35
1,1,2,8,8,8,1,18,4
2,6,17,3,8,22,32,10,28
1,1,8,13,11,12,11,13,24
0,0,4,15,49,2,37,17,68
0,7,4,3,23,15,30,35,40
5,5,16,6,12,2,2,3,22
0,0,23,3,12,8,2,18,26
4,16,7,7,28,1,15,15,14
24,7,4,7,20,7,18,14,27
13,1,3,14,25,16,4,22,35
0,1,10,10,32,18,30,2,15
9,10,33,16,11,7,14,34,41
7,4,14,14,11,44,44,3,11
1,8,18,36,9,9,7,8,17
8,8,8,8,29,1,10,18,27
0,12,4,12,18,9,30,5,17
8,17,7,4,13,5,17,17,24
0,2,20,10,9,12,20,19,15
0,0,0,11,15,15,7,16,26
6,20,9,1,7,16,5,7,53
0,3,24,3,4,30,3,19,9
2,3,9,3,7,7,20,5,5
8,4,6,2,7,7,1,35,37
4,4,9,9,25,19,27,27,19
0,0,7,4,23,3,22,27,28
6,7,2,13,21,33,8,34,34
0,11,11,2,53,12,6,12,43
1,1,12,29,7,38,24,27,25
6,6,8,15,3,26,19,22,23
0,5,5,3,11,22,15,37,25
6,4,12,18,26,9,23,12,13
0,5,7,36,20,30,16,5,33
14,2,17,8,17,11,5,21,3
0,0,10,44,22,19,14,15,44
0,5,12,3,25,3,3,6,4
3,3,18,2,17,10,10,40,26
0,2,8,15,7,10,14,34,17
6,6,5,8,27,14,18,34,46
0,3,7,28,6,24,25,7,6
0,0,14,19,19,18,4,7,35
0,9,16,9,8,10,34,18,31
3,2,11,2,2,25,9,17,32
0,5,5,9,49,10,18,52,24
0,20,12,9,13,25,11,33,18
5,2,2,11,14,41,41,30,34
8,19,4,20,56,11,11,7,7
1,6,6,9,4,2,19,22,1
0,9,9,7,7,9,23,16,7
0,0,3,15,3,11,4,20,36
2,16,18,21,27,32,15,11,23
4,29,11,1,10,39,20,17,23
0,0,7,13,9,5,1,9,13
0,0,27,3,7,12,15,23,6
6,1,1,7,11,12,26,10,21
2,2,2,14,31,38,38,25,9
1,10,2,13,3,11,40,26,19
6,16,2,24,18,21,11,9,18
1,2,2,14,4,30,1,11,21
0,18,1,4,18,5,13,33,19
0,10,5,14,6,13,32,22,9
3,3,10,25,1,15,34,12,35
0,0,18,8,21,9,33,5,17
8,3,4,7,19,10,13,16,9
0,0,4,4,18,50,5,18,7
0,5,4,15,7,21,17,34,37
0,0,6,19,29,7,5,7,22
1,7,5,16,21,29,2,35,39
2,1,1,10,14,14,5,26,20
0,0,5,26,30,30,12,5,13
1,4,19,19,2,10,43,3,38
1,19,15,20,20,8,24,15,26
2,8,18,5,16,49,10,10,41
0,10,27,20,11,5,23,6,13
4,21,21,15,30,5,10,14,45
4,11,7,31,1,22,9,21,31
1,10,12,4,15,4,2,19,36
2,2,9,4,14,8,6,17,29
20,20,20,3,9,23,4,27,20
0,0,0,17,4,22,12,3,38
0,0,2,5,15,10,19,22,16
0,8,5,34,18,18,35,18,43
0,0,3,28,11,11,9,9,21
0,0,3,14,8,8,21,8,3
3,1,1,22,6,36,17,12,26
0,13,11,7,1,22,16,14,15
2,2,16,10,6,4,34,30,24
13,24,14,6,6,27,12,11,18
0,12,30,3,12,12,2,56,44
6,2,8,6,16,9,15,14,44
0,0,24,18,18,28,24,36,19
2,2,4,2,3,24,19,6,9
2,1,11,46,43,11,2,41,20
17,2,23,7,5,11,22,47,23
0,0,23,3,8,13,23,21,21
9,9,4,8,31,49,37,20,48
0,0,5,10,26,15,6,49,34
7,6,15,17,5,8,19,21,17
4,1,2,5,22,4,12,25,27
0,1,8,1,7,37,11,22,43
0,0,2,13,11,19,31,27,25
11,11,11,4,12,30,13,9,26
14,9,1,4,2,4,52,4,39
2,2,20,12,14,14,17,25,18
5,5,3,13,4,19,36,36,23
0,0,1,2,2,25,11,6,22
3,4,28,5,1,11,14,25,45
0,0,14,4,5,8,31,24,2
1,2,7,9,8,20,23,7,36
3,3,5,42,21,27,33,10,19
4,6,3,15,3,5,23,22,34
20,3,1,5,20,31,10,13,31
6,6,4,11,19,10,13,28,19
0,12,9,13,21,47,10,17,15
0,7,7,14,21,13,22,9,23
0,7,11,12,31,6,5,20,10
0,0,15,20,24,21,25,11,8
0,5,5,3,9,25,31,5,64
0,15,2,7,11,13,8,10,10
0,4,1,2,2,12,16,11,23
0,5,5,11,32,15,20,5,20
0,3,7,2,12,4,9,9,26
3,3,2,11,5,1,6,36,50
0,11,11,15,10,9,15,10,16
0,0,0,10,14,28,5,21,46
0,0,3,4,10,13,12,16,16
0,10,16,4,33,33,14,37,2
0,2,2,2,10,36,7,7,46
0,6,6,14,14,8,7,14,13
0,15,15,24,12,13,19,15,20
2,1,13,14,12,13,33,22,17
6,11,3,3,43,26,14,18,19
8,16,16,10,14,12,29,8,24
10,10,10,19,19,25,25,20,16
11,15,23,8,8,17,34,9,43
0,6,6,6,6,9,18,38,21
11,2,6,19,5,22,11,22,21
0,1,7,4,9,25,9,40,14
0,4,36,35,6,14,14,24,14
1,3,3,20,9,11,21,30,45
0,11,1,12,4,59,20,8,21
3,7,4,4,8,20,13,30,30
4,5,5,23,6,21,11,10,32
0,10,1,1,5,24,6,36,19
0,5,11,8,8,21,47,26,5
0,1,2,27,15,29,16,2,4
3,3,10,24,2,15,15,39,10
0,3,9,13,2,11,11,23,48
16,4,4,5,30,35,6,4,57
0,1,20,10,10,33,16,12,4
1,2,21,2,12,12,9,19,28
4,4,4,4,41,9,50,22,15
0,5,11,17,10,14,25,49,18
1,1,15,7,8,23,16,29,16
1,1,3,2,25,14,20,27,21
9,1,10,2,10,24,34,29,26
0,1,4,13,25,2,28,31,18
22,1,15,26,4,39,38,15,31
0,10,6,8,37,11,20,24,21
4,12,9,21,8,7,12,4,9
5,5,1,14,8,6,68,31,24
0,9,9,10,21,20,37,32,28
0,9,9,11,2,4,18,26,20
1,1,4,10,10,25,6,24,24
0,8,15,2,16,9,11,28,40
0,14,15,2,8,41,2,5,22
0,14,10,10,4,13,10,22,7
7,7,13,10,3,19,34,13,42
0,9,3,33,12,2,4,20,27
0,2,4,18,4,9,8,41,30
2,17,12,22,10,1,11,24,21
7,29,4,4,19,24,11,6,3
1,10,4,35,1,1,38,22,11
0,0,3,9,5,4,10,11,28
0,2,10,4,10,16,40,2,5
0,15,19,3,15,11,17,16,34
21,21,14,10,2,10,34,34,29
0,0,10,9,29,2,6,30,48
2,2,7,7,21,2,15,8,25
0,1,27,3,29,27,27,33,20
4,2,8,12,7,17,23,32,3
4,16,16,10,10,22,10,23,6
6,6,10,2,11,26,23,2,24
3,5,4,10,34,12,9,22,21
2,4,4,14,16,10,3,26,26
0,19,21,7,15,36,32,13,28
1,5,9,31,12,2,23,15,62
0,4,17,17,15,3,40,21,6
1,14,30,5,14,16,40,16,17
0,1,3,18,26,20,18,3,8
0,1,21,2,25,19,3,22,8
5,15,19,8,15,3,24,9,27
13,19,19,3,20,20,1,20,23
0,0,10,1,24,10,17,35,19
0,4,6,35,3,27,3,33,12
6,3,3,20,20,28,18,14,3
8,8,13,24,9,5,18,27,44
5,5,16,13,26,8,8,24,17
2,2,11,2,20,19,18,12,16
1,1,9,19,9,30,23,25,16
0,6,6,11,9,26,45,17,11
19,19,7,3,3,3,8,10,22
0,8,16,12,16,11,6,35,23
6,2,2,26,2,38,13,54,17
0,2,19,6,12,20,28,16,25
5,4,4,9,24,5,10,8,42
0,2,10,23,15,11,11,14,36
1,3,2,2,29,12,31,19,5
0,0,0,19,29,22,8,5,27
7,6,7,10,20,25,37,11,59
0,10,7,20,22,28,2,6,47
8,2,19,22,14,8,15,31,56
7,7,27,7,3,21,4,11,16
0,21,21,7,12,20,34,4,16
2,2,13,7,7,12,53,32,10
0,0,4,7,5,2,22,18,17
7,7,2,14,20,7,9,4,29
3,2,2,12,6,12,7,31,45
8,14,1,11,30,25,23,19,15
8,44,44,12,2,7,24,23,42
3,23,13,12,24,32,40,19,10
0,13,1,13,3,16,11,16,31
1,1,19,10,20,4,15,4,25
1,4,9,16,11,33,32,16,29
31,31,22,30,28,14,16,27,57
2,2,11,9,25,5,7,5,29
7,7,23,22,28,8,25,20,35
4,4,2,26,7,7,15,25,7
0,9,23,11,36,19,13,22,4
13,2,2,2,9,12,10,13,49
0,2,3,18,22,8,6,9,37
5,8,8,10,23,13,16,29,21
0,2,2,10,10,12,2,6,1
0,0,21,8,41,24,9,18,9
0,7,7,15,33,11,3,16,15
0,4,20,6,26,12,29,17,18
0,4,36,31,36,37,24,17,33
8,18,9,19,19,32,10,11,31
6,6,6,12,13,16,23,10,6
2,2,12,9,14,21,29,11,12
18,18,8,3,8,11,10,10,64
2,7,11,11,14,12,14,16,13
10,5,5,24,11,38,31,42,12
0,27,15,7,8,17,18,3,21
2,11,10,15,11,12,10,22,23
0,9,6,22,39,10,6,2,17
0,0,7,12,1,4,16,18,11
0,14,4,5,35,5,5,10,32
6,20,14,13,13,12,1,44,26
0,3,9,9,9,14,3,9,19
3,8,2,21,20,22,24,43,7
8,18,10,39,21,21,16,57,32
0,0,17,4,26,25,2,18,7
5,9,9,3,46,25,11,16,52
0,1,8,11,13,10,18,7,36
0,0,13,7,41,25,6,28,25
0,14,6,15,23,32,1,28,23
6,6,6,25,13,18,13,6,8
0,9,31,6,15,23,4,37,18
3,7,7,9,9,13,16,12,42
7,7,1,22,15,15,12,5,38
0,9,2,5,3,27,6,7,6
0,8,11,7,36,34,13,20,29
7,7,4,12,8,35,19,1,39
11,1,8,4,12,52,2,15,53
3,2,2,17,7,11,4,4,33
0,2,13,13,13,29,29,9,36
