"A","B","C","D","E","F","G","H","I"
0,14,0,18,14,28,25,31,56
0,10,11,21,7,19,29,26,13
1,7,11,9,28,21,34,11,29
0,0,3,10,4,14,6,25,39
0,3,4,14,27,47,46,37,53
0,3,3,40,12,17,37,42,37
12,11,16,20,11,20,55,43,21
16,9,20,18,27,10,13,26,10
8,1,3,6,41,23,27,30,33
11,2,17,14,12,23,27,27,49
0,1,22,5,18,40,31,40,18
0,1,21,2,26,11,25,4,18
0,5,4,27,9,26,18,48,49
0,3,6,9,28,38,26,41,56
0,7,8,16,13,25,39,30,38
5,6,13,19,16,21,25,41,49
0,3,15,16,19,38,16,32,25
4,21,17,36,11,40,19,21,6
0,8,10,16,14,47,20,26,48
0,13,7,8,5,32,14,31,15
10,0,10,13,15,11,26,59,39
0,1,25,15,13,28,26,15,23
0,0,0,4,8,17,31,32,28
0,6,8,5,29,18,34,19,23
15,8,7,14,19,8,29,34,35
13,6,25,12,15,21,17,12,14
0,11,4,19,17,17,38,14,16
0,2,4,20,29,15,24,23,45
0,9,16,28,25,24,7,11,34
16,0,12,31,12,5,48,21,15
0,16,6,7,15,20,14,19,29
3,33,2,27,20,22,13,43,23
17,10,6,10,31,11,24,15,46
0,6,16,17,12,32,7,36,34
0,10,21,8,16,11,47,44,40
0,14,3,8,18,18,20,28,42
0,2,18,6,8,28,20,59,16
0,0,5,21,17,34,18,51,26
2,14,9,9,32,29,20,38,14
0,2,9,5,4,16,6,35,49
0,0,28,8,17,21,21,22,35
0,19,3,11,24,19,25,30,53
0,0,15,19,7,8,17,27,28
3,8,5,7,25,36,25,41,17
0,4,9,24,32,20,28,48,36
6,3,4,27,22,28,35,37,12
11,13,17,7,29,7,38,40,20
0,7,3,23,19,15,39,35,29
0,1,0,42,44,25,22,32,48
5,0,3,0,18,5,30,39,38
2,29,13,16,9,19,33,39,5
2,10,15,12,17,21,30,18,35
4,4,18,14,8,40,44,34,29
5,3,9,27,21,13,35,31,49
0,1,14,16,22,18,22,25,15
0,8,8,6,6,23,21,22,22
0,8,21,15,11,34,18,43,40
2,11,7,24,22,17,14,24,29
7,7,6,16,12,19,15,18,26
2,8,23,11,11,10,21,11,26
7,10,9,4,9,20,19,38,44
9,8,3,0,9,12,20,18,35
0,3,7,3,23,22,42,41,32
0,7,4,21,19,26,16,14,39
6,8,6,15,12,37,39,35,36
0,0,12,24,10,12,29,33,16
8,18,8,28,19,7,28,10,31
0,0,5,15,17,10,10,63,34
2,2,5,23,6,25,40,15,45
0,5,3,2,27,13,23,22,24
1,19,14,10,13,37,17,52,14
5,3,20,34,10,21,38,30,38
0,23,17,9,19,23,34,32,23
0,4,15,9,16,35,46,28,38
0,14,10,10,2,38,23,26,23
0,26,20,8,27,10,28,31,26
9,0,13,12,12,34,13,16,46
0,3,2,9,19,9,34,25,30
0,23,6,10,39,29,47,29,25
0,7,18,7,26,14,18,30,20
0,0,9,28,14,30,20,30,9
0,3,0,20,11,12,34,37,34
20,1,11,3,27,27,44,36,32
3,7,12,6,7,35,34,39,37
5,0,6,9,19,24,19,17,18
0,3,8,0,26,32,46,25,32
0,3,8,21,26,12,9,22,26
9,3,4,12,19,3,27,21,10
0,0,8,9,21,23,32,15,19
0,13,29,7,28,30,5,23,28
0,8,9,4,24,21,18,52,26
0,2,1,16,10,21,6,19,41
1,3,8,7,28,20,8,16,16
0,2,6,12,7,11,27,29,20
7,1,6,11,19,32,38,18,43
0,6,11,6,5,20,3,52,31
1,11,10,8,7,35,25,36,9
0,8,10,3,9,38,40,39,29
3,1,9,2,16,25,36,26,46
4,0,0,25,16,33,25,40,20
1,6,2,1,14,32,43,39,34
4,10,4,11,36,5,36,22,41
2,4,13,9,9,13,25,30,11
1,7,3,31,39,16,23,18,26
9,5,11,20,8,30,8,62,32
0,6,22,7,33,25,26,30,22
5,12,11,14,18,30,19,18,28
0,0,7,16,5,14,12,43,66
14,6,23,15,18,32,37,41,67
0,2,11,18,26,8,42,24,32
0,6,6,17,23,24,34,26,39
0,4,5,13,43,17,13,26,21
0,23,4,8,30,22,28,25,36
6,2,11,3,15,22,20,42,34
8,6,0,22,11,30,34,18,43
0,9,9,14,25,36,31,31,27
12,3,0,47,17,13,23,33,32
0,2,6,1,18,25,21,27,27
0,1,18,13,30,16,32,16,32
4,11,6,25,22,27,22,13,62
0,11,18,3,11,18,39,26,30
3,6,17,2,22,20,39,24,22
3,5,5,15,18,17,48,46,42
0,12,4,10,25,12,19,31,20
2,6,6,12,24,16,0,55,24
7,3,8,11,12,24,5,42,40
0,3,14,12,21,59,24,28,31
0,4,8,1,7,11,23,17,41
0,1,4,7,10,26,15,18,28
0,6,4,15,10,17,16,41,30
0,9,26,27,25,8,51,22,30
0,10,11,22,1,13,11,26,23
2,7,4,29,15,17,62,22,16
9,5,7,4,29,32,16,28,42
0,3,11,6,30,25,19,27,44
5,9,8,18,10,13,24,35,17
5,14,1,13,2,13,9,19,19
0,4,13,7,16,17,25,41,15
0,0,4,4,20,22,49,29,37
0,8,13,8,7,19,10,18,32
0,18,0,11,28,36,27,28,31
4,2,8,10,5,19,37,19,8
0,4,15,4,11,21,21,31,30
2,7,22,16,9,18,37,9,27
5,14,5,4,5,21,36,47,32
0,8,2,18,9,7,25,22,35
8,5,8,11,20,40,20,20,41
4,1,0,7,11,14,26,29,15
1,4,4,17,2,21,36,26,22
11,0,6,20,8,13,37,22,28
3,15,3,12,18,21,27,38,55
7,18,6,14,8,20,38,13,25
3,0,5,2,30,31,15,14,35
0,15,24,17,4,36,16,49,31
0,5,5,22,36,28,21,54,34
0,6,17,12,7,34,34,24,13
1,7,15,8,27,27,22,14,23
0,0,4,12,1,34,6,32,32
0,0,8,3,33,17,31,22,49
3,4,4,3,24,25,39,42,50
0,4,6,14,25,25,37,22,27
0,1,33,12,28,11,14,13,26
0,7,14,11,7,18,18,50,28
1,14,8,22,32,39,19,52,34
4,2,10,9,22,13,39,34,34
0,6,12,22,6,24,21,23,46
8,2,14,8,7,34,12,22,31
3,10,5,15,37,24,15,21,33
3,4,9,18,12,18,38,32,56
0,0,4,17,24,14,23,18,43
0,3,16,16,18,25,30,39,47
0,0,23,0,27,19,28,21,22
0,4,5,15,8,15,16,17,11
2,12,21,22,9,34,36,27,30
0,0,10,17,28,17,43,25,15
6,5,22,9,5,14,15,34,34
0,3,2,22,23,24,21,24,41
0,0,2,14,9,8,18,25,39
3,6,9,28,19,3,21,49,49
3,1,0,16,20,34,19,9,27
3,10,12,43,30,34,46,35,34
10,3,14,17,3,20,33,27,36
9,0,9,2,17,25,26,12,26
0,5,9,6,23,39,30,39,33
1,0,0,15,16,27,37,20,41
0,7,27,8,14,14,38,40,22
5,5,11,13,20,41,23,14,26
0,6,8,21,7,74,24,18,36
0,9,41,4,21,16,13,16,24
5,18,3,21,13,25,35,28,36
2,8,12,9,26,4,21,24,44
4,7,9,21,14,22,54,41,34
0,5,13,10,17,8,39,21,28
14,4,12,3,11,12,26,32,36
0,8,12,6,25,13,35,16,17
3,4,8,3,9,24,38,28,68
0,11,14,11,8,14,30,24,43
6,14,24,5,10,24,36,27,52
1,0,16,22,17,21,29,22,62
4,14,6,44,2,28,37,7,26
20,19,14,29,18,14,1,13,26
0,9,11,5,15,11,35,22,33
0,0,0,18,14,12,29,35,34
0,11,11,7,21,21,48,23,33
0,12,12,3,26,27,22,41,33
0,4,5,37,13,21,20,16,33
0,0,16,2,17,7,17,37,18
0,6,1,14,17,6,16,31,25
3,9,11,10,11,20,3,11,50
2,15,6,14,10,11,44,7,23
2,10,17,7,10,24,43,9,4
0,0,0,6,39,20,5,20,44
0,3,7,0,15,41,20,35,20
0,3,20,21,12,41,30,5,48
6,1,9,18,9,44,17,22,25
5,8,9,17,23,19,29,8,29
11,11,2,23,11,34,32,8,26
0,0,6,26,42,15,14,52,13
4,3,9,24,30,29,30,21,14
1,16,8,19,7,20,26,7,40
3,0,9,17,8,23,23,37,36
0,10,8,19,29,17,39,25,40
0,3,17,9,10,39,21,27,8
0,1,4,8,9,4,31,39,26
0,10,13,27,29,12,16,45,36
5,3,15,18,12,38,25,41,37
2,1,19,1,8,32,21,17,38
4,5,2,11,20,38,25,11,22
10,9,23,9,21,35,14,31,42
3,1,12,8,4,52,18,23,25
0,9,0,13,13,23,41,34,58
4,8,0,10,10,17,12,16,41
5,3,11,24,13,16,42,23,35
3,15,3,27,51,17,11,36,20
0,13,0,14,21,15,13,19,44
0,5,1,27,22,12,33,23,31
0,11,3,14,15,1,12,38,48
8,5,0,28,15,36,38,36,37
1,9,2,4,20,19,38,38,16
0,11,9,13,27,24,16,17,32
0,9,5,6,15,27,41,37,49
1,5,5,1,11,44,17,17,49
0,6,6,5,11,18,41,41,19
12,0,9,21,3,24,17,46,14
2,0,25,8,22,37,31,17,29
1,0,9,10,5,42,22,18,34
18,0,2,16,26,12,18,44,33
0,0,6,13,8,12,45,38,39
3,8,2,7,0,22,11,37,48
0,1,10,6,3,18,5,51,35
1,13,10,8,12,24,28,20,40
8,7,4,5,10,17,37,39,38
0,1,3,9,20,11,44,14,27
0,19,5,50,14,24,26,13,34
4,8,20,19,3,11,35,35,19
12,0,9,4,14,4,22,32,27
0,6,6,18,24,26,29,29,15
14,4,10,17,32,7,18,27,19
0,8,7,6,10,17,26,18,25
4,5,16,40,12,22,8,13,50
0,5,6,10,18,8,35,36,18
0,0,9,27,31,17,20,38,45
0,1,21,5,16,40,24,23,41
0,8,9,15,9,13,20,35,16
12,0,9,16,8,6,21,19,51
6,3,7,35,14,21,13,36,16
9,13,6,12,12,29,11,30,26
0,1,6,4,22,12,3,50,28
0,5,1,12,7,34,25,12,45
0,7,26,17,32,36,25,38,40
0,7,3,9,15,22,40,42,34
4,6,17,38,29,27,43,22,59
0,7,21,2,11,12,17,27,58
12,0,9,25,5,24,38,20,33
0,0,1,14,18,26,24,19,35
4,8,8,12,11,25,31,16,43
5,8,15,15,23,25,22,46,31
6,7,9,16,21,19,14,30,38
1,0,8,9,19,37,40,15,42
19,13,8,7,14,31,19,31,15
0,10,4,1,24,4,37,25,15
0,13,8,23,8,35,18,42,52
9,4,12,24,38,56,33,29,33
3,3,20,11,30,11,25,27,22
0,7,3,9,16,25,33,28,31
0,0,1,5,38,31,31,16,16
2,4,12,22,14,31,28,51,36
0,4,16,8,8,30,34,27,19
0,11,34,19,1,33,21,34,44
15,5,2,28,21,8,11,29,34
0,12,14,26,36,23,39,63,19
0,0,4,21,9,23,30,23,58
2,7,9,18,17,32,39,20,24
0,8,7,4,30,47,22,13,28
0,8,0,15,20,36,31,29,28
14,2,2,12,35,11,33,8,29
1,0,20,21,7,28,43,12,18
0,0,5,21,13,24,20,24,35
0,10,6,8,18,53,21,19,32
0,8,9,14,33,19,20,42,29
12,6,28,16,13,39,24,32,17
0,1,21,23,4,14,52,56,32
0,4,16,20,27,37,34,22,33
0,7,11,3,5,18,38,18,33
4,9,12,9,8,16,33,25,13
10,0,19,18,5,37,18,27,38
0,13,6,33,23,25,9,35,21
18,4,11,9,12,22,32,16,19
0,3,6,24,10,15,27,47,33
1,11,17,5,25,21,41,15,38
0,0,9,3,11,9,13,54,33
10,11,0,13,12,20,27,28,14
4,6,16,5,12,35,19,18,24
0,5,17,17,28,28,35,19,30
4,3,14,21,8,16,35,28,58
9,19,1,1,12,23,18,52,37
0,4,6,25,21,20,23,19,46
10,3,6,15,27,20,22,22,22
0,12,17,19,4,28,28,13,28
0,4,10,2,16,28,39,17,52
19,0,17,11,7,40,11,43,39
6,4,5,0,29,10,27,21,49
0,7,12,9,8,19,15,16,34
0,8,8,9,19,41,22,26,39
2,3,6,8,15,13,43,34,39
3,8,2,11,34,20,29,20,12
0,0,9,9,19,17,21,22,13
11,5,3,12,10,22,24,20,25
0,7,9,5,16,6,27,35,52
3,1,6,21,24,28,13,29,42
0,22,18,12,27,10,10,50,40
3,0,11,12,27,14,43,37,45
9,5,0,27,8,41,17,31,29
15,12,18,28,11,11,18,46,33
3,11,30,5,9,9,17,11,25
0,0,4,9,20,25,38,30,38
0,4,11,6,33,8,27,21,14
0,2,14,26,17,16,20,22,35
3,5,16,10,2,19,16,21,12
0,4,11,5,14,6,26,25,21
0,0,15,23,40,14,10,37,30
0,30,14,15,9,52,19,43,30
0,6,6,3,28,20,14,18,9
0,10,9,26,15,26,47,28,53
2,9,17,8,30,13,53,21,16
0,4,4,3,9,24,14,41,58
2,7,11,15,4,13,50,42,37
7,10,9,6,33,21,4,44,12
5,24,6,18,18,16,28,14,13
6,0,4,3,2,31,28,25,25
4,17,7,23,7,4,36,34,50
0,1,9,11,16,7,14,27,64
3,5,0,7,16,25,36,23,42
0,11,12,21,45,39,27,39,33
6,0,6,7,9,25,37,16,34
0,3,10,21,21,48,15,29,23
0,8,0,15,16,19,26,27,24
11,0,0,18,3,5,30,23,15
0,27,12,12,12,23,22,17,47
0,0,17,37,19,20,28,28,29
2,0,0,5,28,41,24,26,35
0,8,2,29,20,35,9,43,31
0,5,8,14,27,20,22,45,37
2,0,6,8,10,30,13,25,17
1,0,8,18,24,14,35,39,51
5,11,15,10,21,18,5,34,31
3,2,36,16,20,11,21,11,28
0,6,1,2,15,19,30,16,34
6,12,8,20,11,15,28,51,34
0,3,9,22,5,28,32,25,31
4,3,17,24,14,30,43,28,27
0,10,14,21,22,9,10,34,42
8,6,0,18,10,12,31,32,28
5,16,11,15,5,16,12,7,14
6,0,6,18,27,20,10,45,36
1,2,13,7,21,35,68,9,13
0,21,17,20,19,12,20,35,29
5,8,17,16,34,29,11,28,33
11,2,5,18,44,32,24,20,23
11,2,14,10,22,10,15,27,37
7,9,5,6,18,10,21,31,15
11,0,19,18,35,33,40,29,32
0,1,23,32,2,39,34,28,23
0,10,13,7,5,21,20,33,37
2,1,11,21,14,9,35,38,44
6,2,14,15,6,15,23,30,50
5,0,15,16,7,16,34,36,66
7,4,13,9,11,14,25,9,31
11,1,19,10,20,20,33,24,39
5,2,9,21,4,6,54,31,47
0,8,3,29,43,22,25,9,32
0,7,14,10,8,20,22,35,45
0,10,26,23,41,14,27,18,29
0,7,2,5,19,22,21,32,46
0,9,11,13,11,24,4,13,46
0,2,10,15,6,25,44,31,30
23,4,9,12,29,13,59,11,31
0,0,7,24,9,24,44,17,34
0,8,6,25,17,8,22,48,24
3,9,6,5,4,27,19,21,14
0,2,14,3,14,19,24,21,33
7,22,3,4,17,2,14,23,59
1,9,7,11,16,15,20,23,59
4,6,3,37,8,11,2,29,46
0,11,11,17,12,31,36,32,27
1,10,7,24,13,27,15,48,34
0,6,1,8,6,15,36,24,38
0,8,17,21,9,14,23,22,40
3,9,10,35,12,12,77,37,10
0,13,10,24,5,26,25,40,8
0,7,12,17,26,14,20,27,22
3,4,11,13,16,5,12,29,29
0,10,5,0,30,21,17,46,41
6,12,9,19,5,16,17,21,24
1,9,7,12,14,25,35,16,15
0,1,7,3,12,33,28,19,40
0,4,29,3,13,24,20,19,18
6,4,16,19,16,12,28,17,25
2,7,19,18,10,27,17,21,34
0,6,16,7,10,20,24,40,43
0,4,21,18,14,8,25,46,58
0,7,7,13,17,29,14,24,24
2,10,5,22,17,25,39,14,23
4,1,0,6,35,15,27,33,26
9,1,0,1,18,24,21,15,33
4,6,3,23,22,36,14,51,34
5,5,16,16,7,19,17,34,8
0,6,6,2,6,8,36,7,36
6,2,16,5,22,3,35,20,22
0,3,13,25,14,29,9,26,59
0,6,19,13,12,32,31,20,20
2,0,13,20,16,19,34,25,17
0,3,20,23,9,27,29,34,76
2,13,14,22,12,19,44,8,42
5,4,13,10,20,16,22,10,25
2,1,14,18,20,24,18,30,15
3,0,4,23,5,10,17,32,39
0,4,4,20,5,18,41,34,7
0,0,10,6,17,17,6,34,16
8,6,9,14,21,40,16,23,22
0,6,5,2,17,27,18,19,30
0,13,22,22,18,10,24,11,15
6,4,6,17,22,23,26,28,33
2,6,7,37,21,40,14,11,14
10,16,11,10,22,25,35,21,38
6,11,3,1,17,12,38,32,45
0,18,9,24,14,13,27,23,17
0,2,15,14,16,12,34,47,44
5,4,11,3,3,32,27,14,29
0,2,8,24,24,6,16,25,23
0,3,12,51,14,13,38,34,33
13,8,5,17,15,14,36,17,49
1,2,12,13,25,6,26,27,38
0,2,26,33,68,9,13,21,81
0,19,18,8,29,16,41,19,47
2,10,6,22,27,32,24,20,14
0,2,4,12,21,6,30,22,43
0,1,9,23,7,9,14,11,24
0,4,2,2,9,24,20,13,35
4,10,16,28,22,32,36,46,42
0,5,3,12,27,28,33,35,42
3,0,11,5,7,16,71,16,29
2,5,5,23,15,26,30,47,27
0,1,11,23,20,5,32,41,21
10,0,23,16,22,16,28,36,68
0,8,10,24,41,18,33,37,21
0,4,10,22,35,33,19,18,20
0,9,10,9,15,34,22,26,31
1,5,12,14,13,22,11,23,41
1,10,2,27,14,24,14,19,15
0,6,6,0,21,38,32,13,55
3,4,11,16,17,14,20,25,22
0,4,27,4,8,26,13,17,24
2,12,14,15,16,13,5,15,22
0,4,4,17,9,18,24,25,41
0,8,18,23,14,17,22,34,25
8,5,17,21,3,24,15,12,38
5,2,3,9,11,21,33,6,41
0,21,21,15,25,4,24,22,18
11,0,3,17,26,23,18,18,43
1,9,2,11,11,16,26,22,29
1,0,16,19,8,24,23,25,34
0,5,0,8,19,17,27,16,15
3,5,16,14,17,31,32,11,70
0,0,27,11,20,38,20,21,22
7,5,17,4,9,24,18,13,32
0,2,2,11,18,16,33,16,19
0,0,6,28,14,16,18,19,41
5,14,38,5,46,16,19,41,31
0,4,13,10,28,10,6,31,16
0,0,19,4,12,18,10,33,19
11,6,0,13,22,29,14,42,28
0,3,12,6,9,14,40,38,38
2,3,34,5,16,40,16,8,16
5,0,5,21,23,0,42,51,25
1,5,4,10,12,28,16,15,40
1,6,0,18,15,25,9,13,42
4,11,9,15,12,20,19,43,37
0,7,3,4,30,25,18,25,51
0,1,16,4,7,37,26,29,25
7,10,9,0,21,13,61,51,9
0,8,12,21,28,24,33,39,20
9,10,16,24,17,22,21,30,33
5,2,18,19,15,21,19,33,23
2,8,0,12,2,24,30,35,63
0,3,15,5,5,10,49,17,17
10,10,6,8,9,9,25,27,11
1,2,8,14,33,20,13,38,26
0,11,5,17,17,33,14,26,25
8,3,3,2,17,39,20,16,41
1,8,7,9,8,36,14,24,29
0,6,8,22,25,28,22,27,59
0,0,1,22,10,23,35,56,39
0,6,8,22,14,23,15,16,29
0,9,9,21,8,18,31,36,29
0,11,15,0,8,18,14,21,3
0,11,15,25,11,18,23,11,20
0,3,16,28,6,14,59,26,25
18,4,32,26,28,14,24,12,13
0,8,5,0,26,47,10,25,27
0,0,12,3,43,20,37,24,25
6,4,24,8,33,10,23,4,18
6,0,9,12,31,23,20,28,41
0,1,17,0,12,23,31,21,21
0,3,10,12,10,26,25,22,32
0,4,8,7,13,31,33,8,33
2,22,11,15,6,34,26,23,20
0,3,21,11,3,19,17,25,37
4,3,15,8,23,13,37,16,25
0,8,6,23,23,8,22,26,35
0,5,17,3,7,9,22,33,36
3,0,1,23,32,23,6,28,18
2,15,19,8,30,24,27,14,25
0,5,0,14,4,24,10,43,41
2,5,0,6,26,13,29,46,32
0,6,20,1,31,24,37,32,13
4,8,6,14,36,26,25,14,34
0,9,2,10,5,13,32,16,42
0,3,13,19,28,13,60,46,20
9,0,13,7,5,5,27,26,42
9,4,15,2,16,15,16,30,23
1,2,9,27,18,23,33,27,15
1,36,8,3,37,9,27,15,27
0,6,13,22,16,29,25,14,29
0,2,11,24,15,14,16,16,36
0,0,12,12,23,35,28,43,13
0,0,6,10,23,20,30,55,7
0,2,6,10,31,33,28,24,42
0,1,4,3,29,35,42,52,7
1,5,10,9,29,34,81,16,36
7,4,2,16,7,35,31,23,34
0,6,10,7,17,36,23,51,28
0,5,14,20,35,31,22,30,50
4,0,29,11,30,22,26,46,42
4,0,12,3,25,50,26,26,29
1,0,12,14,5,18,34,31,43
16,17,1,20,15,30,21,42,59
6,14,11,13,30,8,6,21,23
0,1,11,22,3,9,21,18,22
3,1,7,19,26,18,30,26,31
11,10,21,27,2,25,14,40,31
0,5,12,7,41,27,25,22,12
0,10,0,11,14,20,34,58,40
3,9,0,8,13,20,22,29,31
0,0,18,26,1,23,23,31,34
3,3,15,21,39,7,12,28,37
0,0,4,30,26,12,39,30,27
0,2,4,12,14,14,18,28,7
0,0,16,18,15,14,21,39,30
0,11,11,7,24,29,19,27,4
2,3,4,14,8,41,24,9,48
10,7,2,17,25,32,33,9,42
1,3,6,10,27,25,36,23,26
1,4,14,7,24,19,18,44,21
0,5,20,6,14,9,26,16,39
3,9,13,18,8,20,31,17,25
3,0,3,13,18,27,8,6,12
1,1,19,10,28,27,37,32,34
12,18,22,3,15,18,12,19,33
0,1,13,26,5,21,27,6,26
2,2,4,18,17,12,41,37,17
0,3,4,29,27,25,31,10,32
1,3,16,22,5,12,28,7,26
0,0,13,43,9,23,28,10,8
0,9,0,16,11,23,23,24,16
0,2,7,14,28,13,18,28,43
0,10,16,10,25,17,19,21,23
13,7,9,16,31,33,31,16,39
0,11,9,10,17,6,32,48,30
0,7,0,6,17,18,18,22,16
4,0,7,6,8,22,27,24,44
1,6,11,5,23,25,33,25,19
0,3,4,7,36,5,22,41,35
1,0,13,26,25,16,12,25,24
0,0,10,10,18,34,34,14,48
0,14,5,8,6,17,23,21,48
0,2,7,19,35,28,16,27,30
0,0,3,22,14,19,43,29,25
0,1,23,21,6,34,17,34,27
0,9,3,0,18,30,53,11,16
0,12,11,24,8,0,21,15,24
3,8,17,32,22,24,28,23,10
0,2,4,16,8,23,34,35,23
4,5,3,13,19,23,12,19,28
2,5,12,22,39,10,26,36,8
4,6,2,8,14,37,38,39,29
0,7,9,20,18,8,29,30,36
4,1,7,2,13,19,12,41,36
0,14,1,18,23,31,20,40,16
0,1,13,18,15,31,32,18,19
3,23,2,15,24,27,13,29,41
3,10,1,8,6,5,34,34,26
3,3,24,6,31,19,43,28,34
4,2,1,14,11,41,26,27,37
9,8,2,16,38,33,9,17,47
10,4,3,1,11,21,13,9,22
11,2,16,19,8,6,41,57,23
0,8,15,17,9,11,30,30,34
6,19,22,7,10,25,26,27,26
6,3,5,5,18,19,37,24,28
0,23,5,5,8,13,21,25,12
0,12,34,20,28,24,15,35,25
8,12,5,12,34,27,22,42,15
3,0,0,5,25,32,41,24,36
8,18,14,5,10,15,30,36,52
0,5,9,9,4,21,25,46,56
7,0,10,14,33,17,34,18,30
4,4,0,12,34,18,13,24,29
7,2,12,6,10,9,12,17,28
13,7,4,2,30,25,17,17,29
12,3,14,21,12,7,19,12,38
0,5,15,1,21,9,23,26,27
4,13,10,5,20,30,37,35,51
0,3,4,9,20,12,24,38,22
13,10,16,25,11,49,16,47,25
3,10,8,18,9,27,2,22,15
9,8,2,7,12,13,34,23,29
2,3,10,19,24,28,16,47,40
0,3,3,30,11,21,16,27,26
6,5,1,13,16,12,19,30,55
4,2,18,12,6,24,31,27,47
0,6,3,13,18,23,19,30,22
0,8,5,10,36,23,30,13,24
0,12,7,14,8,37,29,21,46
10,0,18,19,20,23,30,31,28
0,2,3,11,12,22,16,44,43
6,11,4,13,11,12,13,23,50
0,4,0,21,7,25,12,36,39
0,7,11,4,37,14,22,41,29
7,13,4,2,26,26,41,14,55
0,7,6,17,11,40,13,33,19
3,2,11,10,4,32,42,33,14
16,10,8,21,17,22,15,27,39
0,8,12,6,13,18,45,28,28
0,6,7,12,21,41,29,26,39
0,12,14,7,22,15,24,31,28
