"A","B","C","D","E","F","G","H","I"
18,32,41,10,50,48,45,67,90
8,11,53,46,7,75,120,70,39
0,12,6,35,42,92,119,141,27
1,1,30,80,31,27,173,76,85
0,22,8,62,50,3,7,42,80
3,27,29,78,38,95,53,59,46
15,21,32,20,28,133,90,15,88
0,1,23,55,40,49,34,43,116
2,41,49,23,40,33,51,111,131
24,24,1,34,52,43,116,77,126
0,34,18,10,53,148,11,100,110
0,8,47,42,34,69,36,115,55
3,3,48,42,16,39,84,62,49
0,0,34,60,47,104,59,101,91
4,46,18,38,72,60,47,33,81
0,13,13,5,2,58,94,102,110
0,2,48,14,109,118,112,38,98
20,29,28,36,26,159,63,56,29
0,5,16,21,102,16,98,95,65
0,0,67,27,40,57,84,64,126
0,0,25,66,26,36,99,88,57
0,16,37,70,8,55,85,73,46
7,8,87,17,5,75,89,96,56
0,15,53,80,63,109,96,51,108
0,30,18,55,83,41,18,130,82
7,10,32,86,44,37,116,63,62
0,6,56,35,33,76,67,47,72
7,6,24,53,29,89,56,41,24
0,19,9,9,104,22,116,105,78
26,10,3,30,49,60,59,37,110
43,40,35,50,72,56,66,107,139
13,23,26,28,18,63,93,91,108
31,3,12,22,77,40,91,54,32
11,28,68,37,55,52,94,89,80
0,48,6,8,56,117,69,152,71
20,8,36,47,21,47,111,83,76
2,5,6,34,39,45,39,13,62
12,6,6,57,27,42,91,69,67
10,10,36,72,62,91,36,68,85
12,12,51,20,51,49,92,88,15
0,0,1,74,43,34,202,25,132
5,29,11,35,25,51,77,35,78
25,37,54,64,19,47,89,125,105
15,13,33,65,64,49,42,187,144
4,4,26,30,2,62,29,75,47
28,10,29,3,59,38,159,32,3
6,6,19,30,50,44,118,108,59
0,13,3,14,42,23,62,49,119
3,3,6,65,61,31,27,45,34
17,68,55,50,85,42,154,55,130
0,10,55,67,63,46,63,99,67
16,8,53,91,42,60,107,29,71
14,2,25,42,22,40,2,27,30
0,88,41,35,37,70,63,142,57
11,20,36,5,80,50,57,69,155
24,25,5,61,68,110,10,4,148
0,8,2,26,110,38,70,65,83
7,21,1,5,47,48,110,70,85
13,17,52,23,22,88,47,74,78
3,4,4,73,32,68,117,40,21
52,52,9,33,16,94,120,121,95
9,3,29,61,34,135,1,59,49
25,4,41,43,58,120,26,57,81
0,8,29,86,29,20,45,27,101
0,4,9,26,5,24,39,33,60
0,10,10,32,72,43,83,135,71
7,12,27,30,72,34,91,28,210
2,4,19,49,39,93,126,16,100
0,29,29,39,68,41,26,62,127
0,18,52,68,44,21,57,51,131
0,11,11,8,12,77,157,54,69
5,17,9,49,72,34,43,27,66
0,19,30,17,74,19,136,69,62
0,0,54,63,44,44,61,44,89
15,2,9,35,70,67,77,105,83
5,5,22,48,45,32,35,58,61
14,57,60,19,64,86,77,129,135
9,37,22,62,47,44,71,17,119
0,65,44,20,49,96,107,90,99
1,10,7,46,110,42,77,105,85
12,12,32,50,32,41,86,26,95
0,0,63,41,78,79,95,52,57
5,36,18,82,84,103,80,42,9
0,15,12,8,42,52,98,64,46
6,17,18,155,52,50,50,44,83
0,17,51,6,35,20,40,138,65
8,6,7,65,80,123,40,81,91
0,31,39,92,32,74,34,98,78
0,0,12,39,16,47,65,93,31
26,25,9,41,13,16,104,44,83
15,4,22,27,82,23,44,67,113
3,14,38,28,47,97,54,171,28
0,5,51,24,78,35,73,67,47
15,1,12,72,59,62,119,83,71
0,16,11,18,85,33,20,108,66
0,20,20,10,53,79,26,31,61
0,2,6,58,68,42,88,125,56
9,7,7,60,54,83,69,107,142
0,0,51,28,14,159,81,33,80
7,53,43,18,25,32,76,49,82
0,15,14,45,42,42,129,92,172
17,13,9,29,36,121,69,123,126
13,34,39,68,26,98,81,113,102
3,42,76,81,39,43,43,105,35
0,3,14,96,41,58,61,112,85
19,22,22,28,96,15,97,74,112
8,13,33,57,68,74,58,109,104
34,18,41,34,27,41,90,40,94
1,2,57,47,104,51,54,86,98
3,27,6,96,52,43,72,105,26
7,10,10,48,32,70,63,99,99
8,45,66,51,10,43,107,67,43
32,78,70,70,17,53,25,137,39
26,26,60,25,18,89,19,45,82
0,18,9,25,46,58,123,106,136
20,21,14,66,87,50,47,43,63
0,0,5,34,65,40,62,24,107
22,42,79,63,14,160,107,48,37
0,9,24,32,114,117,5,18,9
15,15,9,33,46,113,99,93,43
0,20,43,46,18,110,44,149,86
14,23,4,125,22,22,85,93,58
0,0,23,18,13,28,65,81,54
7,38,21,28,49,26,89,123,93
27,24,4,19,52,128,58,91,104
2,30,23,50,56,48,91,45,88
0,23,20,68,13,66,83,99,57
6,12,7,31,49,80,100,18,67
6,22,18,103,4,46,59,99,117
0,18,9,37,48,88,60,129,157
0,3,44,85,41,64,40,92,126
2,26,38,60,60,155,65,52,103
0,19,15,84,22,110,70,118,100
0,8,8,93,45,63,90,65,55
4,11,32,61,147,11,42,75,29
16,6,6,9,10,97,57,34,136
13,13,49,33,60,23,94,23,67
0,11,13,43,34,71,52,44,82
0,5,43,16,44,64,146,53,118
0,41,79,27,43,37,52,72,195
9,9,6,15,57,66,15,152,52
25,29,65,9,7,54,146,66,76
9,25,32,17,105,69,35,80,52
52,23,23,23,36,39,59,64,63
3,1,29,10,37,18,45,178,155
1,5,13,49,36,36,65,70,95
6,18,36,34,41,12,137,74,48
0,24,13,1,47,52,69,109,44
5,16,11,22,43,41,65,90,122
0,15,24,38,3,68,83,74,46
31,9,20,37,47,69,58,82,163
5,50,23,10,57,108,108,105,85
18,22,10,46,23,65,60,26,78
0,12,76,24,17,16,40,15,28
0,8,39,36,36,38,150,129,44
0,6,19,70,40,44,74,66,47
4,18,57,51,47,99,116,67,92
0,0,43,90,54,63,23,97,77
13,38,43,89,28,22,174,46,98
0,43,7,32,71,36,70,57,37
5,8,8,16,32,61,116,69,28
26,15,35,25,36,34,81,109,57
6,28,65,47,22,94,34,81,113
20,9,40,47,50,38,29,85,45
0,4,46,61,51,71,10,45,80
0,28,44,19,53,9,65,115,106
0,31,33,34,41,53,143,90,61
0,46,20,13,43,75,22,40,98
0,26,59,24,60,31,66,55,162
24,24,22,79,61,66,54,61,108
0,25,11,8,24,24,107,31,57
0,4,15,22,30,85,90,39,54
6,38,21,10,36,22,24,76,72
9,8,74,26,43,76,68,85,61
0,59,12,7,46,50,74,72,74
6,13,32,6,90,14,37,102,80
9,7,7,12,67,50,82,30,32
0,9,27,65,53,32,45,75,104
1,37,27,19,36,69,52,77,65
0,3,12,34,183,100,31,50,98
2,16,38,20,32,46,64,83,95
0,7,20,112,9,18,13,169,97
0,5,18,42,29,87,41,36,150
0,23,82,21,50,135,122,11,103
8,1,77,58,70,65,65,34,162
0,31,19,59,37,28,32,65,67
18,43,4,80,17,146,110,40,96
4,3,3,74,72,110,139,60,75
1,36,7,34,39,49,38,122,72
12,31,28,30,47,40,36,74,45
9,25,44,17,52,86,125,44,74
17,11,68,76,56,36,64,115,58
36,11,15,12,78,70,127,82,7
14,7,19,79,28,36,52,65,77
0,29,48,26,61,7,58,55,67
21,11,19,36,52,87,106,54,79
0,41,38,38,31,5,59,45,50
7,10,51,26,73,120,16,134,27
3,3,4,1,30,3,75,59,135
0,11,5,16,15,100,96,35,178
14,14,15,41,86,56,91,148,182
7,48,44,17,26,83,105,77,159
6,74,53,12,18,55,51,29,15
0,14,5,28,52,38,87,44,61
10,20,52,33,7,50,21,68,194
33,3,10,43,62,31,22,22,94
1,15,20,60,47,72,80,57,49
0,0,7,106,42,52,57,109,111
2,11,18,24,30,24,90,56,98
0,15,28,18,145,64,76,45,91
16,7,50,63,53,49,89,96,70
4,2,56,52,33,23,6,45,35
0,22,20,24,51,68,48,93,121
0,14,51,12,25,66,32,71,131
16,41,53,66,46,68,30,14,86
0,0,0,39,23,38,59,102,116
20,11,17,12,48,82,38,37,161
0,4,2,45,94,101,100,77,113
11,2,30,53,27,45,79,81,50
0,19,22,20,52,50,60,106,85
8,8,4,58,67,62,85,39,68
3,24,36,62,19,1,106,106,13
7,7,47,5,11,48,60,71,71
15,30,11,25,87,8,71,107,117
0,3,30,4,50,66,106,51,61
25,7,19,81,30,34,43,48,45
0,16,6,64,16,27,80,87,94
0,11,27,46,51,92,109,89,78
13,9,5,17,80,176,27,78,156
9,38,8,57,62,61,62,31,15
0,0,30,7,37,47,52,42,100
0,19,77,23,120,92,71,102,56
20,37,12,43,39,68,102,36,56
2,8,31,31,53,48,32,35,60
16,11,37,78,12,163,48,66,116
0,12,9,51,21,56,26,32,33
0,3,43,71,83,58,137,52,78
58,22,19,44,57,16,85,97,61
0,13,14,35,60,51,108,85,82
20,38,39,68,26,73,15,114,85
0,50,17,17,47,71,99,80,92
0,16,51,83,88,104,119,66,160
0,28,20,26,72,40,39,64,70
0,25,9,36,80,26,35,83,91
0,43,43,33,29,111,82,112,89
0,38,16,46,30,16,89,28,102
10,10,19,46,37,41,143,44,135
0,6,57,8,70,62,81,47,89
0,38,39,14,47,41,53,37,69
0,6,79,5,40,26,70,105,71
7,42,12,46,24,112,86,58,69
19,47,31,39,33,22,61,55,35
9,1,7,58,15,83,74,91,115
9,39,39,29,75,92,118,72,60
13,13,22,27,89,110,32,15,66
4,2,28,36,42,85,61,57,136
27,40,27,2,114,92,140,17,94
3,16,16,65,21,59,38,77,100
0,35,20,34,58,43,78,121,81
16,16,9,41,53,53,103,79,113
6,23,9,30,86,36,67,63,27
18,19,33,61,26,23,146,108,59
9,11,20,23,80,78,79,13,126
1,43,24,50,60,21,94,78,169
10,14,2,27,48,138,57,31,108
0,42,30,104,73,13,146,48,40
17,17,32,80,62,51,26,157,35
0,4,47,116,83,39,52,126,108
43,17,2,103,29,76,46,122,76
22,11,19,12,96,131,33,70,83
18,25,72,25,41,11,204,53,165
5,5,33,24,28,31,28,80,93
5,14,50,24,46,45,42,72,108
2,13,76,35,28,94,108,53,41
21,32,12,3,3,99,65,128,90
0,45,64,27,51,75,60,12,99
0,4,19,7,45,69,44,22,94
0,39,3,22,4,44,73,99,130
32,14,13,73,120,70,73,68,77
0,16,6,41,34,46,33,38,88
29,28,19,39,3,66,135,90,114
0,1,25,25,42,92,32,77,125
12,21,66,10,15,83,38,55,128
8,16,17,26,22,22,52,126,60
0,4,50,35,41,115,59,9,63
0,64,16,62,39,67,84,50,98
5,18,17,59,72,86,66,33,127
17,13,5,85,63,69,38,53,58
15,10,41,112,35,32,40,38,85
0,33,6,29,103,59,66,42,54
4,4,46,82,24,10,91,67,3
0,24,57,36,44,39,49,56,67
9,14,22,15,78,57,143,63,56
21,21,46,81,27,39,69,71,27
31,31,17,31,45,12,48,98,46
0,5,65,38,27,36,66,138,106
25,8,60,46,51,29,74,100,75
0,5,20,58,52,22,20,69,102
8,4,37,48,46,25,6,98,109
4,50,59,8,57,35,40,155,144
13,13,4,83,88,77,58,40,50
0,10,28,32,16,108,40,35,87
33,43,15,66,25,35,55,45,83
26,15,1,10,100,25,47,99,108
5,20,34,50,2,74,104,10,130
11,5,4,3,46,101,53,150,197
0,18,24,14,8,68,70,54,72
0,8,1,1,124,71,174,77,113
0,42,42,23,15,85,114,37,91
10,10,48,57,102,115,67,123,37
0,36,46,33,23,59,103,68,27
0,0,19,39,64,76,45,113,169
0,24,70,46,81,25,52,47,57
32,23,40,20,47,104,107,74,53
8,28,55,42,56,53,35,74,48
18,30,30,62,17,74,68,65,195
0,0,27,16,29,41,127,103,26
5,5,30,5,67,124,28,84,19
13,35,20,71,37,47,17,29,50
0,24,50,50,76,35,86,59,67
43,5,40,16,53,74,156,120,74
8,18,18,18,119,47,19,71,66
0,5,40,40,42,85,35,67,160
5,13,13,11,23,134,113,194,63
0,21,13,40,21,11,49,101,118
0,28,54,6,64,75,31,35,120
0,31,17,35,8,122,58,124,34
5,18,15,17,15,61,63,74,81
32,23,8,33,60,61,14,59,81
3,3,15,43,33,35,81,92,103
9,9,20,42,43,129,31,76,72
3,3,7,29,55,68,32,86,80
0,0,53,22,71,60,77,70,60
0,9,23,58,41,38,43,156,58
29,1,7,18,15,44,75,33,111
0,37,32,44,24,36,89,114,131
0,15,11,11,48,52,97,48,116
14,5,11,63,36,77,85,71,106
0,13,1,41,16,66,73,147,25
9,9,74,42,42,109,120,77,94
0,12,2,58,55,18,90,35,103
14,16,36,64,20,109,23,112,112
0,5,52,54,40,99,159,118,51
51,20,32,57,8,11,6,140,114
0,17,9,9,89,127,88,44,131
3,3,85,42,42,62,46,81,160
2,12,21,27,6,69,127,157,125
13,27,47,57,59,60,63,91,5
0,7,42,43,62,72,88,60,75
0,0,13,28,63,67,81,47,95
5,22,49,41,70,70,81,55,129
0,0,39,64,55,80,62,40,65
2,17,54,58,17,49,123,70,71
3,3,38,47,34,11,98,44,138
16,20,7,80,53,57,87,103,103
17,16,49,68,34,65,115,52,51
8,26,43,64,43,30,56,55,36
12,13,30,70,35,62,85,69,63
0,32,15,24,24,81,85,110,141
0,35,39,35,32,122,16,79,92
0,7,8,30,79,49,127,153,49
0,41,5,59,20,68,39,123,105
26,53,36,56,25,46,32,160,103
1,2,31,32,26,106,42,79,137
0,30,30,51,62,128,98,28,122
10,33,28,93,73,78,81,115,105
32,5,16,11,62,65,104,50,107
0,0,38,22,81,107,79,84,29
0,10,9,14,13,98,47,59,105
4,29,9,45,42,92,61,70,115
0,8,54,42,16,27,80,48,185
12,22,8,49,56,40,76,79,211
14,8,12,47,65,16,61,88,87
11,4,20,33,11,110,54,87,92
10,1,21,36,36,83,36,92,177
6,25,9,82,75,39,56,72,133
16,44,23,14,18,39,124,15,113
0,7,6,57,35,105,68,61,201
0,4,5,36,80,58,78,65,91
0,17,68,84,65,51,57,46,88
0,19,15,27,118,5,104,71,140
4,4,11,4,18,11,28,75,83
2,13,56,5,29,117,81,62,81
17,17,24,79,47,48,172,71,23
0,6,19,7,63,33,43,79,70
0,42,3,22,36,38,78,53,101
0,2,13,36,28,47,93,100,38
9,44,7,64,107,61,36,94,58
1,8,14,28,56,103,24,51,165
29,11,30,60,32,66,23,113,118
0,0,8,57,26,10,30,135,59
8,31,92,21,44,62,53,37,20
0,9,9,17,98,51,61,119,70
0,5,17,11,43,47,63,58,72
3,11,25,25,92,39,59,84,80
13,33,3,21,44,2,139,59,55
41,16,30,46,17,48,56,51,88
8,6,54,56,26,121,58,87,43
8,13,11,26,45,58,75,105,46
0,27,38,38,51,35,43,90,147
10,8,3,9,40,47,80,57,92
5,1,40,28,48,26,17,145,55
14,15,81,8,66,38,84,81,128
17,17,22,90,48,88,51,73,48
0,35,28,57,63,72,69,43,70
6,37,15,14,14,3,133,95,126
41,32,30,24,30,46,86,102,116
6,37,69,41,27,25,64,70,30
0,0,101,101,48,62,98,67,98
0,0,15,25,62,36,115,55,43
14,26,35,54,52,18,139,29,35
1,10,10,42,57,60,56,156,27
14,11,70,47,39,86,38,53,91
0,0,63,49,56,78,92,102,59
0,11,36,131,68,63,68,70,36
15,2,2,44,53,45,79,122,123
0,22,97,9,88,88,49,76,62
8,10,7,85,2,27,9,73,109
18,18,57,13,60,37,11,52,99
5,22,30,66,33,74,47,31,65
0,15,14,30,51,34,151,61,37
18,8,33,62,36,39,109,60,40
0,16,7,14,84,46,46,50,92
34,49,31,16,37,78,71,100,38
19,25,25,14,47,12,190,98,168
0,21,37,93,71,6,60,27,180
7,1,66,9,23,55,122,58,125
0,6,65,6,38,18,60,112,129
13,48,43,43,31,74,65,83,69
29,29,15,125,49,98,28,29,117
0,22,71,7,37,89,111,109,98
2,2,43,54,40,85,51,57,61
1,14,76,13,62,71,73,43,75
0,7,8,25,2,83,59,28,62
5,2,94,80,52,14,35,24,56
1,40,14,3,11,27,113,25,64
17,54,38,10,56,51,90,50,122
4,28,4,17,7,43,126,88,137
0,4,23,30,18,22,23,169,109
23,15,45,47,70,79,68,31,105
10,4,65,61,5,131,17,51,67
0,2,15,33,48,19,111,168,129
9,24,12,10,10,74,145,121,103
10,5,38,53,15,20,20,66,97
18,55,69,27,5,34,69,77,83
0,0,20,21,66,133,31,177,112
1,4,5,40,64,28,43,43,32
0,33,27,23,101,47,57,47,75
7,20,8,119,28,47,184,44,155
0,0,17,32,83,47,76,80,116
0,27,26,51,37,43,64,73,96
2,42,42,19,30,4,87,54,132
5,38,17,93,35,46,72,26,86
10,19,33,21,10,23,60,56,91
13,12,9,25,27,33,23,86,66
0,0,4,3,93,107,29,79,97
0,10,54,43,32,149,75,119,66
0,25,37,46,67,110,134,101,61
13,13,13,7,2,81,44,17,123
5,15,24,61,52,116,137,106,50
11,9,25,45,106,55,56,136,96
5,5,29,19,103,19,40,16,66
0,3,47,34,71,50,80,60,37
0,0,12,46,57,108,99,63,51
9,4,12,22,84,90,43,91,28
0,25,6,25,82,73,53,82,105
0,0,21,80,60,72,91,20,24
9,12,30,13,40,25,3,46,127
0,0,54,98,84,83,68,121,33
23,31,9,56,34,44,66,75,63
2,31,18,12,60,159,37,188,104
0,24,24,42,97,12,34,58,53
13,100,67,7,31,21,85,63,37
5,10,23,33,89,38,193,165,58
8,17,29,13,62,52,67,34,102
2,25,62,17,255,35,51,72,47
16,16,32,35,13,39,90,77,96
0,60,36,27,37,113,56,13,4
0,61,18,88,47,71,73,139,102
0,3,34,31,109,102,52,65,65
0,26,43,50,40,83,71,80,56
9,12,84,16,46,92,63,43,73
4,4,37,10,22,29,64,123,128
0,4,42,17,49,50,52,45,41
14,21,18,8,80,66,74,56,90
8,36,44,45,48,33,48,40,34
18,2,19,66,59,36,95,8,36
0,15,19,9,8,58,12,74,68
0,18,29,26,50,15,28,87,105
3,7,39,12,29,47,98,128,93
8,8,17,15,40,47,73,91,87
0,11,27,36,49,29,56,121,80
0,11,32,44,8,53,54,55,110
0,13,70,10,40,31,35,48,78
18,4,19,45,57,53,40,138,74
0,23,25,36,19,44,39,63,119
0,0,0,50,120,105,105,37,25
9,11,11,59,15,38,80,109,140
53,6,15,16,58,32,63,110,125
0,21,25,69,109,71,70,90,118
3,4,4,18,13,31,98,189,79
5,14,21,41,29,46,59,67,52
14,14,48,24,93,79,56,37,95
9,14,63,27,87,11,156,78,142
8,37,15,19,29,51,43,38,59
0,0,3,24,54,56,48,44,179
19,5,19,19,9,76,50,50,53
18,8,9,45,47,14,71,67,105
2,20,47,24,9,40,20,43,62
2,2,22,27,44,30,58,60,116
10,5,20,29,13,42,31,71,63
0,7,23,39,103,136,37,120,134
1,3,62,27,21,48,37,90,77
9,43,12,63,46,101,42,78,54
5,18,42,24,45,64,41,23,29
18,7,15,23,29,49,74,83,100
5,11,61,50,39,24,204,75,102
0,12,90,17,69,41,98,68,69
6,34,6,21,17,130,73,97,128
0,6,59,21,93,16,136,49,99
26,35,2,2,29,17,58,42,41
0,43,11,56,33,59,79,95,70
10,2,24,109,46,46,82,95,141
21,27,20,51,57,31,37,76,156
6,23,64,69,12,91,94,50,96
0,0,115,45,32,13,36,25,36
0,9,49,48,59,19,22,48,16
6,31,20,16,70,47,77,59,223
14,2,20,66,15,18,25,32,90
6,15,56,50,23,107,33,101,64
0,0,31,19,6,38,53,90,28
0,2,4,27,75,125,47,49,121
0,27,14,16,51,73,126,57,40
13,40,13,58,58,125,81,86,94
4,12,12,28,53,14,94,93,77
5,33,28,61,51,36,122,55,116
6,11,3,16,71,27,54,37,53
0,16,17,50,115,45,56,29,29
5,4,2,17,45,49,87,82,70
0,2,2,23,10,75,84,137,66
0,3,26,41,33,40,33,103,95
0,10,3,39,58,117,28,53,135
0,24,58,85,73,51,72,102,22
5,5,59,62,78,62,65,72,52
44,7,17,28,42,31,66,107,71
21,46,42,41,57,48,56,74,138
7,11,24,30,30,88,30,14,128
25,22,23,78,98,39,13,59,106
0,1,6,61,43,61,9,124,65
5,12,13,28,63,45,61,69,45
0,32,15,22,23,66,40,161,31
0,23,16,90,93,67,98,130,49
8,8,8,39,47,93,156,137,72
0,40,26,26,62,108,45,116,34
30,11,9,34,48,24,131,67,98
0,6,10,22,52,69,127,82,96
0,4,4,23,85,59,50,147,113
1,1,35,41,56,35,50,87,139
24,24,24,40,88,68,33,53,39
46,15,44,19,73,78,49,38,84
4,25,4,88,44,78,35,84,100
2,8,4,13,51,69,21,138,113
1,1,20,134,23,65,55,22,108
0,1,64,60,63,66,96,33,47
1,4,3,48,9,106,69,34,97
0,11,16,33,81,32,29,94,69
0,14,14,8,74,96,39,181,73
22,19,16,14,58,17,66,50,62
8,26,24,65,30,81,41,77,72
11,47,43,16,74,49,126,127,79
0,13,14,60,39,18,32,117,79
0,0,23,14,93,56,138,35,103
8,9,44,47,82,51,1,119,68
8,2,15,30,57,57,94,92,62
16,77,27,75,11,47,45,78,74
0,25,22,22,34,140,63,111,157
0,5,15,9,37,75,96,113,186
0,91,20,81,89,21,75,34,82
13,3,19,54,11,137,126,55,64
8,6,26,52,29,64,61,114,60
6,10,16,48,28,55,39,91,63
0,38,107,40,68,99,41,45,43
0,0,0,19,23,76,142,20,85
3,20,64,9,25,80,58,122,57
2,23,45,24,93,9,52,56,44
5,12,42,35,72,13,84,65,69
6,16,4,65,21,104,37,79,109
9,19,38,31,33,25,7,75,71
0,19,24,68,25,66,108,96,85
29,17,6,25,94,90,95,75,111
9,1,68,35,58,54,35,63,23
7,20,12,52,49,18,65,106,95
13,3,12,54,34,60,72,52,106
15,46,24,19,87,46,61,114,39
0,18,24,41,25,56,98,140,154
0,27,13,29,85,79,56,15,79
5,13,2,7,27,126,59,39,99
0,5,26,43,47,89,132,170,55
0,29,23,56,59,42,25,51,87
31,13,51,21,101,15,36,106,7
0,0,23,67,58,32,37,81,59
32,12,97,107,49,90,70,97,30
0,24,11,137,37,59,65,78,160
0,9,10,19,62,155,49,11,170
15,5,45,10,51,88,32,37,29
25,22,23,23,58,77,104,63,127
0,57,40,23,67,51,32,68,112
0,8,61,38,66,61,92,97,92
0,23,4,47,34,42,71,142,129
1,7,45,51,78,126,88,64,105
40,40,30,28,46,58,27,73,88
47,13,56,101,49,58,103,68,88
16,42,22,11,19,35,46,104,123
0,20,23,29,85,97,27,70,113
25,20,45,53,62,1,72,61,119
0,25,18,17,36,41,52,39,42
0,28,28,31,66,8,71,44,188
0,8,32,82,76,94,105,26,36
0,21,14,40,65,51,119,71,194
0,32,24,9,30,32,77,66,95
1,7,14,45,24,56,74,82,112
6,42,15,70,67,12,79,42,40
6,15,19,16,94,21,102,76,125
0,15,20,48,22,96,23,32,122
27,6,7,54,7,135,63,118,78
0,0,8,12,40,79,64,46,71
0,11,47,5,90,79,46,90,51
0,17,30,24,33,69,72,100,90
0,10,28,22,49,50,77,54,82
0,26,8,80,45,81,98,113,76
8,5,29,36,67,58,108,78,77
0,53,37,23,80,18,78,40,81
17,2,5,3,63,21,54,90,44
0,3,19,54,38,144,65,114,92
2,10,35,36,31,10,28,168,97
17,6,64,44,137,22,58,79,94
0,0,23,14,60,81,74,66,8
17,23,75,32,42,88,32,114,35
56,2,64,36,44,88,81,83,79
13,32,15,23,42,108,14,148,107
2,13,56,54,51,84,71,54,79
15,1,87,11,72,59,50,124,108
0,11,46,43,44,112,48,77,36
