"A","B","C","D","E","F","G","H","I"
6,29,5,45,23,72,72,117,84
3,6,20,16,8,58,46,48,88
20,11,2,11,31,49,10,86,45
0,5,30,42,31,62,35,71,11
0,13,3,17,34,16,96,72,49
50,34,15,37,6,45,19,88,15
2,33,22,56,43,25,24,40,71
0,16,3,17,48,41,49,86,60
4,5,7,59,27,13,63,27,72
0,17,19,73,48,66,57,35,110
30,1,8,45,65,15,41,87,93
0,13,41,8,18,43,48,35,36
10,2,10,1,30,22,51,88,67
0,0,22,40,11,35,37,26,114
0,26,21,6,35,57,9,26,38
0,0,50,7,34,37,27,20,63
0,28,31,11,65,30,82,9,30
0,0,8,57,35,40,69,17,59
2,13,13,9,63,33,46,111,23
2,4,10,6,42,7,54,23,75
0,27,3,28,21,13,37,37,82
11,5,14,51,13,3,61,86,74
4,4,11,11,35,61,49,24,35
0,16,15,52,39,37,98,127,77
7,6,14,31,35,53,67,53,71
0,14,21,34,4,66,44,57,17
0,9,13,12,62,54,29,22,49
3,16,22,29,32,50,78,32,71
0,0,36,34,5,74,58,42,63
3,32,14,34,35,59,58,22,55
1,3,23,8,66,71,21,69,59
0,23,43,1,57,48,65,52,41
0,21,21,11,33,35,23,60,97
6,3,7,59,41,1,50,43,115
6,19,11,26,12,40,74,89,104
33,23,20,25,41,33,52,108,55
0,0,19,9,73,47,34,60,7
11,53,20,20,41,63,16,64,43
24,7,1,17,35,52,58,3,23
10,13,12,102,27,44,66,44,71
12,20,43,45,28,10,79,140,45
0,0,0,10,29,82,32,24,44
9,1,15,50,37,45,82,55,122
0,1,2,19,38,80,34,51,47
3,23,2,36,23,35,47,69,72
32,32,13,46,39,46,71,105,56
2,17,17,33,58,13,64,54,135
0,3,15,9,22,58,38,22,28
9,4,5,6,31,28,77,56,36
29,29,24,24,19,29,76,129,76
6,25,13,35,23,48,156,66,41
22,1,25,23,16,52,83,26,24
1,15,10,45,51,25,29,72,67
0,19,2,42,88,49,44,67,77
0,0,5,16,16,16,114,41,52
4,7,28,10,75,67,50,80,92
0,11,10,20,30,36,76,36,63
10,17,62,38,40,39,8,31,57
0,0,30,82,25,7,4,42,58
0,24,10,6,14,26,9,74,69
0,10,15,8,20,23,5,51,84
8,20,28,65,36,50,53,66,55
0,13,32,25,23,43,53,31,19
8,5,66,66,4,45,67,63,29
0,25,16,27,30,6,47,56,51
6,6,15,5,76,45,42,31,88
0,6,34,18,34,61,104,32,73
0,9,5,74,5,46,59,30,85
6,22,7,24,43,87,44,67,23
3,3,13,34,52,7,30,43,41
3,5,27,54,28,21,30,91,65
0,25,6,29,6,38,15,54,51
26,26,21,6,27,27,38,38,107
0,3,14,14,14,86,81,83,65
0,11,33,20,56,47,34,148,105
0,3,11,32,39,4,60,22,105
0,22,2,41,28,67,26,52,32
0,14,44,35,36,49,35,25,77
24,5,19,48,66,5,25,71,113
2,22,9,26,9,71,86,84,133
0,1,6,4,19,20,67,25,53
0,1,14,20,53,28,28,58,126
0,28,16,16,2,71,98,66,22
17,2,3,24,32,8,50,51,62
0,4,5,20,73,41,81,70,21
10,12,6,55,27,18,19,18,41
0,2,23,22,21,65,56,9,103
4,24,8,34,22,38,24,55,66
5,29,42,4,14,97,8,72,58
35,35,2,28,69,92,21,34,61
0,2,16,23,36,41,93,30,94
0,19,7,8,6,69,86,117,36
0,0,2,9,19,55,25,25,71
0,10,20,30,2,20,82,86,20
3,24,2,36,4,51,31,35,50
10,8,42,30,16,20,42,96,21
0,7,20,22,3,5,46,124,34
0,6,6,16,50,25,55,73,42
11,4,6,41,10,49,20,15,30
0,25,25,35,32,54,47,118,39
0,19,17,3,19,81,72,74,89
0,29,11,8,5,15,21,6,58
14,5,59,30,9,24,90,46,72
2,25,22,69,2,28,44,29,100
8,9,5,60,50,88,60,75,64
5,5,4,18,7,36,21,15,38
0,12,22,70,24,52,15,87,66
5,12,13,10,35,7,14,26,87
0,0,0,12,80,39,72,67,53
0,39,1,14,34,92,123,59,19
0,26,7,23,32,42,49,105,35
6,2,27,17,50,29,10,36,39
4,3,26,14,23,72,15,11,47
19,3,8,48,38,25,92,66,105
0,3,2,16,26,15,48,70,62
9,9,41,16,40,32,44,26,48
0,0,17,12,70,50,59,93,15
39,28,4,75,36,24,36,101,7
0,5,15,12,8,79,16,77,56
0,7,21,12,35,67,5,43,51
11,15,14,6,59,61,15,30,19
0,1,1,15,11,46,77,83,59
0,31,10,4,40,83,31,122,81
19,11,20,12,25,27,45,76,56
6,17,6,28,45,59,45,32,12
7,9,9,11,31,23,89,68,52
6,2,10,25,23,45,1,28,81
2,2,6,17,69,51,22,91,54
10,10,9,34,121,81,12,42,61
0,28,19,42,36,42,71,20,40
29,13,10,10,13,69,56,81,80
4,10,45,15,28,44,24,51,82
0,14,67,23,3,39,56,55,125
0,1,20,57,1,21,49,53,102
8,22,25,26,28,69,66,73,51
6,6,50,19,1,29,28,28,14
0,8,2,29,35,62,50,19,66
36,13,12,8,56,74,13,21,95
3,28,32,6,25,14,85,70,29
0,39,25,36,3,29,64,20,61
0,3,58,62,120,120,38,28,69
0,0,1,23,58,96,66,37,88
10,25,7,50,41,22,23,69,67
15,15,50,33,88,72,72,16,46
0,18,30,9,37,99,79,33,65
0,29,21,13,23,25,51,39,71
0,0,44,4,20,43,57,57,85
0,14,10,24,49,44,49,19,65
0,59,11,27,23,45,26,33,74
17,15,29,6,45,105,57,55,27
0,0,64,51,82,46,33,55,62
0,10,25,25,26,24,53,19,33
16,16,12,28,8,65,73,57,124
9,13,16,22,45,9,65,11,9
0,32,25,49,74,21,33,88,88
1,6,6,35,39,39,39,17,51
19,19,27,66,50,22,27,124,51
0,3,37,16,10,23,34,22,40
8,1,2,4,38,28,40,60,110
0,0,28,26,60,44,67,41,54
5,38,15,6,68,55,53,31,31
7,8,22,21,21,65,41,36,85
0,17,25,32,39,27,15,55,20
0,2,2,12,12,51,7,60,90
21,5,41,28,25,35,26,8,37
10,8,6,37,29,23,48,48,83
0,5,11,31,84,44,53,3,74
0,19,18,39,12,38,40,39,100
3,22,35,21,48,28,25,36,24
0,28,14,8,25,44,28,79,40
0,13,58,15,17,15,79,23,45
3,7,10,63,7,3,5,83,56
0,19,77,7,2,65,48,8,83
21,11,11,43,21,21,28,110,24
0,3,27,6,41,24,49,49,26
0,0,32,39,5,25,39,29,30
0,41,8,16,23,79,20,17,52
11,15,4,5,27,78,21,22,27
5,3,9,39,49,64,33,47,114
8,8,40,69,31,17,43,42,68
8,5,56,31,38,45,70,101,54
21,8,8,39,23,30,31,76,66
0,8,46,35,32,59,18,30,95
0,10,9,66,38,23,62,102,29
0,1,1,26,11,11,68,31,72
0,0,0,34,55,19,54,57,49
2,7,4,49,21,65,47,32,24
26,34,2,23,12,21,99,75,94
5,10,44,23,22,55,63,109,66
0,9,28,22,20,54,54,101,77
1,7,50,37,29,29,57,40,8
18,35,15,20,29,90,33,46,54
10,3,27,76,59,41,59,61,184
0,0,17,58,32,28,52,59,40
8,8,27,42,22,45,77,158,58
18,5,5,31,86,41,58,84,59
5,17,12,12,60,39,76,27,62
25,25,1,13,63,39,60,59,52
16,9,2,43,14,91,18,31,35
0,0,25,54,5,93,19,53,36
8,8,8,3,91,45,44,84,40
0,11,13,10,43,93,31,75,43
52,31,5,18,42,12,30,49,24
0,16,9,15,36,44,45,61,68
17,13,1,13,50,13,59,20,63
0,15,15,32,18,46,4,60,104
1,1,4,1,4,44,17,42,5
0,15,10,37,21,57,21,51,84
0,17,19,38,10,25,49,12,38
0,8,20,49,24,39,38,41,45
0,1,18,51,12,53,73,79,34
0,5,4,16,16,113,54,16,94
7,3,8,2,64,6,24,41,19
0,5,4,95,51,78,10,96,85
0,2,3,21,51,39,40,47,16
0,0,7,41,56,7,51,51,24
22,22,26,26,16,8,24,40,154
20,15,49,27,26,33,37,81,80
0,9,7,9,29,7,88,41,109
0,14,2,14,30,28,29,68,104
0,0,0,71,29,39,66,79,46
5,20,3,20,39,24,97,72,51
5,5,23,63,52,30,11,74,28
21,21,13,10,22,17,66,89,24
0,6,6,33,73,37,54,102,38
0,0,31,76,33,49,18,54,110
0,0,9,6,20,19,48,64,83
0,0,14,14,23,26,26,74,51
0,0,22,62,31,58,101,14,99
0,0,14,6,32,60,25,39,46
18,32,43,23,52,48,53,33,45
0,15,41,28,8,89,66,19,89
0,10,10,21,28,8,21,75,44
12,12,45,21,40,20,67,46,31
3,23,9,19,35,18,37,28,59
0,6,26,7,38,38,93,42,47
2,32,25,44,23,32,68,39,170
0,10,10,38,60,61,30,63,53
10,15,12,62,22,32,132,38,62
1,2,13,14,22,86,58,45,76
0,23,10,23,30,40,58,61,33
0,17,36,21,15,30,33,72,70
0,7,9,49,48,26,77,16,22
14,3,12,59,37,33,34,41,35
0,1,38,20,46,72,57,10,86
5,28,27,15,20,82,55,24,109
8,16,16,26,3,64,55,104,59
16,16,3,15,79,63,30,45,35
12,11,30,16,41,23,48,24,37
7,21,21,24,40,59,39,85,70
3,21,35,15,56,48,33,40,48
28,12,18,75,12,46,50,50,20
0,17,17,33,31,53,44,27,27
2,2,4,34,1,79,50,116,77
1,1,30,47,22,51,58,48,17
18,14,14,43,65,22,46,79,30
0,27,4,20,44,42,23,47,99
11,11,11,35,83,20,36,16,71
0,41,18,6,77,27,89,63,29
17,17,18,17,1,45,39,30,67
3,18,31,33,56,66,60,38,61
2,22,14,34,55,29,82,46,54
5,6,12,9,7,77,70,72,34
11,8,28,28,11,40,116,21,51
16,16,46,23,35,84,51,30,72
9,12,33,44,36,44,51,12,19
0,0,6,39,34,37,60,79,66
0,17,6,6,68,8,58,76,67
0,5,23,23,24,46,37,65,25
14,6,1,27,46,13,48,28,67
9,4,31,9,21,36,72,59,32
30,12,17,19,21,22,49,114,64
0,27,42,52,44,91,152,110,51
0,5,3,11,33,26,96,47,52
1,1,22,11,50,39,34,56,74
0,7,32,52,62,34,14,20,67
3,18,1,14,65,41,42,33,64
4,4,9,23,25,78,45,81,65
11,12,19,23,23,89,12,65,33
0,0,27,52,27,69,20,28,45
25,43,9,11,57,61,46,61,131
0,5,40,17,19,45,42,58,76
3,16,16,32,36,56,47,5,53
10,26,1,57,21,18,66,42,35
1,9,4,3,16,37,51,32,68
0,10,42,13,21,27,8,37,54
3,65,15,25,70,33,36,48,28
0,1,3,9,43,19,49,39,64
0,5,10,9,38,32,71,98,82
0,40,40,7,26,67,100,88,98
2,16,16,23,23,28,83,30,58
13,2,47,52,41,66,48,67,57
3,21,25,34,50,106,71,62,30
0,2,31,16,51,119,47,17,51
20,19,9,44,38,11,28,33,21
11,1,36,42,17,61,9,27,18
0,25,36,68,13,19,52,15,60
12,36,6,24,64,52,100,16,62
4,13,7,7,44,35,33,58,61
13,17,24,13,6,45,73,90,126
18,3,33,24,45,63,46,73,60
0,0,16,22,30,39,26,38,73
0,4,6,46,31,35,86,60,67
3,23,23,6,45,60,60,69,128
0,16,21,37,15,46,31,113,112
5,10,23,8,28,69,15,17,30
14,12,12,18,6,48,51,63,26
7,27,10,29,27,32,44,114,97
8,45,18,27,45,49,79,50,66
0,16,30,17,45,33,67,88,47
0,0,12,23,38,42,65,80,71
19,19,14,57,5,55,13,22,22
13,8,10,72,8,79,63,10,88
31,7,40,11,11,18,75,46,74
0,6,12,24,110,65,33,44,155
24,18,8,67,77,51,32,103,100
2,18,34,22,5,30,58,102,100
0,7,29,10,45,59,60,83,66
6,6,7,53,2,71,88,36,75
0,19,17,23,16,25,59,71,44
4,55,4,22,28,12,17,34,7
0,8,6,35,16,27,30,53,17
0,16,58,52,8,119,110,75,78
5,12,12,22,98,38,71,23,64
9,4,9,5,9,62,41,12,36
0,2,1,51,40,72,57,57,53
13,16,20,20,48,63,97,137,47
4,18,27,7,2,56,65,68,99
4,43,10,22,9,10,37,70,40
0,9,23,10,23,22,67,56,18
0,29,4,47,18,37,16,150,64
0,5,4,9,32,51,47,75,35
32,5,5,111,49,26,13,55,41
3,29,21,21,78,26,25,44,57
0,3,65,40,48,26,26,52,56
0,0,6,8,11,45,73,30,68
2,11,18,16,21,8,54,120,68
0,6,23,63,10,28,97,52,94
17,14,8,37,9,1,104,36,60
7,35,7,12,40,37,72,76,55
0,0,56,16,38,21,47,38,76
0,7,18,44,15,11,66,69,63
14,29,18,23,35,51,26,14,40
0,5,34,17,75,88,37,28,53
8,7,65,23,68,22,19,31,78
0,17,17,52,26,36,27,88,85
0,3,44,3,67,17,10,38,82
0,5,5,47,11,89,46,77,20
0,21,9,32,52,28,78,10,26
16,16,29,25,21,26,55,77,72
10,22,54,34,33,17,61,45,51
0,10,10,84,84,8,66,60,62
6,12,24,28,28,16,31,46,48
5,15,2,40,17,68,31,41,84
0,8,29,20,10,10,19,85,53
7,7,25,27,5,21,4,19,103
0,10,17,36,35,56,43,41,80
3,39,21,52,48,26,18,66,86
24,24,24,42,23,9,45,72,27
15,15,11,27,57,2,77,60,31
9,28,28,3,33,40,20,15,80
0,36,37,27,42,31,38,82,55
16,28,20,45,29,39,72,65,54
0,19,16,25,51,43,81,78,65
2,13,4,17,38,50,23,51,36
0,0,26,23,10,21,42,51,68
6,6,12,4,13,64,41,21,154
14,11,30,34,21,98,10,40,65
5,19,33,16,3,35,66,64,59
0,37,19,7,65,60,58,70,16
7,5,46,47,21,71,63,71,36
0,5,5,40,44,9,27,42,78
0,13,6,10,2,34,29,48,138
0,39,9,31,53,31,29,61,107
7,17,11,52,68,28,37,47,70
17,22,4,31,31,37,27,28,109
0,9,3,47,60,70,24,59,125
19,7,28,13,24,58,78,100,38
0,10,5,51,49,68,59,54,55
2,13,30,20,10,40,63,76,64
18,49,49,10,45,87,62,31,52
7,4,24,15,80,32,49,73,76
0,10,4,51,6,22,29,40,70
0,9,28,33,21,19,36,8,53
0,0,8,4,4,66,60,30,79
1,29,41,51,35,25,45,17,59
16,3,61,24,15,14,45,50,62
0,25,7,7,49,26,71,50,58
2,7,62,40,1,53,53,39,15
12,12,11,27,8,19,17,87,28
5,5,43,49,48,24,85,68,35
24,3,16,17,76,72,59,14,91
0,36,52,28,3,58,36,89,37
2,2,1,16,3,20,19,65,117
5,19,19,23,61,17,28,45,121
2,2,15,9,23,7,81,42,42
0,15,5,20,82,39,76,57,16
0,9,44,41,54,77,65,64,55
0,2,7,5,25,13,74,81,27
17,6,6,2,16,14,24,28,76
0,2,2,31,10,14,43,73,79
41,7,15,7,37,25,38,63,102
0,0,11,21,7,34,66,92,102
9,38,42,19,54,47,73,55,80
0,22,25,30,21,62,52,62,41
0,42,10,35,9,23,11,44,68
12,27,53,29,42,5,54,70,99
0,0,0,32,28,95,25,98,41
0,0,52,39,35,34,40,18,84
0,3,29,43,31,80,40,36,62
2,8,24,37,68,15,10,18,91
8,19,14,12,4,32,33,42,45
17,13,13,14,56,65,69,34,32
0,43,43,11,32,14,90,58,40
1,1,18,28,35,33,41,8,73
14,26,17,46,45,63,79,75,105
5,11,27,2,57,52,19,9,92
0,10,2,17,31,32,39,58,57
0,28,3,28,35,34,62,79,34
0,13,26,43,30,47,1,24,36
14,3,18,37,38,37,50,95,22
0,2,43,5,41,53,55,30,37
13,3,37,82,30,52,11,117,27
1,78,10,11,27,26,14,64,25
4,4,15,16,9,35,28,29,2
22,10,12,22,48,20,91,110,74
0,27,13,13,42,48,37,65,12
0,53,23,25,26,34,84,36,57
10,14,20,20,51,72,69,14,111
0,0,4,42,55,16,55,55,115
26,4,14,23,7,52,84,15,64
0,30,23,31,36,41,14,62,43
18,2,2,47,78,58,122,36,41
6,21,10,19,40,20,59,54,54
0,36,29,7,17,47,40,38,71
13,22,35,34,10,28,85,35,95
9,25,25,67,38,28,55,44,78
4,4,6,27,78,15,52,44,48
3,9,33,19,24,45,7,80,34
0,7,7,21,42,23,33,51,99
33,1,6,65,23,81,50,53,116
0,2,8,34,34,54,35,50,56
0,16,6,44,26,19,57,9,69
0,0,3,14,27,44,36,80,11
13,7,21,16,18,77,53,33,96
23,7,22,50,33,88,31,53,40
0,19,7,22,12,36,59,31,31
5,3,14,14,28,73,37,15,46
0,43,6,17,55,27,60,17,46
9,7,17,4,53,66,39,26,85
0,29,15,32,8,38,27,92,72
2,3,15,19,65,8,45,95,94
5,12,6,23,22,62,24,97,59
0,3,12,47,19,20,4,57,95
3,3,27,41,61,68,83,38,79
7,10,14,34,13,87,16,57,39
2,6,36,17,16,34,3,63,107
3,3,8,27,4,34,37,27,73
0,13,8,28,27,14,16,29,62
0,9,3,48,43,41,46,110,115
0,16,20,3,58,34,43,45,38
9,9,17,18,49,10,61,55,49
7,30,45,5,27,21,40,42,72
3,4,42,68,33,14,43,56,39
9,14,18,42,49,53,50,43,64
0,16,12,6,32,47,25,97,52
0,10,15,19,42,33,48,84,73
0,12,7,53,60,25,24,56,37
0,7,31,39,39,62,59,5,86
23,8,50,31,43,26,78,84,73
0,6,28,18,30,51,89,14,20
0,20,8,39,120,47,30,92,54
0,0,0,42,17,79,37,76,86
0,0,18,17,16,26,79,65,64
3,11,16,4,23,28,37,90,119
7,20,10,10,26,20,79,57,58
0,19,29,12,33,42,40,25,91
16,16,10,43,22,41,31,69,111
44,5,5,47,24,52,58,40,44
8,7,7,12,31,25,8,63,33
0,0,9,57,14,53,42,78,128
0,2,23,5,50,51,98,20,79
0,10,30,31,32,99,49,83,110
0,16,30,19,48,56,44,15,61
0,0,39,11,32,48,28,43,79
0,8,8,10,22,82,47,53,144
29,7,31,13,14,30,47,23,95
32,32,29,39,58,27,66,48,11
0,0,2,25,64,24,54,59,64
0,11,31,36,85,98,27,69,59
0,17,63,45,60,38,79,93,31
0,4,48,4,20,35,66,22,95
0,15,5,17,23,57,45,28,83
0,15,7,30,10,6,24,80,59
5,9,44,63,3,35,49,6,39
0,23,13,13,56,93,56,41,37
0,7,12,63,49,25,37,24,72
22,22,13,31,9,55,75,54,18
6,3,21,13,21,34,114,28,11
0,3,10,47,38,17,13,112,90
0,5,22,41,32,65,11,73,68
0,27,10,50,9,74,20,75,72
0,0,6,40,24,28,54,45,49
9,16,8,39,34,48,58,38,44
0,18,23,48,50,38,43,31,33
0,9,9,38,68,37,59,33,65
18,7,46,14,22,24,49,52,46
0,9,25,23,23,21,18,30,85
11,10,59,30,28,25,75,48,61
0,5,37,4,37,104,35,86,56
0,25,25,19,60,52,66,57,21
0,9,22,34,19,55,37,16,67
7,2,7,33,20,20,86,6,44
0,0,24,10,21,39,55,98,90
0,0,17,18,40,19,50,49,88
10,22,23,6,56,2,23,49,113
9,9,14,8,14,14,26,103,57
0,3,2,20,24,56,24,37,52
23,23,21,59,37,27,50,45,39
17,17,16,22,40,72,89,102,39
0,5,18,17,43,29,48,11,55
0,35,4,50,33,31,39,13,83
0,15,6,86,58,100,36,26,74
0,3,5,5,42,16,11,142,29
10,17,17,17,73,5,54,38,9
1,9,37,37,67,31,98,24,56
5,32,7,42,38,39,111,75,79
5,23,20,54,29,39,26,32,98
3,16,7,21,9,27,25,62,70
2,16,15,4,69,23,47,46,46
28,32,22,29,63,44,5,27,32
0,12,6,12,29,22,77,31,49
2,2,44,11,45,31,51,32,65
11,11,26,13,6,60,88,81,55
0,9,6,7,10,49,71,33,95
0,0,60,19,18,16,47,47,73
0,1,34,5,16,86,71,99,63
0,11,6,7,27,17,37,8,102
13,17,27,7,81,30,37,74,134
1,1,16,15,69,7,32,18,39
0,22,22,9,33,52,61,18,72
0,4,19,39,7,44,65,47,20
0,9,15,2,13,59,24,58,66
7,46,31,3,47,38,65,42,62
16,10,2,2,39,63,6,91,46
13,7,2,21,47,36,66,78,18
0,5,28,4,74,42,85,50,92
0,3,29,6,56,25,40,120,50
6,13,18,50,9,17,70,19,33
6,23,14,10,46,63,40,97,93
5,11,22,28,21,22,96,45,44
0,18,32,8,45,23,68,57,42
0,12,51,28,19,39,122,49,14
4,4,13,15,43,30,95,38,25
14,16,16,10,76,64,27,55,82
0,22,9,30,54,70,15,12,87
3,18,74,74,6,76,107,76,70
4,3,7,15,51,15,104,53,87
3,14,14,24,10,69,76,21,116
17,10,27,10,32,22,131,28,68
0,6,10,27,57,11,39,37,84
0,2,19,45,24,51,66,48,37
25,17,41,18,10,52,75,56,61
6,3,52,34,36,25,6,34,58
6,13,18,8,16,90,6,54,66
0,42,36,33,37,26,80,51,35
0,2,9,40,24,3,117,40,41
24,12,33,14,24,6,67,134,43
9,4,29,13,43,83,41,36,64
2,3,16,19,50,41,99,36,58
0,20,34,15,19,53,22,44,106
6,36,5,46,15,12,105,75,39
0,23,6,11,29,61,25,68,111
16,19,46,54,41,63,72,134,40
1,8,3,35,34,110,85,97,51
0,40,22,55,76,19,49,15,66
2,9,36,22,8,60,13,63,51
2,24,7,44,33,33,53,22,91
0,34,16,16,10,25,11,43,60
0,14,7,46,52,95,123,75,36
4,9,4,41,29,12,79,41,88
0,0,84,3,38,52,52,30,72
0,2,80,27,65,11,77,27,50
0,11,31,3,10,44,45,59,73
0,0,29,12,45,27,35,115,28
18,20,55,14,73,8,131,51,109
5,15,14,24,12,103,77,39,29
0,4,4,4,49,37,38,12,29
0,12,5,15,51,42,34,41,86
0,8,8,70,7,57,38,23,56
2,4,24,29,85,31,43,59,16
0,19,19,1,33,52,43,66,94
1,31,11,25,7,40,18,2,67
0,11,36,6,12,24,42,16,30
0,0,15,25,25,34,35,34,38
2,14,14,7,41,27,74,66,48
10,9,5,36,50,17,59,69,12
0,11,26,26,40,6,76,120,65
0,23,23,9,48,69,72,64,73
9,8,8,43,14,33,64,11,54
0,11,16,18,34,39,65,39,19
41,22,1,21,11,18,33,88,8
8,3,28,67,37,37,25,76,88
2,16,16,39,7,115,18,39,64
8,13,44,58,10,22,46,78,28
0,8,45,39,42,12,70,55,29
4,18,48,10,73,36,41,85,81
0,24,24,55,96,23,56,60,20
0,4,36,25,49,38,108,77,51
18,22,3,10,56,32,41,68,71
2,13,17,18,82,60,38,59,69
14,3,14,83,37,23,66,86,28
0,12,32,40,19,46,61,55,68
19,18,23,17,25,32,70,44,47
10,10,56,33,26,67,46,92,46
12,9,33,77,44,29,59,37,59
0,4,3,56,78,12,46,27,46
0,22,9,20,35,12,75,34,34
0,0,8,55,36,14,38,78,40
4,14,13,31,67,60,24,44,31
6,25,2,10,47,39,65,20,63
9,23,20,22,20,32,59,24,85
18,8,29,23,20,20,29,54,90
0,27,9,29,27,47,49,18,31
0,14,19,4,20,31,61,113,71
11,6,37,18,18,79,76,35,51
24,1,77,45,62,7,74,68,45
10,21,21,63,15,23,39,5,35
0,56,68,19,44,43,63,50,84
4,9,9,39,45,34,6,22,49
9,13,11,20,37,44,47,38,35
6,23,29,22,27,71,24,50,61
0,19,20,52,13,42,56,82,43
26,26,32,47,29,60,76,43,96
0,8,13,15,55,14,49,60,58
0,0,3,23,24,31,28,109,67
0,28,26,3,29,42,89,27,60
0,4,17,11,64,93,46,33,63
2,14,14,29,44,23,50,27,70
0,10,6,39,80,45,23,11,26
0,5,27,9,36,16,26,37,19
3,1,17,41,13,30,47,61,53
2,23,32,20,19,53,38,65,51
